"Name"	"Blattner number"	"Location E coli B"
"araE"	"b2841"	"IM"
"kduD"	"b2842"	"C"
"kduI"	"b2843"	"C"
"yqeF"	"b2844"	"C"
"yqeG"	"b2845"	"IM"
"yqeH"	"b2846"	"C"
"insE-5"		"C"
"insF-5"		"C"
"ygeQ"	"b2863"	"P"
"ygeR"	"b2865"	"P"
"xdhA"	"b2866"	"IM"
"xdhB"	"b2867"	"C"
"xdhC"	"b2868"	"C"
"ygeV"	"b2869"	"C"
"ygeW"	"b2870"	"C"
"ygeX"	"b2871"	"C"
"ygeY"	"b2872"	"C"
"ygeZ"	"b2873"	"C"
"yqeA"	"b2874"	"C"
"yqeB"	"b2875"	"C"
"yqeC"	"b2876"	"C"
"ygfJ"	"b2877"	"C"
"ygfK"	"b2878"	"C"
"ssnA"	"b2879"	"C"
"ygfM"	"b2880"	"C"
"xdhD"	"b2881"	"IM"
"ygfO"	"b2882"	"IM"
"guaD"	"b2883"	"C"
"ygfQ"	"b4464"	"IM"
"ygfS"	"b2886"	"IM"
"ygfT"	"b2887"	"C"
"ygfU"	"b2888"	"IM"
"idi"	"b2889"	"C"
"lysS"	"b2890"	"C"
"prfB"	"b2891"	"C"
"recJ"	"b2892"	"C"
"dsbC"	"b2893"	"P"
"xerD"	"b2894"	"C"
"fldB"	"b2895"	"C"
"ygfX"	"b2896"	"IM"
"ygfY"	"b2897"	"C"
"ygfZ"	"b2898"	"C"
"yqfA"	"b2899"	"IM"
"yqfB"	"b2900"	"C"
"bglA"	"b2901"	"C"
"ygfF"	"b2902"	"C"
"gcvP"	"b2903"	"C"
"gcvH"	"b2904"	"C"
"gcvT"	"b2905"	"C"
"visC"	"b2906"	"C"
"ubiH"	"b2907"	"C"
"pepP"	"b2908"	"C"
"ygfB"	"b2909"	"C"
"ygfE"	"b2910"	"C"
"ygfA"	"b2912"	"C"
"serA"	"b2913"	"C"
"rpiA"	"b2914"	"C"
"yqfE"	"b2915"	"C"
"iciA"	"b2916"	"C"
"sbm"	"b2917"	"C"
"argK"	"b2918"	"C"
"ygfG"	"b2919"	"C"
"ygfH"	"b2920"	"C"
"ygfI"	"b2921"	"C"
"yggE"	"b2922"	"P"
"yggA"	"b2923"	"IM"
"yggB"	"b2924"	"IM"
"fbaA"	"b2925"	"C"
"pgk"	"b2926"	"C"
"epd"	"b2927"	"C"
"yggC"	"b2928"	"C"
"yggD"	"b2929"	"C"
"yggF"	"b2930"	"C"
"yggP"	"b4465"	"C"
"cmtA"	"b2933"	"IM"
"cmtB"	"b2934"	"C"
"tktA"	"b2935"	"C"
"yggG"	"b2936"	"C"
"speB"	"b2937"	"C"
"speA"	"b2938"	"P"
"yqgB"	"b2939"	"C"
"yqgC"	"b2940"	"C"
"yqgD"	"b2941"	"C"
"metK"	"b2942"	"C"
"galP"	"b2943"	"IM"
"sprT"	"b2944"	"C"
"endA"	"b2945"	"P"
"yggJ"	"b2946"	"C"
"gshB"	"b2947"	"C"
"yqgE"	"b2948"	"C"
"yqgF"	"b2949"	"C"
"yggR"	"b2950"	"C"
"yggS"	"b2951"	"C"
"yggT"	"b2952"	"IM"
"yggU"	"b2953"	"C"
"yggV"	"b2954"	"C"
"yggW"	"b2955"	"C"
"yggM"	"b2956"	"P"
"ansB"	"b2957"	"P"
"yggN"	"b2958"	"P"
"yggL"	"b2959"	"C"
"yggH"	"b2960"	"C"
"mutY"	"b2961"	"C"
"yggX"	"b2962"	"C"
"mltC"	"b2963"	"OM"
"nupG"	"b2964"	"IM"
"speC"	"b2965"	"C"
"yqgA"	"b2966"	"IM"
		"C"
		"C"
"flu"	"b2000"	"OM"
"yeeR"	"b2001"	"IM"
		"P"
"yafZ"	"b0252"	"C"
		"C"
"yeeS"	"b2002"	"C"
"yeeT"	"b2003"	"C"
"yeeU"	"b2004"	"C"
"yeeV"	"b2005"	"C"
"yeeW"	"b2006"	"C"
		"C"
		"C"
		"C"
		"C"
		"C"
		"IM"
		"OM"
		"C"
		"C"
		"C"
		"C"
		"C"
		"C"
"insB-22"		"C"
"insA-22"		"C"
		"C"
		"C"
		"C"
		"IM"
"yghD"	"b2968"	"C"
		"IM"
		"C"
		"IM"
		"C"
		"IM"
		"IM"
		"C"
		"OM"
"yghF"	"b2970"	"IM"
"yghG"	"b2971"	"OM"
"pppA"	"b2972"	"IM"
"yghJ"	"b4466"	"IM"
"yghK"	"b2975"	"IM"
"glcB"	"b2976"	"C"
"glcG"	"b2977"	"C"
"glcF"	"b4467"	"IM"
"glcE"	"b4468"	"C"
"glcD"	"b2979"	"C"
"glcC"	"b2980"	"C"
"yghO"	"b2981"	"C"
		"C"
		"C"
		"C"
		"C"
		"IM"
		"IM"
		"P"
		"C"
"yghQ"	"b2983"	"IM"
"yghR"	"b2984"	"C"
"yghS"	"b2985"	"C"
"yghT"	"b2986"	"C"
"pitB"	"b2987"	"IM"
"gss"	"b2988"	"C"
"yghU"	"b2989"	"C"
"hybG"	"b2990"	"C"
"hybF"	"b2991"	"C"
"hybE"	"b2992"	"C"
"hybD"	"b2993"	"C"
"hybC"	"b2994"	"IM"
"hybB"	"b2995"	"IM"
"hybA"	"b2996"	"IM"
"yghW"	"b2998"	"C"
"yghXY"	"b2999-b3000"	"C"
"yghZ"	"b3001"	"C"
"yqhA"	"b3002"	"IM"
"yghA"	"b3003"	"C"
"exbD"	"b3005"	"IM"
"exbB"	"b3006"	"IM"
"metC"	"b3008"	"C"
"yghB"	"b3009"	"IM"
"yqhC"	"b3010"	"C"
"yqhD"	"b3011"	"C"
"dkgA"	"b3012"	"C"
"yqhG"	"b3013"	"P"
"yqhH"	"b3014"	"OM"
"ygiQ"	"b4469"	"C"
"sufI"	"b3017"	"P"
"plsC"	"b3018"	"IM"
"parC"	"b3019"	"C"
"ygiS"	"b3020"	"P"
"ygiT"	"b3021"	"C"
"ygiU"	"b3022"	"C"
"ygiV"	"b3023"	"C"
"ygiW"	"b3024"	"OM"
"ygiX"	"b3025"	"C"
"ygiY"	"b3026"	"IM"
"ygiZ"	"b3027"	"IM"
"mdaB"	"b3028"	"C"
"ygiN"	"b3029"	"C"
"parE"	"b3030"	"C"
"yqiA"	"b3031"	"C"
"cpdA"	"b3032"	"C"
"yqiB"	"b3033"	"C"
"yqiE"	"b3034"	"C"
"tolC"	"b3035"	"OM"
"ygiA"	"b3036"	"C"
"ygiB"	"b3037"	"C"
"ygiC"	"b3038"	"C"
"ygiD"	"b3039"	"C"
"ygiE"	"b3040"	"IM"
"ribB"	"b3041"	"C"
"yqiC"	"b3042"	"C"
"ygiL"	"b3043"	"E"
"yqiG"	"b3046"	"OM"
"yqiH"	"b3047"	"P"
"yqiI"	"b3048"	"P"
"glgS"	"b3049"	"C"
"yqiJ"	"b3050"	"IM"
"yqiK"	"b3051"	"IM"
"rfaE"	"b3052"	"C"
"glnE"	"b3053"	"C"
"ygiF"	"b3054"	"C"
"ygiM"	"b3055"	"OM"
"cca"	"b3056"	"C"
"uppP"	"b3057"	"IM"
"ygiG"	"b3058"	"C"
"ygiH"	"b3059"	"IM"
"ygiP"	"b3060"	"C"
"ttdA"	"b3061"	"C"
"ttdB"	"b3062"	"C"
"ygjE"	"b3063"	"IM"
"ygjD"	"b3064"	"E"
"rpsU"	"b3065"	"C"
"dnaG"	"b3066"	"C"
"rpoD"	"b3067"	"C"
"ygjF"	"b3068"	"C"
"yqjH"	"b3070"	"C"
"yqjI"	"b3071"	"C"
"aer"	"b3072"	"IM"
"ygjG"	"b3073"	"C"
"ygjH"	"b3074"	"C"
"ebgR"	"b3075"	"C"
"ebgA"	"b3076"	"C"
"ebgC"	"b3077"	"C"
"ygjI"	"b3078"	"IM"
"ygjJ"	"b3079"	"OM"
"ygjK"	"b3080"	"P"
"fadH"	"b3081"	"C"
"ygjM"	"b3082"	"C"
"ygjN"	"b3083"	"C"
"ygjO"	"b3084"	"C"
"ygjP"	"b3085"	"C"
"ygjQ"	"b3086"	"IM"
"ygjR"	"b3087"	"P"
"ygjT"	"b3088"	"IM"
"ygjU"	"b3089"	"IM"
"ygjV"	"b3090"	"IM"
"uxaA"	"b3091"	"C"
"uxaC"	"b3092"	"C"
"exuT"	"b3093"	"IM"
"exuR"	"b3094"	"C"
"yqjA"	"b3095"	"IM"
"yqjB"	"b3096"	"IM"
"yqjC"	"b3097"	"P"
"yqjD"	"b3098"	"C"
"yqjE"	"b3099"	"C"
"yqjK"	"b3100"	"C"
"yqjF"	"b3101"	"IM"
"yqjG"	"b3102"	"C"
"yhaH"	"b3103"	"IM"
"yhaI"	"b3104"	"IM"
"yhaJ"	"b3105"	"C"
"yhaK"	"b3106"	"C"
"yhaL"	"b3107"	"C"
"yhaM"	"b4470"	"C"
"yhaO"	"b3110"	"IM"
"tdcG"	"b4471"	"C"
"tdcF"	"b3113"	"C"
"tdcE"	"b3114"	"C"
"tdcD"	"b3115"	"C"
"tdcC"	"b3116"	"IM"
"tdcB"	"b3117"	"C"
"tdcA"	"b3118"	"C"
"tdcR"	"b3119"	"C"
"yhaB"	"b3120"	"C"
"yhaC"	"b3121"	"C"
"garK"	"b3124"	"C"
"garR"	"b3125"	"C"
"garL"	"b3126"	"C"
"garP"	"b3127"	"IM"
"garD"	"b3128"	"C"
"sohA"	"b3129"	"C"
"yhaV"	"b3130"	"C"
"agaR"	"b3131"	"C"
"agaZ"	"b3132"	"C"
"agaV"	"b3133"	"C"
"agaW"	"b3134"	"IM"
"agaE"		"IM"
"agaF"		"C"
"agaA"	"b3135"	"C"
"agaS"	"b3136"	"C"
"agaY"	"b3137"	"C"
"agaB"	"b3138"	"C"
"agaC"	"b3139"	"IM"
"agaD"	"b3140"	"IM"
"agaI"	"b3141"	"C"
"yraH"	"b3142"	"E"
"yraI"	"b3143"	"P"
"yraJ"	"b3144"	"OM"
"yraK"	"b3145"	"F"
"yraL"	"b3146"	"C"
"yraM"	"b3147"	"P"
"yraN"	"b3148"	"C"
"yraO"	"b3149"	"C"
"yraP"	"b3150"	"P"
"yraQ"	"b3151"	"IM"
"yraR"	"b3152"	"C"
"yhbO"	"b3153"	"C"
"yhbP"	"b3154"	"C"
"yhbQ"	"b3155"	"C"
"yhbS"	"b3156"	"C"
"yhbT"	"b3157"	"C"
"yhbU"	"b3158"	"C"
"yhbV"	"b3159"	"C"
"yhbW"	"b3160"	"C"
"mtr"	"b3161"	"IM"
"deaD"	"b3162"	"C"
"nlpI"	"b3163"	"P"
"pnp"	"b3164"	"C"
"rpsO"	"b3165"	"C"
"truB"	"b3166"	"C"
"rbfA"	"b3167"	"C"
"infB"	"b3168"	"C"
"nusA"	"b3169"	"C"
"yhbC"	"b3170"	"C"
"argG"	"b3172"	"C"
"yhbX"	"b3173"	"IM"
"secG"	"b3175"	"IM"
"glmM"	"b3176"	"C"
"folP"	"b3177"	"C"
"hflB"	"b3178"	"IM"
"rrmJ"	"b3179"	"C"
"yhbY"	"b3180"	"C"
"greA"	"b3181"	"C"
"dacB"	"b3182"	"P"
"yhbZ"	"b3183"	"C"
"yhbE"	"b3184"	"IM"
"rpmA"	"b3185"	"C"
"rplU"	"b3186"	"C"
"ispB"	"b3187"	"C"
"nlp"	"b3188"	"C"
"murA"	"b3189"	"C"
"yrbA"	"b3190"	"C"
"yrbB"	"b3191"	"C"
"yrbC"	"b3192"	"P"
"yrbD"	"b3193"	"IM"
"yrbE"	"b3194"	"IM"
"yrbF"	"b3195"	"C"
"yrbG"	"b3196"	"IM"
"yrbH"	"b3197"	"C"
"yrbI"	"b3198"	"C"
"yrbK"	"b3199"	"IM"
"yhbN"	"b3200"	"C"
"yhbG"	"b3201"	"C"
"rpoN"	"b3202"	"C"
"yhbH"	"b3203"	"C"
"ptsN"	"b3204"	"C"
"yhbJ"	"b3205"	"C"
"ptsO"	"b3206"	"C"
"yrbL"	"b3207"	"C"
"mtgA"	"b3208"	"IM"
"yhbL"	"b3209"	"C"
"arcB"	"b3210"	"IM"
"yhcC"	"b3211"	"C"
"gltB"	"b3212"	"C"
"gltD"	"b3213"	"C"
"yhcG"	"b3220"	"C"
		"C"
"yhcH"	"b3221"	"C"
"nanK"	"b3222"	"C"
"nanE"	"b3223"	"C"
"nanT"	"b3224"	"IM"
"nanA"	"b3225"	"C"
"nanR"	"b3226"	"C"
"dcuD"	"b3227"	"IM"
"sspB"	"b3228"	"C"
"sspA"	"b3229"	"C"
"rpsI"	"b3230"	"C"
"rplM"	"b3231"	"C"
"yhcM"	"b3232"	"C"
"yhcB"	"b3233"	"C"
"degQ"	"b3234"	"P"
"degS"	"b3235"	"P"
"mdh"	"b3236"	"C"
"argR"	"b3237"	"C"
"yhcN"	"b3238"	"P"
"yhcO"	"b3239"	"C"
"yhcP"	"b3240"	"IM"
"yhcQ"	"b3241"	"IM"
"yhcR"	"b3242"	"IM"
"yhcS"	"b3243"	"C"
"tldD"	"b3244"	"C"
"yhdP"	"b4472"	"IM"
"rng"	"b3247"	"C"
"yhdE"	"b3248"	"C"
"mreD"	"b3249"	"IM"
"mreC"	"b3250"	"IM"
"mreB"	"b3251"	"C"
"yhdA"	"b3252"	"IM"
"yhdH"	"b3253"	"C"
"accB"	"b3255"	"C"
"accC"	"b3256"	"C"
"yhdT"	"b3257"	"IM"
"panF"	"b3258"	"IM"
"prmA"	"b3259"	"C"
"yhdG"	"b3260"	"C"
"fis"	"b3261"	"C"
"yhdJ"	"b3262"	"C"
"yhdU"	"b3263"	"IM"
"envR"	"b3264"	"C"
"acrE"	"b3265"	"IM"
"acrF"	"b3266"	"IM"
"yhdV"	"b3267"	"IM"
"yhdW"	"b3268"	"P"
"yhdX"	"b3269"	"IM"
"yhdY"	"b3270"	"IM"
"yhdZ"	"b3271"	"C"
"yrdA"	"b3279"	"C"
"yrdB"	"b3280"	"C"
"aroE"	"b3281"	"C"
"yrdC"	"b3282"	"C"
"yrdD"	"b3283"	"C"
"smg"	"b3284"	"C"
"smf"	"b4473"	"C"
"def"	"b3287"	"C"
"fmt"	"b3288"	"C"
"rrmB"	"b3289"	"C"
"trkA"	"b3290"	"C"
"mscL"	"b3291"	"IM"
"yhdL"	"b4550"	"C"
"zntR"	"b3292"	"C"
"yhdN"	"b3293"	"C"
"rplQ"	"b3294"	"C"
"rpoA"	"b3295"	"C"
"rpsD"	"b3296"	"C"
"rpsK"	"b3297"	"C"
"rpsM"	"b3298"	"C"
"rpmJ"	"b3299"	"C"
"prlA"	"b3300"	"IM"
"rplO"	"b3301"	"C"
"rpmD"	"b3302"	"C"
"rpsE"	"b3303"	"C"
"rplR"	"b3304"	"C"
"rplF"	"b3305"	"C"
"rpsH"	"b3306"	"C"
"rpsN"	"b3307"	"C"
"rplE"	"b3308"	"C"
"rplX"	"b3309"	"C"
"rplN"	"b3310"	"C"
"rpsQ"	"b3311"	"C"
"rpmC"	"b3312"	"C"
"rplP"	"b3313"	"IM"
"rpsC"	"b3314"	"C"
"rplV"	"b3315"	"C"
"rpsS"	"b3316"	"C"
"rplB"	"b3317"	"C"
"rplW"	"b3318"	"C"
"rplD"	"b3319"	"C"
"rplC"	"b3320"	"C"
"rpsJ"	"b3321"	"C"
"pioO"	"b3322"	"IM"
"gspA"	"b3323"	"C"
"gspC"	"b3324"	"IM"
"gspD"	"b3325"	"OM"
"gspE"	"b3326"	"C"
"gspF"	"b3327"	"IM"
"gspG"	"b3328"	"IM"
"gspH"	"b3329"	"IM"
"gspI"	"b3330"	"IM"
"gspJ"	"b3331"	"IM"
"gspK"	"b3332"	"IM"
"gspL"	"b3333"	"C"
"gspM"	"b3334"	"IM"
"gspO"	"b3335"	"IM"
"bfr"	"b3336"	"C"
"bfd"	"b3337"	"C"
"chiA"	"b3338"	"P"
"tufA"	"b3339"	"C"
"fusA"	"b3340"	"C"
"rpsG"	"b3341"	"C"
"rpsL"	"b3342"	"C"
"yheL"	"b3343"	"C"
"yheM"	"b3344"	"C"
"yheN"	"b3345"	"C"
"yheO"	"b3346"	"C"
"fkpA"	"b3347"	"P"
"slyX"	"b3348"	"C"
"slyD"	"b3349"	"C"
"kefB"	"b3350"	"IM"
"yheR"	"b3351"	"C"
"yheS"	"b3352"	"C"
"yheT"	"b3353"	"C"
"yheU"	"b3354"	"C"
"prkB"	"b3355"	"C"
"yhfA"	"b3356"	"C"
"crp"	"b3357"	"C"
"yhfK"	"b3358"	"IM"
"argD"	"b3359"	"C"
"pabA"	"b3360"	"C"
"fic"	"b3361"	"C"
"yhfG"	"b3362"	"C"
"ppiA"	"b3363"	"P"
"yhfC"	"b3364"	"IM"
"nirB"	"b3365"	"C"
"nirD"	"b3366"	"C"
"nirC"	"b3367"	"IM"
"cysG"	"b3368"	"C"
"yhfL"	"b3369"	"IM"
"yhfM"	"b3370"	"IM"
"yhfN"	"b3371"	"C"
"frlC"	"b4474"	"C"
"yhfQ"	"b3374"	"C"
"yhfR"	"b3375"	"C"
"insB-23"		"C"
"insA-23"		"C"
"yhfT"	"b3377"	"IM"
"yhfU"	"b3378"	"C"
"yhfV"	"b3379"	"C"
"yhfW"	"b3380"	"C"
"yhfX"	"b3381"	"C"
"yhfY"	"b3382"	"C"
"yhfZ"	"b3383"	"C"
"trpS"	"b3384"	"C"
"gph"	"b3385"	"C"
"rpe"	"b3386"	"C"
"dam"	"b3387"	"C"
"damX"	"b3388"	"C"
"aroB"	"b3389"	"C"
"aroK"	"b3390"	"C"
"hofQ"	"b3391"	"OM"
"yrfA"	"b3392"	"C"
"yrfB"	"b3393"	"IM"
"yrfC"	"b3394"	"IM"
"yrfD"	"b3395"	"C"
"mrcA"	"b3396"	"IM"
"yrfE"	"b3397"	"C"
"yrfF"	"b3398"	"IM"
"yrfG"	"b3399"	"C"
"hslR"	"b3400"	"C"
"hslO"	"b3401"	"C"
"yhgE"	"b3402"	"IM"
"pckA"	"b3403"	"C"
"envZ"	"b3404"	"IM"
"ompR"	"b3405"	"C"
"greB"	"b3406"	"C"
"yhgF"	"b3407"	"C"
"feoA"	"b3408"	"C"
"feoB"	"b3409"	"IM"
"yhgG"	"b3410"	"IM"
"yhgA"	"b3411"	"C"
"bioH"	"b3412"	"C"
"yhgH"	"b3413"	"C"
"yhgI"	"b3414"	"C"
"gntT"	"b3415"	"IM"
"malQ"	"b3416"	"C"
"malP"	"b3417"	"C"
"malT"	"b3418"	"C"
"rtcA"	"b4475"	"C"
"rtcB"	"b3421"	"C"
"rtcR"	"b3422"	"C"
"glpR"	"b3423"	"C"
"glpG"	"b3424"	"IM"
"glpE"	"b3425"	"C"
"glpD"	"b3426"	"C"
		"P"
"glgP"	"b3428"	"C"
"glgA"	"b3429"	"C"
"glgC"	"b3430"	"C"
"glgX"	"b3431"	"C"
"glgB"	"b3432"	"C"
"asd"	"b3433"	"C"
"yhgN"	"b3434"	"IM"
"gntU"	"b4476"	"IM"
"gntK"	"b3437"	"C"
"gntR"	"b3438"	"C"
"yhhW"	"b3439"	"C"
"yhhX"	"b3440"	"P"
"yhhY"	"b3441"	"C"
"yhhZ"	"b3442"	"C"
"yrhA"	"b3443"	"C"
"yrhB"	"b3446"	"C"
"ggt"	"b3447"	"P"
"yhhA"	"b3448"	"P"
"ugpQ"	"b3449"	"C"
"ugpC"	"b3450"	"C"
"ugpE"	"b3451"	"IM"
"ugpA"	"b3452"	"IM"
"ugpB"	"b3453"	"P"
"livF"	"b3454"	"C"
"livG"	"b3455"	"C"
"livM"	"b3456"	"IM"
"livH"	"b3457"	"IM"
"livK"	"b3458"	"P"
"yhhK"	"b3459"	"C"
"livJ"	"b3460"	"P"
"rpoH"	"b3461"	"C"
"ftsX"	"b3462"	"IM"
"ftsE"	"b3463"	"IM"
"ftsY"	"b3464"	"C"
"yhhF"	"b3465"	"C"
"yhhL"	"b3466"	"IM"
"yhhM"	"b3467"	"IM"
"yhhN"	"b3468"	"IM"
"zntA"	"b3469"	"IM"
"sirA"	"b3470"	"C"
"yhhQ"	"b3471"	"IM"
"dcrB"	"b3472"	"OM"
"yhhS"	"b3473"	"IM"
"yhhT"	"b3474"	"IM"
"acpT"	"b3475"	"C"
"nikA"	"b3476"	"P"
"nikB"	"b3477"	"IM"
"nikC"	"b3478"	"IM"
"nikD"	"b3479"	"C"
"nikE"	"b3480"	"C"
"nikR"	"b3481"	"C"
"rhsB"	"b3482"	"OM"
"yhhH"	"b3483"	"IM"
"yhhI"	"b3484"	"C"
"yhhJ"	"b3485"	"IM"
"yhiH"	"b3486"	"IM"
"yhiI"	"b3487"	"IM"
"yhiJ"	"b3488"	"C"
"yhiKL"	"b3489-b3490"	"C"
"yhiM"	"b3491"	"IM"
"yhiN"	"b3492"	"P"
"pitA"	"b3493"	"IM"
"yhiO"	"b3494"	"IM"
"uspA"	"b3495"	"C"
"yhiP"	"b3496"	"IM"
"yhiQ"	"b3497"	"C"
"prlC"	"b3498"	"C"
"yhiR"	"b3499"	"C"
"gor"	"b3500"	"C"
"arsR"	"b3501"	"C"
"arsB"	"b3502"	"IM"
"arsC"	"b3503"	"C"
"yhiS"	"b3504"	"C"
"slp"	"b3506"	"OM"
"yhiF"	"b3507"	"C"
"yhiD"	"b3508"	"IM"
"hdeB"	"b3509"	"P"
"hdeA"	"b3510"	"P"
"hdeD"	"b3511"	"IM"
"yhiE"	"b3512"	"C"
"yhiU"	"b3513"	"IM"
"yhiV"	"b3514"	"IM"
"yhiW"	"b3515"	"C"
"gadX"	"b3516"	"C"
"gadA"	"b3517"	"C"
"yhjA"	"b3518"	"P"
"treF"	"b3519"	"C"
"yhjB"	"b3520"	"C"
"yhjC"	"b3521"	"C"
"yhjD"	"b3522"	"IM"
"yhjE"	"b3523"	"IM"
"yhjG"	"b3524"	"IM"
"yhjH"	"b3525"	"C"
"kdgK"	"b3526"	"C"
"yhjJ"	"b3527"	"P"
"dctA"	"b3528"	"IM"
"yhjK"	"b3529"	"IM"
"bcsC"	"b3530"	"P"
"bcsZ"	"b3531"	"E"
"yhjN"	"b3532"	"IM"
"yhjO"	"b3533"	"IM"
"yhjR"	"b3535"	"C"
"yhjS"	"b3536"	"C"
"yhjT"	"b3537"	"IM"
"yhjU"	"b3538"	"IM"
"ldrD"	"b4453"	"IM"
"ldrE"	"b4453"	"IM"
"ldrF"	"b4453"	"IM"
"yhjV"	"b3539"	"IM"
"dppF"	"b3540"	"C"
"dppD"	"b3541"	"C"
"dppC"	"b3542"	"IM"
"dppB"	"b3543"	"IM"
"dppA"	"b3544"	"P"
"yhjW"	"b3546"	"IM"
"yhjX"	"b3547"	"IM"
"yhjY"	"b3548"	"OM"
"tag"	"b3549"	"C"
"yiaC"	"b3550"	"C"
"bisC"	"b3551"	"P"
"yiaD"	"b3552"	"OM"
"tkrA"	"b3553"	"C"
"yiaF"	"b3554"	"IM"
"yiaG"	"b3555"	"C"
"cspA"	"b3556"	"C"
"hokA"	"b4455"	"IM"
"insJ-4"		"C"
"insK-4"		"C"
"glyS"	"b3559"	"C"
"glyQ"	"b3560"	"C"
	"b4553"	"P"
"yiaH"	"b3561"	"IM"
"yiaA"	"b3562"	"IM"
"yiaB"	"b3563"	"IM"
"xylB"	"b3564"	"C"
"xylA"	"b3565"	"C"
"xylF"	"b3566"	"P"
"xylH"	"b3568"	"IM"
"xylR"	"b3569"	"C"
"bax"	"b3570"	"P"
"malS"	"b3571"	"P"
"avtA"	"b3572"	"C"
"yiaI"	"b3573"	"IM"
"yiaJ"	"b3574"	"C"
"yiaK"	"b3575"	"C"
"yiaL"	"b3576"	"C"
"yiaM"	"b3577"	"IM"
"yiaN"	"b3578"	"IM"
"yiaO"	"b3579"	"P"
"lyxK"	"b3580"	"C"
"sgbH"	"b3581"	"C"
"sgbU"	"b3582"	"C"
"sgbE"	"b3583"	"C"
		"C"
		"IM"
		"C"
"yiaT"	"b3584"	"OM"
"yiaU"	"b3585"	"C"
"yiaV"	"b3586"	"IM"
"yiaW"	"b3587"	"IM"
"aldB"	"b3588"	"C"
"yiaY"	"b3589"	"C"
"selB"	"b3590"	"C"
"selA"	"b3591"	"C"
"yibF"	"b3592"	"C"
"rhsA"	"b3593"	"OM"
"yibA"	"b3594"	"C"
"yibJ"	"b3595"	"C"
"yibG"	"b3596"	"C"
"yibH"	"b3597"	"IM"
"yibI"	"b3598"	"IM"
"mtlA"	"b3599"	"IM"
"mtlD"	"b3600"	"C"
"mtlR"	"b3601"	"C"
	"b4554"	"C"
"yibL"	"b3602"	"C"
		"IM"
		"OM"
"lldP"	"b3603"	"IM"
"lldR"	"b3604"	"C"
"lldD"	"b3605"	"C"
"yibK"	"b3606"	"C"
"cysE"	"b3607"	"C"
"gpsA"	"b3608"	"C"
"secB"	"b3609"	"C"
"grxC"	"b3610"	"C"
"yibN"	"b3611"	"IM"
"yibO"	"b3612"	"C"
"yibP"	"b3613"	"IM"
"yibQ"	"b3614"	"P"
"yibD"	"b3615"	"C"
"tdh"	"b3616"	"C"
"kbl"	"b3617"	"C"
"gumD"	"b3619"	"C"
"waaF"	"b3620"	"C"
"waaC"	"b3621"	"C"
"waaL"		"IM"
"waaV"		"C"
"waaW"		"C"
"waaY"		"C"
"insB-24"		"C"
"insA-24"		"C"
"waaO"		"C"
"waaP"	"b3630"	"C"
"waaG"	"b3631"	"C"
"waaQ"	"b3632"	"C"
"waaA"	"b3633"	"C"
"coaD"	"b3634"	"C"
"mutM"	"b3635"	"C"
"rpmG"	"b3636"	"C"
"rpmB"	"b3637"	"C"
"radC"	"b3638"	"C"
"dfp"	"b3639"	"C"
"dut"	"b3640"	"C"
"slmA"	"b3641"	"C"
"pyrE"	"b3642"	"C"
"rph"	"b3643"	"C"
"yicC"	"b3644"	"C"
"dinD"	"b3645"	"C"
"yicG"	"b3646"	"IM"
"yicF"	"b3647"	"IM"
"gmk"	"b3648"	"C"
"rpoZ"	"b3649"	"C"
"spoT"	"b3650"	"C"
"trmH"	"b3651"	"C"
"recG"	"b3652"	"C"
		"C"
"gltS"	"b3653"	"IM"
"yicE"	"b3654"	"IM"
"yicH"	"b3655"	"P"
"yicI"	"b3656"	"C"
"yicJ"	"b3657"	"IM"
		"C"
		"C"
		"C"
		"C"
		"IM"
		"C"
		"C"
		"IM"
		"C"
		"C"
		"C"
		"C"
		"C"
		"OM"
		"C"
		"C"
		"C"
"ykgN"	"b4505"	"C"
"insI"		"C"
		"C"
		"C"
		"C"
		"C"
		"C"
"yicK"	"b3659"	"IM"
"yicL"	"b3660"	"IM"
"nlpA"	"b3661"	"P"
	"b4555"	"P"
"yicM"	"b3662"	"IM"
"yicN"	"b3663"	"C"
"yicO"	"b3664"	"IM"
"ade"	"b3665"	"C"
"uhpT"	"b3666"	"IM"
"uhpC"	"b3667"	"IM"
"uhpB"	"b3668"	"IM"
"uhpA"	"b3669"	"C"
"ilvN"	"b3670"	"C"
"ilvB"	"b3671"	"C"
"ivbL"	"b3672"	"C"
"emrD"	"b3673"	"IM"
"yidF"	"b3674"	"C"
"yidG"	"b3675"	"IM"
"yidH"	"b3676"	"IM"
"yidI"	"b3677"	"IM"
"yidJ"	"b3678"	"C"
"yidK"	"b3679"	"IM"
"yidL"	"b3680"	"C"
"glvG"	"b3681"	"C"
"glvBC"	"b3682-b3683"	"IM"
"yidE"	"b3685"	"IM"
"ibpB"	"b3686"	"C"
"ibpA"	"b3687"	"C"
"yidQ"	"b3688"	"IM"
"yidR"	"b3689"	"C"
"yidS"	"b3690"	"C"
"dgoT"	"b3691"	"IM"
"dgoD"	"b4478"	"C"
"dgoA"	"b4477"	"C"
"dgoK"	"b3693"	"C"
"dgoR"	"b4479"	"C"
"yidX"	"b3696"	"IM"
"yidA"	"b3697"	"C"
"yidB"	"b3698"	"C"
"gyrB"	"b3699"	"C"
"recF"	"b3700"	"C"
"dnaN"	"b3701"	"C"
"dnaA"	"b3702"	"C"
"rpmH"	"b3703"	"C"
