"Gene Name"	"Accession-1"	"Object ID"
EG12203	"b1557"	"EG12203"
EG11301	"b1572"	"EG11301"
EG10777	"b1305"	"EG10777"
EG10228	"b1569"	"EG10228"
G7376	"b2641"	"G7376"
G7279	"b2449"	"G7279"
G7223	"b2354"	"G7223"
G6835	"b1568"	"G6835"
G6819	"b1545"	"G6819"
G6680	"b1356"	"G6680"
G6586	"b1142"	"G6586"
G6305	"b0549"	"G6305"
G6136	"b0261"	"G6136"
G0-10584	"b4588"	"G0-10584"
EG12117	"b0814"	"EG12117"
EG11129	"b1561"	"EG11129"
EG10684	"b0741"	"EG10684"
EG10126	"b3966"	"EG10126"
G7918	"b4308"	"G7918"
G7370	"b2635"	"G7370"
G7276	"b2446"	"G7276"
G7219	"b2350"	"G7219"
G6832	"b1565"	"G6832"
G6676	"b1345"	"G6676"
G6582	"b1137"	"G6582"
G6302	"b0546"	"G6302"
G6133	"b0258"	"G6133"
G0-10436	"b4510"	"G0-10436"
EG11900	"b1348"	"EG11900"
EG11020	"b1363"	"EG11020"
EG11892	"b2009"	"EG11892"
G7832	"b4140"	"G7832"
EG10603	"b2684"	"EG10603"
G6723	"b1402"	"G6723"
G6223	"b0372"	"G6223"
G0-16638	"b4709"	"G0-16638"
G0-10535		"G0-10535"
G7583	"b3044"	"G7583"
G6667	"b1331"	"G6667"
G6169	"b0299"	"G6169"
G0-10545		"G0-10545"
G0-10529		"G0-10529"
G7908	"b4294"	"G7908"
G7480	"b2860"	"G7480"
G6509	"b0988"	"G6509"
G6145	"b0274"	"G6145"
G0-10430	"b4516"	"G0-10430"
G7900	"b4278"	"G7900"
G7126	"b2089"	"G7126"
G6360	"b0656"	"G6360"
G6134	"b0259"	"G6134"
G0-10542		"G0-10542"
G7777	"b3558"	"G7777"
G7077	"b1997"	"G7077"
G6308	"b0552"	"G6308"
G6086	"b0022"	"G6086"
G0-10539		"G0-10539"
G7762	"b3445"	"G7762"
G7030	"b1894"	"G7030"
G6224	"b0373"	"G6224"
G0-16639	"b4711"	"G0-16639"
G0-10536		"G0-10536"
G7584	"b3045"	"G7584"
G6724	"b1403"	"G6724"
G6693	"b1370"	"G6693"
G6212	"b0360"	"G6212"
G0-10546		"G0-10546"
G0-10530		"G0-10530"
G7481	"b2861"	"G7481"
G6533	"b1026"	"G6533"
G6146	"b0275"	"G6146"
G0-10525		"G0-10525"
G7904	"b4623"	"G7904"
G7150	"b2192"	"G7150"
G6377	"b0705"	"G6377"
G6138	"b0264"	"G6138"
G0-10543		"G0-10543"
G7894	"b4272"	"G7894"
G7092	"b2030"	"G7092"
G6320	"b0572"	"G6320"
G6112	"b0228"	"G6112"
G0-10540		"G0-10540"
G7769	"b3505"	"G7769"
G7074	"b1994"	"G7074"
G6296	"b0540"	"G6296"
G6083	"b0016"	"G6083"
G0-10537		"G0-10537"
G7672	"b3218"	"G7672"
G6725	"b1404"	"G6725"
G6697	"b1374"	"G6697"
G6213	"b0361"	"G6213"
G0-16637	"b4710"	"G0-16637"
G0-10531		"G0-10531"
G7548	"b2982"	"G7548"
G6534	"b1027"	"G6534"
G6168	"b0298"	"G6168"
G0-10544		"G0-10544"
G0-10528		"G0-10528"
G7905	"b4284"	"G7905"
G7255	"b2394"	"G7255"
G6489	"b0949"	"G6489"
G6139	"b0265"	"G6139"
EG11750	"b3411"	"EG11750"
G7895	"b4273"	"G7895"
G7125	"b2088"	"G7125"
G6327	"b0582"	"G6327"
G6131	"b0256"	"G6131"
G0-10541		"G0-10541"
G7776	"b3557"	"G7776"
G7076	"b1996"	"G7076"
G6297	"b0541"	"G6297"
G6085	"b0021"	"G6085"
G0-10538		"G0-10538"
G7761	"b3444"	"G7761"
G7029	"b1893"	"G7029"
EG10293	"b0584"	"EG10293"
EG11714	"b3690"	"EG11714"
EG11008	"b0740"	"EG11008"
EG10302	"b0150"	"EG10302"
EG10155	"b2155"	"EG10155"
EG11727	"b3717"	"EG11727"
EG11010	"b0737"	"EG11010"
EG10169	"b2313"	"EG10169"
EG11035	"b0411"	"EG11035"
EG11007	"b0739"	"EG11007"
G0-8895	"b4414"	"G0-8895"
EG11410	"b4234"	"EG11410"
G7846	"b4181"	"G7846"
EG11196	"b3698"	"EG11196"
G7731	"b3379"	"G7731"
EG11134	"b1765"	"EG11134"
G7616	"b3102"	"G7616"
EG10846	"b3593"	"EG10846"
G7520	"b4465"	"G7520"
G7432	"b2766"	"G7432"
G7260	"b2419"	"G7260"
G7068	"b1983"	"G7068"
G6988	"b1802"	"G6988"
G6888	"b1648"	"G6888"
G6742	"b1431"	"G6742"
G6507	"b0986"	"G6507"
G6425	"b0822"	"G6425"
G6269	"b0493"	"G6269"
G6098	"b0190"	"G6098"
G0-16688	"b4723"	"G0-16688"
G0-10704		"G0-10704"
G0-10593	"b4601"	"G0-10593"
EG12850	"b2233"	"EG12850"
EG12323	"b2244"	"EG12323"
EG12110	"b1414"	"EG12110"
EG11936	"b4057"	"EG11936"
EG11764	"b3597"	"EG11764"
EG11581	"b0801"	"EG11581"
EG11360	"b3570"	"EG11360"
G7837	"b4149"	"G7837"
EG11188	"b3618"	"EG11188"
G7697	"b3280"	"G7697"
EG11125	"b1257"	"EG11125"
G7612	"b3098"	"G7612"
EG10412	"b3500"	"EG10412"
G7498	"b2879"	"G7498"
G7400	"b2672"	"G7400"
G7214	"b2343"	"G7214"
G7048	"b1955"	"G7048"
G6980	"b1794"	"G6980"
G6870	"b1626"	"G6870"
G6672	"b1340"	"G6672"
G6504	"b0983"	"G6504"
G6403	"b0786"	"G6403"
G6252	"b0457"	"G6252"
G0-9609	"b4425"	"G0-9609"
G0-16685	"b4722"	"G0-16685"
G0-10701		"G0-10701"
G0-10471	"b4558"	"G0-10471"
EG12708	"b0527"	"EG12708"
EG12290	"b3586"	"EG12290"
EG12097	"b2593"	"EG12097"
EG11922	"b4023"	"EG11922"
EG11735	"b1019"	"EG11735"
EG11542	"b0494"	"EG11542"
EG11524	"b0706"	"EG11524"
G7930	"b4333"	"G7930"
EG11309	"b1406"	"EG11309"
G7828	"b4126"	"G7828"
EG11182	"b3356"	"EG11182"
G7690	"b4472"	"G7690"
EG11117	"b1063"	"EG11117"
G7605	"b3086"	"G7605"
EG10266	"b3265"	"EG10266"
G7492	"b2873"	"G7492"
G7382	"b2647"	"G7382"
G7188	"b2294"	"G7188"
G7014	"b1841"	"G7014"
G6964	"b1777"	"G6964"
G6840	"b1582"	"G6840"
G6629	"b1202"	"G6629"
G6482	"b0940"	"G6482"
G6387	"b0718"	"G6387"
G6230	"b0387"	"G6230"
G0-8891	"b4595"	"G0-8891"
G0-16662	"b4760"	"G0-16662"
G0-10694	"b4704"	"G0-10694"
G0-10443	"b4518"	"G0-10443"
EG12444	"b1110"	"EG12444"
EG12269	"b3548"	"EG12269"
EG12005	"b2124"	"EG12005"
EG11894	"b2012"	"EG11894"
EG11719	"b3696"	"EG11719"
EG11515	"b3215"	"EG11515"
G7887	"b4257"	"G7887"
EG11267	"b3563"	"EG11267"
G7767	"b3472"	"G7767"
EG11166	"b3039"	"EG11166"
G7675	"b3221"	"G7675"
EG11099	"b0456"	"EG11099"
G7568	"b4469"	"G7568"
EG10021	"b4352"	"EG10021"
G7461	"b2833"	"G7461"
G7321	"b2513"	"G7321"
G7173	"b2266"	"G7173"
G6998	"b1820"	"G6998"
G6945	"b1750"	"G6945"
G6807	"b1520"	"G6807"
G6608	"b1168"	"G6608"
G6471	"b0916"	"G6471"
G6355	"b0648"	"G6355"
G6190	"b0325"	"G6190"
G0-16697		"G0-16697"
G0-16601	"b4717"	"G0-16601"
G0-10651	"b4685"	"G0-10651"
G0-10438	"b4512"	"G0-10438"
EG12379	"b1868"	"EG12379"
EG12256	"b3529"	"EG12256"
EG11970	"b3293"	"EG11970"
EG11855	"b3890"	"EG11855"
EG11690	"b3663"	"EG11690"
EG11467	"b3820"	"EG11467"
G7871	"b4216"	"G7871"
EG11251	"b1214"	"EG11251"
G7742	"b3399"	"G7742"
EG11157	"b2840"	"EG11157"
G7650	"b3156"	"G7650"
EG10951	"b4387"	"EG10951"
G7550	"b2984"	"G7550"
G7443	"b2777"	"G7443"
G7298	"b2475"	"G7298"
G7162	"b2249"	"G7162"
G6995	"b1811"	"G6995"
G6914	"b1688"	"G6914"
G6763	"b1452"	"G6763"
G6560	"b1068"	"G6560"
G6451	"b0866"	"G6451"
G6324	"b0579"	"G6324"
G6162	"b0291"	"G6162"
G0-16694		"G0-16694"
G0-10715	"b4705"	"G0-10715"
G0-10647	"b4680"	"G0-10647"
EG12875	"b0772"	"EG12875"
EG12342	"b4385"	"EG12342"
EG12224	"b3487"	"EG12224"
EG11943	"b4068"	"EG11943"
EG11832	"b3861"	"EG11832"
EG11645	"b1537"	"EG11645"
EG11436	"b4269"	"EG11436"
G7848	"b4183"	"G7848"
EG11201	"b3810"	"EG11201"
G7732	"b3380"	"G7732"
EG11137	"b1864"	"EG11137"
G7620	"b3106"	"G7620"
EG10847	"b3482"	"EG10847"
G7524	"b2948"	"G7524"
G7434	"b2768"	"G7434"
G7266	"b2431"	"G7266"
G7087	"b2007"	"G7087"
G6989	"b1803"	"G6989"
G6894	"b1664"	"G6894"
G6758	"b1447"	"G6758"
G6527	"b1018"	"G6527"
G6426	"b0823"	"G6426"
G6287	"b0518"	"G6287"
G6103	"b0219"	"G6103"
G0-16689	"b4724"	"G0-16689"
G0-10705		"G0-10705"
G0-10624		"G0-10624"
EG12851	"b0643"	"EG12851"
EG12329	"b0148"	"EG12329"
EG12139	"b2555"	"EG12139"
EG11937	"b4060"	"EG11937"
EG11776	"b0686"	"EG11776"
EG11592	"b0631"	"EG11592"
EG11383	"b3209"	"EG11383"
G7839	"b4158"	"G7839"
EG11468	"b3823"	"EG11468"
EG10999	"b0003"	"EG10999"
EG11192	"b3644"	"EG11192"
EG11000	"b0004"	"EG11000"
EG11277	"b0001"	"EG11277"
G7699	"b3283"	"G7699"
EG10991	"b3116"	"EG10991"
EG11126	"b1258"	"EG11126"
EG10549	"b2838"	"EG10549"
G7613	"b3099"	"G7613"
EG10207	"b0166"	"EG10207"
EG10208	"b2472"	"EG10208"
EG10433	"b3803"	"EG10433"
EG10205	"b2478"	"EG10205"
EG11337	"b2156"	"EG11337"
G7499	"b2880"	"G7499"
EG10551	"b2839"	"EG10551"
EG10209	"b3809"	"EG10209"
G7417	"b2736"	"G7417"
EG10206	"b0031"	"EG10206"
EG10093	"b3743"	"EG10093"
G7236	"b2373"	"G7236"
EG10095	"b4139"	"EG10095"
EG10091	"b3744"	"EG10091"
G7058	"b1970"	"G7058"
G6764	"b1453"	"G6764"
EG10768	"b0242"	"EG10768"
G6981	"b1795"	"G6981"
EG10769	"b0386"	"EG10769"
EG10767	"b0243"	"EG10767"
G6881	"b1641"	"G6881"
EG11286	"b3957"	"EG11286"
EG10134	"b0032"	"EG10134"
G6699	"b1376"	"G6699"
EG10069	"b4254"	"EG10069"
EG10066	"b3359"	"EG10066"
G6505	"b0984"	"G6505"
EG11628	"b0860"	"EG11628"
EG10063	"b2818"	"EG10063"
G6405	"b0788"	"G6405"
EG11624	"b0864"	"EG11624"
EG10135	"b0033"	"EG10135"
G6258	"b0482"	"G6258"
EG10070	"b3237"	"EG10070"
EG10067	"b0273"	"EG10067"
G26		"G26"
G6188	"b0323"	"G6188"
EG10064	"b3959"	"EG10064"
G0-16686	"b4720"	"G0-16686"
EG11626	"b0862"	"EG11626"
EG11223	"b3960"	"EG11223"
G0-10702		"G0-10702"
EG10072	"b2310"	"EG10072"
EG10068	"b3172"	"EG10068"
G0-10511	"b4502"	"G0-10511"
EG10065	"b3958"	"EG10065"
EG10088	"b3433"	"EG10088"
EG12710	"b1962"	"EG12710"
EG10550	"b4024"	"EG10550"
EG10590	"b3940"	"EG10590"
EG12291	"b3587"	"EG12291"
EG10998	"b0002"	"EG10998"
EG12104	"b2173"	"EG12104"
EG11743	"b1495"	"EG11743"
EG11548	"b1653"	"EG11548"
EG11526	"b1460"	"EG11526"
EG10082	"b0388"	"EG10082"
G7941	"b4353"	"G7941"
EG10077	"b3281"	"EG10077"
EG10074	"b3389"	"EG10074"
EG11315	"b3253"	"EG11315"
EG11234	"b1692"	"EG11234"
EG10078	"b2601"	"EG10078"
G7834	"b4144"	"G7834"
EG10075	"b2329"	"EG10075"
G7067	"b1981"	"G7067"
EG11184	"b3448"	"EG11184"
EG10081	"b3390"	"EG10081"
EG10076	"b1693"	"EG10076"
G7693	"b3257"	"G7693"
EG10073	"b0908"	"EG10073"
EG11121	"b1253"	"EG11121"
G7608	"b3090"	"G7608"
EG10307	"b3361"	"EG10307"
G7495	"b2876"	"G7495"
G7384	"b2649"	"G7384"
G7192	"b2300"	"G7192"
G7024	"b1874"	"G7024"
G6966	"b1780"	"G6966"
G6865	"b1614"	"G6865"
G6630	"b1213"	"G6630"
G6496	"b0961"	"G6496"
G6394	"b0753"	"G6394"
G6240	"b0426"	"G6240"
EG10386	"b0811"	"EG10386"
EG10383	"b3870"	"EG10383"
G0-9541	"b4487"	"G0-9541"
EG11411	"b0167"	"EG11411"
EG10387	"b3869"	"EG10387"
G0-16677	"b4700"	"G0-16677"
EG10384	"b2553"	"EG10384"
EG11625	"b0863"	"EG11625"
G0-10698		"G0-10698"
EG10388	"b0810"	"EG10388"
EG10385	"b3868"	"EG10385"
G0-10448	"b4527"	"G0-10448"
EG10389	"b0809"	"EG10389"
EG12704	"b2956"	"EG12704"
EG10531	"b0076"	"EG10531"
EG11577	"b0073"	"EG11577"
EG12273	"b3554"	"EG12273"
EG11280	"b0075"	"EG11280"
EG11575	"b0071"	"EG11575"
EG12016	"b2135"	"EG12016"
EG10540	"b3458"	"EG10540"
EG11576	"b0072"	"EG11576"
EG11916	"b3999"	"EG11916"
EG11226	"b0074"	"EG11226"
EG11722	"b3712"	"EG11722"
EG10502	"b3670"	"EG10502"
EG10499	"b0078"	"EG10499"
EG11516	"b1188"	"EG11516"
EG10495	"b3774"	"EG10495"
EG10547	"b0889"	"EG10547"
G7915	"b4303"	"G7915"
EG10538	"b3457"	"EG10538"
EG10503	"b3773"	"EG10503"
EG11292	"b3003"	"EG11292"
EG10500	"b0077"	"EG10500"
G7038	"b1919"	"G7038"
G7823	"b4110"	"G7823"
EG10496	"b3771"	"EG10496"
EG11270	"b3766"	"EG11270"
EG11173	"b3120"	"EG11173"
EG10493	"b3772"	"EG10493"
EG10539	"b3460"	"EG10539"
G7681	"b3233"	"G7681"
EG10501	"b3769"	"EG10501"
EG11275	"b3672"	"EG11275"
EG11108	"b0707"	"EG11108"
EG10494	"b3671"	"EG10494"
EG10541	"b3456"	"EG10541"
G7589	"b3051"	"G7589"
EG10083	"b0390"	"EG10083"
G7466	"b2846"	"G7466"
G7338	"b2544"	"G7338"
G7242	"b2379"	"G7242"
EG10001	"b4053"	"EG10001"
G7177	"b2270"	"G7177"
G0-9281		"G0-9281"
EG10107	"b3572"	"EG10107"
G7005	"b1832"	"G7005"
G7184	"b2290"	"G7184"
EG10497	"b3770"	"EG10497"
G6948	"b1753"	"G6948"
EG11269	"b2018"	"EG11269"
EG10450	"b2023"	"EG10450"
G6808	"b1522"	"G6808"
EG10447	"b2020"	"EG10447"
EG10444	"b2024"	"EG10444"
G6616	"b1179"	"G6616"
EG10451	"b2026"	"EG10451"
EG10448	"b2025"	"EG10448"
G6472	"b0917"	"G6472"
EG10445	"b2022"	"EG10445"
EG10449	"b2019"	"EG10449"
G6363	"b0660"	"G6363"
EG10446	"b2021"	"EG10446"
G6207	"b0354"	"G6207"
EG11024	"b1260"	"EG11024"
EG10080	"b1704"	"EG10080"
G0-16698		"G0-16698"
EG11028	"b1264"	"EG11028"
EG11025	"b1261"	"EG11025"
G0-16635		"G0-16635"
EG10617	"b3161"	"EG10617"
G0-10652	"b4679"	"G0-10652"
EG11029	"b4393"	"EG11029"
G0-10440	"b4514"	"G0-10440"
EG11026	"b1262"	"EG11026"
EG12391	"b1705"	"EG12391"
EG11006	"b3709"	"EG11006"
EG12262	"b3535"	"EG12262"
EG11274	"b1265"	"EG11274"
EG11995	"b2118"	"EG11995"
EG11027	"b1263"	"EG11027"
EG11860	"b3896"	"EG11860"
EG11712	"b3688"	"EG11712"
EG11472	"b3832"	"EG11472"
EG11041	"b1907"	"EG11041"
G7872	"b4217"	"G7872"
EG10079	"b0754"	"EG10079"
EG11261	"b0851"	"EG11261"
EG11271	"b2598"	"EG11271"
G7756	"b3439"	"G7756"
EG10084	"b0112"	"EG10084"
EG11161	"b2928"	"EG11161"
EG11039	"b2600"	"EG11039"
G7657	"b3190"	"G7657"
EG11040	"b4054"	"EG11040"
EG11084	"b0081"	"EG11084"
EG10707	"b2599"	"EG10707"
G7551	"b2985"	"G7551"
G7450	"b2792"	"G7450"
G7316	"b2505"	"G7316"
EG10192	"b2414"	"EG10192"
EG10193	"b2421"	"EG10193"
G6926	"b4494"	"G6926"
EG10184	"b1275"	"EG10184"
G7585	"b3046"	"G7585"
G6609	"b4491"	"G6609"
G7071	"b1987"	"G7071"
EG10187	"b3607"	"EG10187"
G6298	"b0542"	"G6298"
EG11986	"b4571"	"EG11986"
EG12732	"b3089"	"EG12732"
EG10945	"b4388"	"EG10945"
G7389	"b4462"	"G7389"
EG10946	"b0907"	"EG10946"
G8208	"b4499"	"G8208"
G0-10557	"b4578"	"G0-10557"
EG12142	"b2796"	"EG12142"
EG10944	"b2913"	"EG10944"
EG50008	"b4236"	"EG50008"
G6455	"b0870"	"G6455"
G7671	"b4569"	"G7671"
EG12238	"b3504"	"EG12238"
EG12661	"b0654"	"EG12661"
G6316	"b0562"	"G6316"
EG10404	"b3213"	"EG10404"
EG12051	"b2190"	"EG12051"
EG12662	"b0653"	"EG12662"
G7403	"b2681"	"G7403"
EG10405	"b4077"	"EG10405"
EG10372	"b1761"	"EG10372"
EG11780	"b4696"	"EG11780"
G8221	"b4488"	"G8221"
EG12663	"b0652"	"EG12663"
G7155	"b4500"	"G7155"
EG10406	"b3653"	"EG10406"
EG10403	"b3212"	"EG10403"
G0-10569	"b4576"	"G0-10569"
G7052	"b4496"	"G7052"
G6359	"b0655"	"G6359"
G0-10433	"b4505"	"G0-10433"
G7163	"b2250"	"G7163"
G7898	"b4575"	"G7898"
G6722	"b4492"	"G6722"
G6996	"b1815"	"G6996"
EG12261	"b3534"	"EG12261"
G7557	"b4658"	"G7557"
G6915	"b1689"	"G6915"
G6525	"b4490"	"G6525"
G7470	"b2850"	"G7470"
G6769	"b1462"	"G6769"
G6222	"b4580"	"G6222"
EG11927	"b4038"	"EG11927"
G6564	"b1104"	"G6564"
G7209	"b4661"	"G7209"
G0-10697		"G0-10697"
G6454	"b0869"	"G6454"
G8205	"b4493"	"G8205"
G7066	"b4497"	"G7066"
G6329	"b0600"	"G6329"
G6180	"b0310"	"G6180"
G0-16695		"G0-16695"
G0-10737	"b4707"	"G0-10737"
G0-10648	"b4675"	"G0-10648"
EG12365	"b3355"	"EG12365"
EG12248	"b3522"	"EG12248"
EG11661	"b1930"	"EG11661"
EG12042	"b2181"	"EG12042"
G0-10583	"b4586"	"G0-10583"
EG11951	"b4078"	"EG11951"
G6498	"b0964"	"G6498"
G6928	"b1722"	"G6928"
G7203	"b2332"	"G7203"
EG11839	"b3873"	"EG11839"
G7746	"b3407"	"G7746"
EG11696	"b3676"	"EG11696"
EG12201	"b2671"	"EG12201"
EG11651	"b0210"	"EG11651"
G6191	"b0326"	"G6191"
G6612	"b1172"	"G6612"
G6955	"b1760"	"G6955"
EG11445	"b2918"	"EG11445"
G7295	"b2466"	"G7295"
G7870	"b4215"	"G7870"
EG11142	"b2230"	"EG11142"
G7850	"b4185"	"G7850"
EG11793	"b2807"	"EG11793"
EG12395	"b0735"	"EG12395"
G6325	"b0580"	"G6325"
EG11214	"b4360"	"EG11214"
G6641	"b1289"	"G6641"
G6994	"b1810"	"G6994"
G7468	"b2848"	"G7468"
G7733	"b3381"	"G7733"
EG11323	"b2909"	"EG11323"
EG11876	"b3922"	"EG11876"
EG12443	"b2959"	"EG12443"
EG11139	"b1908"	"EG11139"
G6352	"b0645"	"G6352"
G6738	"b1423"	"G6738"
G7015	"b1843"	"G7015"
G7639	"b3144"	"G7639"
G7577	"b3027"	"G7577"
EG11607	"b1251"	"EG11607"
EG11931	"b4048"	"EG11931"
EG10849	"b0497"	"EG10849"
EG12842	"b0850"	"EG12842"
G6385	"b0716"	"G6385"
G6843	"b1585"	"G6843"
G7529	"b2953"	"G7529"
G7152	"b2225"	"G7152"
G7643	"b3148"	"G7643"
EG10334	"b3844"	"EG10334"
G7435	"b2769"	"G7435"
G7413	"b2710"	"G7413"
EG11660	"b1929"	"EG11660"
EG11328	"b2525"	"EG11328"
G7286	"b2456"	"G7286"
EG12450	"b2711"	"EG12450"
EG12025	"b2144"	"EG12025"
EG11492	"b4051"	"EG11492"
G7112	"b2073"	"G7112"
EG10172	"b1418"	"EG10172"
EG12868	"b1273"	"EG12868"
EG12697	"b2895"	"EG12697"
G6895	"b1667"	"G6895"
G6473	"b0919"	"G6473"
G6900	"b1672"	"G6900"
G7200	"b2325"	"G7200"
G6759	"b1448"	"G6759"
EG11379	"b0979"	"EG11379"
G7719	"b3354"	"G7719"
EG10173	"b0733"	"EG10173"
G6540	"b1034"	"G6540"
EG11380	"b0978"	"EG11380"
EG11695	"b3675"	"EG11695"
EG10174	"b0734"	"EG10174"
G6433	"b0833"	"G6433"
G6849	"b1591"	"G6849"
EG12171	"b4380"	"EG12171"
EG11560	"b0039"	"EG11560"
G6289	"b0520"	"G6289"
EG10318	"b0684"	"EG10318"
G6081	"b0005"	"G6081"
EG12656	"b3028"	"EG12656"
G6108	"b0224"	"G6108"
EG11799	"b2996"	"EG11799"
G6579	"b1122"	"G6579"
G6938	"b1742"	"G6938"
G0-16690	"b4725"	"G0-16690"
G7267	"b2432"	"G7267"
G7861	"b4199"	"G7861"
EG11136	"b1862"	"EG11136"
G0-10706		"G0-10706"
EG11824	"b3009"	"EG11824"
EG11763	"b3596"	"EG11763"
EG11012	"b1252"	"EG11012"
G0-10643	"b4678"	"G0-10643"
G7609	"b3095"	"G7609"
EG12374	"b3362"	"EG12374"
EG12244	"b3518"	"EG12244"
EG12859	"b1424"	"EG12859"
EG11562	"b0041"	"EG11562"
G6216	"b0364"	"G6216"
EG11563	"b0042"	"EG11563"
EG12336	"b0163"	"EG12336"
G6633	"b1248"	"G6633"
G6979	"b1793"	"G6979"
G7357	"b2618"	"G7357"
EG12159	"b0391"	"EG12159"
EG11287	"b2732"	"EG11287"
EG11830	"b3858"	"EG11830"
EG12422	"b0802"	"EG12422"
EG11938	"b4061"	"EG11938"
EG10257	"b1851"	"EG10257"
G6351	"b0644"	"G6351"
G6705	"b1383"	"G6705"
EG11806	"b1846"	"EG11806"
EG12215	"b3469"	"EG12215"
G7012	"b1839"	"G7012"
EG10104	"b3733"	"EG10104"
EG11603	"b3054"	"EG11603"
EG10101	"b3732"	"EG10101"
G7555	"b2998"	"G7555"
EG10098	"b3734"	"EG10098"
EG11400	"b3508"	"EG11400"
G377	"b1941"	"G377"
EG11537	"b1067"	"EG11537"
EG10105	"b3735"	"EG10105"
G7844	"b4176"	"G7844"
EG10102	"b3737"	"EG10102"
EG11903	"b3944"	"EG11903"
EG10099	"b3738"	"EG10099"
EG11195	"b3697"	"EG11195"
EG10106	"b3739"	"EG10106"
EG12605	"b0119"	"EG12605"
EG10103	"b3736"	"EG10103"
G7728	"b3376"	"G7728"
EG10100	"b3731"	"EG10100"
G6371	"b0682"	"G6371"
G7308	"b2491"	"G7308"
EG11133	"b1708"	"EG11133"
EG12362	"b2265"	"EG12362"
G6841	"b1583"	"G6841"
EG12067	"b2206"	"EG12067"
G7615	"b3101"	"G7615"
EG11858	"b3894"	"EG11858"
G7035	"b1904"	"G7035"
EG11532	"b2261"	"EG11532"
EG10780	"b1308"	"EG10780"
EG10644	"b1465"	"EG10644"
G7614	"b3100"	"G7614"
G7304	"b2487"	"G7304"
G7513	"b2900"	"G7513"
EG12061	"b2203"	"EG12061"
EG11659	"b1928"	"EG11659"
EG11815	"b0996"	"EG11815"
G7418	"b2737"	"G7418"
EG11460	"b2469"	"EG11460"
EG11999	"b2120"	"EG11999"
EG10640	"b1227"	"EG10640"
G7238	"b2375"	"G7238"
EG10393	"b2243"	"EG10393"
EG12865	"b1426"	"EG12865"
G7301	"b2484"	"G7301"
G7064	"b1978"	"G7064"
EG11950	"b4076"	"EG11950"
G6469	"b0906"	"G6469"
EG11804	"b2991"	"EG11804"
G6983	"b1797"	"G6983"
EG11229	"b1476"	"EG11229"
G6860	"b1604"	"G6860"
EG10579	"b2264"	"EG10579"
G6884	"b1644"	"G6884"
G7022	"b1872"	"G7022"
G7180	"b2273"	"G7180"
EG11947	"b4073"	"EG11947"
G6728	"b1409"	"G6728"
EG11800	"b2995"	"EG11800"
G7667	"b3207"	"G7667"
EG11150	"b2481"	"EG11150"
G6506	"b0985"	"G6506"
EG10485	"b2728"	"EG10485"
EG11662	"b1931"	"EG11662"
G6514	"b0993"	"G6514"
G6413	"b0804"	"G6413"
EG11911	"b3952"	"EG11911"
EG12119	"b1233"	"EG12119"
EG10648	"b1468"	"EG10648"
G6264	"b0488"	"G6264"
EG10234	"b0896"	"EG10234"
G0-16640	"b4715"	"G0-16640"
G7554	"b2997"	"G7554"
G6082	"b0011"	"G6082"
EG12437	"b2260"	"EG12437"
G6549	"b1044"	"G6549"
EG12068	"b2208"	"EG12068"
G0-16687	"b4721"	"G0-16687"
EG11859	"b3895"	"EG11859"
G6929	"b1724"	"G6929"
EG11551	"b2712"	"EG11551"
G0-10703		"G0-10703"
EG10645	"b1466"	"EG10645"
G7261	"b2420"	"G7261"
EG10028	"b0902"	"EG10028"
EG12843	"b0468"	"EG12843"
G7305	"b2488"	"G7305"
G7838	"b4157"	"G7838"
EG12062	"b2204"	"EG12062"
EG12309	"b4403"	"EG12309"
EG11856	"b3892"	"EG11856"
EG11127	"b1259"	"EG11127"
EG10641	"b1226"	"EG10641"
EG12106	"b0107"	"EG12106"
EG10400	"b3423"	"EG10400"
EG11749	"b0130"	"EG11749"
G7302	"b2485"	"G7302"
EG11935	"b4056"	"EG11935"
EG11805	"b2990"	"EG11805"
EG12225	"b3488"	"EG12225"
EG11282	"b2482"	"EG11282"
EG11744	"b1494"	"EG11744"
EG10638	"b1224"	"EG10638"
G6194	"b0329"	"G6194"
EG10391	"b2241"	"EG10391"
EG11571	"b0065"	"EG11571"
G7023	"b1873"	"G7023"
G6624	"b1195"	"G6624"
EG11948	"b4074"	"EG11948"
G7951	"b4377"	"G7951"
EG11801	"b2994"	"EG11801"
G6978	"b1792"	"G6978"
EG11227	"b1474"	"EG11227"
EG11345	"b1132"	"EG11345"
EG10486	"b2729"	"EG10486"
G7349	"b2583"	"G7349"
G6515	"b0994"	"G6515"
G7835	"b4145"	"G7835"
EG11945	"b4071"	"EG11945"
G8202	"b0013"	"G8202"
EG11781	"b4070"	"EG11781"
EG11187	"b3594"	"EG11187"
EG10653	"b3365"	"EG10653"
EG11155	"b2824"	"EG11155"
EG10284	"b3891"	"EG10284"
G7696	"b3279"	"G7696"
G7826	"b4124"	"G7826"
EG11807	"b1847"	"EG11807"
EG12615	"b0995"	"EG12615"
EG11122	"b1254"	"EG11122"
EG11880	"b3930"	"EG11880"
EG12421	"b0803"	"EG12421"
EG11552	"b2713"	"EG11552"
G7611	"b3097"	"G7611"
EG10646	"b1222"	"EG10646"
G6331	"b0602"	"G6331"
EG10232	"b0894"	"EG10232"
EG10395	"b3425"	"EG10395"
G7306	"b2489"	"G7306"
G6668	"b1332"	"G6668"
EG12064	"b2205"	"EG12064"
G7497	"b2878"	"G7497"
EG11857	"b3893"	"EG11857"
