This file contains columns C, BY, BZ, and CA from Supplementary Data 7 of Covert et al. 2004. “Integrating high-throughput and computational data elucidates bacterial networks”. Nature. May 2004.			
			
	WT -- aerobic		
			
Accession	ec_aer_wild_O_a	ec_aer_wild_O_b	ec_aer_wild_O_c
b3469	941.4	1057.57	1043.96
	568.458	496.054	436.521
b3470	525.085	485.139	390.39
	147.895	142.205	168.302
b3471	378.824	354.631	219.377
b3472	1297.19	1570.59	967.003
b3473	342.677	448.636	207.278
	70.3476	61.8642	70.0874
b3474	337.771	313.647	202.931
	317.546	215.771	171.666
b3475	598.777	555.813	519.059
	179.448	108.673	143.052
b3476	297.29	271.973	241.33
b3477	1042.54	1068.31	993.404
b3478	230.563	242.342	223.395
b3479	667.1	747.098	612.532
b3480	373.691	422.734	337.117
b3481	352.332	349.615	304.63
	36.2611	27.8734	38.0964
b3482	40.9153	48.921	37.8345
b3483	43.1381	58.4962	48.1285
	218.687	188.29	180.347
b3484	38.4007	41.4726	33.8653
	61.8964	58.8534	61.207
b3485	763.13	732.295	684.718
b3486	605.871	523.387	481.424
	330.797	266.93	326.713
b3487	1900.09	1883.91	2005.32
	1665.17	1539.51	1558.1
b3488	53.1715	56.3857	73.7868
	79.9354	87.9541	74.1769
b3489	42.1044	33.4522	34.296
b3490	64.4422	60.57	72.4884
	85.1907	72.2829	67.3693
b3491	142.317	130.741	135.039
	124.769	95.4404	114.784
b3492	399.205	407.023	405.847
	589.102	410.594	455.967
b3493	1412.24	1176	1123.27
	2427.99	1945.69	2009.62
b3494	624.941	469.704	438.826
	51.1979	66.8091	57.4426
b3495	6046.1	5253.03	5001.81
	26.3215	29.4641	10.8744
b3496	506.596	482.675	423.157
	269.606	206.184	172.756
b3497	1798.16	1872.29	1609.22
b3498	905.919	782.884	756.301
	106.242	89.219	104.011
b3499	669.718	617.495	571.966
	538.062	355.11	264.094
b3500	1692.23	1418.23	1385.41
	284.619	310.547	232.734
b3501	587.723	577.288	505.097
	28.0427	33.7265	30.7997
b3502	368.317	361.524	218.751
b3503	330.297	327.04	250.203
	3.8733	4.16378	1.89805
b3504	35.3318	37.0183	25.4769
	19.3933	20.8734	16.7597
	133.933	123.034	124.802
b3506	1419.2	1333.43	535.63
	245.62	195.852	98.7441
b3507	142.328	132.522	62.0839
	479.288	219.115	281.251
b3508	300.673	276.161	183.387
	368.838	310.68	211.745
b3509	4857.19	5193.17	4363.56
	4182.76	3775.18	2966.22
b3510	5374.36	5626.54	5217.71
	153.111	122.449	118.578
b3511	1780.09	1719.2	1312.21
	1431.04	1156.85	908.51
b3512	1115.09	1087.06	821.35
	790.261	693.824	571.152
b3513	427.167	400.891	352.876
b3514	193.132	190.088	182.615
	97.3912	93.2723	93.9784
b3515	668.299	538.085	488.668
	831.822	624.201	613.116
b3516	1362.8	1312.81	1323.99
	183.26	164.599	168.14
b3517	1434.93	1317.08	902.009
	33.9019	35.3203	28.0208
b3518	607.337	637.54	589.35
	113.549	111.207	94.5285
b3519	1182.44	1348.31	1416.05
	113.79	94.4877	111.449
b3520	368.025	391.243	407.879
	73.3418	64.9902	93.6115
b3521	337.018	313.973	330.47
	846.881	852.471	918.424
b3522	654.274	596.668	547.814
	24.8101	22.6904	24.7102
b3523	2178.2	1604.21	1714.15
	319.121	225.831	203.205
b3524	219.329	232.089	260.791
	29.0118	39.0645	40.8048
b3525	297.156	303.732	277.044
	59.1377	49.399	61.5029
b3526	261.601	256.551	259.159
	66.4477	68.7357	65.0841
b3527	686.092	604.326	482.511
	226.703	216.582	234.442
b3528	397.452	317.443	322.732
	349.632	290.973	228.545
b3529	702.968	722.875	663.766
	212.949	205.585	233.166
b3530	363.3	322.972	300.099
b3531	208.257	190.527	178.698
b3532	171.201	144.898	132.778
b3533	462.993	482.2	383.808
b3534	215.133	189.486	169.268
	1343.32	1287.15	1429.76
b3535	978.606	898.928	749.93
	630.205	553.81	620.504
b3536	687.727	611.342	421.15
b3537	639.427	561.385	440.187
b3538	327.162	296.985	246.279
	154.496	167.242	171.603
b3539	154.653	142.996	98.7378
	251.45	187.462	190.571
b3540	1002.04	969.203	782.286
b3541	1298.59	1340.99	1244.09
b3542	1416.02	1376	1315.14
b3543	1036.39	935.89	872.828
	1236.03	1010.43	1055.2
b3544	2624.29	2413.44	2807.23
	12.1735	20.0873	13.0144
b3545	236.739	154.232	232.304
	366.858	465.474	512.985
b3546	285.124	309.085	290.785
	110.136	81.5679	98.9624
b3547	49.9518	52.7564	47.4302
	84.6065	60.6299	63.3278
b3548	750.247	699.862	680.141
	640.154	545.118	440.207
b3549	743.215	644.97	648.64
b3550	660.648	682.804	684.548
b3551	527.46	483.038	523.916
	186.807	177.278	237.717
	226.508	177.021	141.496
b3552	408.514	441.229	487.246
	53.5303	57.0178	54.3477
b3553	1302.75	1029.86	1145.74
	92.6547	61.046	64.8813
b3554	1400.51	1217.92	1201.7
	50.0967	51.5818	62.7457
b3555	1629.57	1641.31	1686.45
	3325.15	3465.87	3137.75
b3556	1826.22	1776.19	1978.07
	27.9964	27.6555	13.5142
b3557	125.182	149.537	137.488
b3558	39.0231	50.0778	77.8085
	429.676	289.51	169.558
b3559	2437.02	1967.57	1830.07
b3560	1896.93	1561.3	1354.78
	134.209	119.303	127.622
b3561	107.639	107.104	111.284
	80.6358	107.762	128.771
b3562	74.6798	89.7025	58.7151
	-1.95175	-3.43086	0.686881
b3563	13.1102	16.7817	10.8098
	3.85791	4.65222	5.04523
b3564	142.097	141.341	133.717
	299.289	264.986	274.977
b3565	632.721	627.008	527.188
	176.949	171.991	209.178
b3566	73.9112	65.03	50.524
	2516.75	2295.41	2144.74
b3567	60.0603	68.5679	79.6845
b3568	167.279	181.027	138.088
	344.709	273.567	259.46
b3569	146.97	147.822	79.9406
	344.062	309.194	292.868
b3570	883.686	952.798	638.124
	157.308	144.377	156.119
b3571	311.826	351.796	205.285
	57.1822	51.2895	44.1181
b3572	1483.07	1542.62	1277.5
	126.997	106.339	142.843
b3573	482.565	609.2	453.832
	183.461	124.576	128.773
b3574	595.566	463.78	535.811
	88.3415	82.1279	73.7498
b3575	368.705	359.804	277.637
b3576	33.9505	35.3507	36.6729
	77.9099	89.3336	109.213
b3577	89.4824	120.633	118.001
b3578	311.183	251.362	218.643
b3579	102.859	123.033	113.956
b3580	247.749	278.652	285.609
b3581	157.796	193.371	186.409
b3582	700.451	784.565	643.111
b3583	338.503	373.701	328.772
	103.251	143.239	139.288
b3584	117.714	113.331	110.253
	36.9865	54.9077	46.6505
b3585	181.091	165.376	231.229
b3586	92.1646	91.0274	98.0329
	29.5231	36.6655	33.898
b3587	40.8531	56.4158	53.4307
	7.85082	5.1997	13.3248
b3588	783.509	829.173	824.546
	13.7915	26.1231	33.7771
b3589	1147.74	1346.91	1483.56
	14.3896	5.52102	8.51684
b3590	590.793	574.241	604.37
b3591	1589.85	1483.46	1444.24
	309.883	286.243	335.848
b3592	817.734	631.494	634.465
	33.8089	30.513	28.0745
b3593	153.477	168.953	165.693
b3594	194.395	204.085	186.437
	71.5095	93.8536	120.79
b3595	36.6141	34.5816	20.2263
	21.9983	12.9574	20.2915
b3596	13.6934	10.1977	11.7425
	76.3835	65.8794	61.2435
b3597	710.794	688.267	494.608
b3598	338.964	337.085	275.735
	206.188	180.651	173.003
b3599	853.584	773.207	661.741
	21.4329	8.80492	13.4287
b3600	795.094	593.702	584.234
b3601	1057.86	933.631	817.447
	69.0138	35.5314	38.7204
b3602	1160.34	1017.06	1097.99
	249.759	203.701	196.299
b3603	211.176	180.735	158.851
b3604	478.724	495.371	438.715
b3605	727.679	639.872	418.535
	340.614	229.949	262.204
b3606	590.034	634.389	382.552
	460.59	273.405	335.289
b3607	1498.48	1476.45	1208.57
	1376.29	1174.1	830.927
b3608	2030.46	2246.86	1966.54
b3609	2249.3	2113.81	1783.13
	3003.5	2544.31	2123.3
b3610	3198.7	3355.5	3511.45
	2877.58	2427.19	2445.83
b3611	2581.97	2541.3	2555.56
	111.249	107.925	115.343
b3612	1667.32	1682.01	1834.87
b3613	699.545	731.568	664.427
	569.521	414.326	388.468
b3614	223.231	209.035	181.14
b3615	147.895	140.14	173.058
	43.6288	44.1063	29.1769
	18.3735	15.3734	17.487
b3616	926.155	916.508	962.912
b3617	919.654	909.745	908.011
	187.402	143.712	143.986
b3618	289.236	258.617	224.679
	111.501	106.686	101.671
b3619	2306.7	2197.23	2314.69
b3620	1459.15	1294.5	1204.25
b3621	1086.58	948.115	1041.26
b3622	819.537	640.813	692.526
	135.482	108.399	64.6438
b3623	603.339	535.75	459.703
	209.683	154.44	121.415
b3624	350.437	254.483	294.06
	586.518	420.456	445.44
b3625	868.707	720.682	780.163
b3626	642.756	578.056	544.295
	98.8235	65.0141	73.1214
b3627	710.793	611.927	574.343
b3628	481.66	368.155	395.15
b3629	401.337	337.967	309.795
	75.6226	65.7643	68.0359
b3630	434.933	387.303	390.559
b3631	972.946	805.957	753.456
b3632	762.897	644.995	586.184
	234.648	241.384	206.052
b3633	1098.15	974.432	920.325
b3634	780.01	721.065	577.592
	197.212	106.28	181.533
b3635	414.067	417.307	366.86
	254.978	243.781	217.92
b3636	6506.13	5538.77	5793.13
b3637	6213.15	5159.6	5282.46
	5221.69	4601.78	4767.9
b3638	104.94	109.624	100.367
	216.513	138.884	145.474
b3639	1627.59	1469.68	1500.91
b3640	1199.67	856.717	679.627
	1879.13	1371.42	1337.86
b3641	1154.45	1008.99	757.796
	229.971	224.591	267.516
b3642	937.536	1120.59	724.935
	1003.39	876.663	799.962
b3643	884.638	927.513	752.776
	28.0803	29.0745	28.4628
b3644	1512.22	1619.2	1253.65
	74.2621	72.8766	66.7078
b3645	346.799	399.477	282.008
	11.9651	8.69573	17.1215
b3646	73.4258	79.4271	67.6043
b3647	30.0832	38.5369	32.8757
	629.958	536.971	494.045
	211.631	146.945	173.036
b3648	2075.27	2069.52	2034.19
	1910.89	1880.4	1710.02
b3649	2900.19	3102.13	3281.24
b3650	1471.33	1443.89	1488.02
b3651	992.148	990.264	996.9
b3652	373.563	436.367	403.353
	45.5383	42.5971	46.3207
b3653	384.242	324.279	333.255
	232.43	192.161	198.726
b3654	1092.21	927.689	879.635
	336.945	335.84	307.746
b3655	569.92	505.049	494.746
	135.125	125.443	119.866
b3656	350.309	393.213	357.016
b3657	636.258	700.126	608.37
	52.0199	57.4888	62.7399
b3658	1201.79	887.604	956.954
	35.3963	41.6011	25.9552
b3659	1050.88	1217.59	1028.26
	268.063	290.766	257.095
b3660	235.225	196.443	237.116
	122.679	128.985	107.651
b3661	1889.92	1836.65	2138.46
	25.6308	21.4057	28.06
b3662	219.86	206.013	220.18
	137.043	112.168	108.443
b3663	260.529	261.537	259.328
b3664	517.648	527.838	515.3
	56.141	45.1269	50.6467
b3665	59.4171	50.0506	59.5532
	148.15	126.23	118.025
b3666	86.8193	86.1226	75.8921
	34.4647	31.995	29.3644
b3667	663.504	608.836	565.888
b3668	345.877	325.545	318.619
b3669	980.955	857.397	812.357
	413.181	316.875	354.291
b3670	1770.64	1434.03	1427.26
b3671	2407.55	1939.94	1700.23
b3672	4623.35	4589.18	4605.6
	29.0227	35.3805	43.0411
b3673	291.589	275.18	230.394
	85.8087	71.1801	55.0134
b3674	65.5457	66.5867	68.9141
b3675	512.315	442.846	378.848
b3676	974.295	1134	860.507
	454.41	462.238	547.726
b3677	299.231	324.504	257.519
	147.022	147.325	147.98
b3678	146.513	131.507	95.6103
b3679	178.602	208.649	128.922
	348.807	443.653	351.345
b3680	142.378	181.813	135.922
	93.1052	86.0539	79.1329
b3681	274.745	297.67	196.653
b3682	77.6989	71.5785	49.8527
b3683	217.202	204.186	149.37
	82.666	89.0264	79.3304
b3684	89.2074	107.414	79.8231
b3685	417.042	417.279	372.51
	142.625	129.985	143.936
	17.7918	19.5148	12.0765
b3686	243.487	237.501	272.064
	174.247	134.956	120.442
b3687	1060.48	908.298	992.318
	1050.08	943.671	1036.02
b3688	1194.73	1210.46	1283.87
	7.65896	5.58552	3.65987
b3689	442.44	461.122	494.823
	24.1323	27.6452	26.2755
b3690	136.313	169.11	178.155
b3691	424.262	459.701	378.034
	92.2702	94.0437	90.8299
	70.0463	57.9705	74.1493
b3692	179.246	211.143	181.938
b3693	117.604	95.8891	78.5252
b3694	637.405	769.523	792.45
b3695	228.77	241.775	266.007
	122.848	110.958	126.169
b3696	181.836	168.477	181.544
b3697	994.965	909.169	974.298
	93.5535	78.6005	56.9512
	207.126	168.882	123.453
b3698	922.781	953.441	1040.48
	324.067	276.772	214.578
b3699	1104.44	1006.46	1063.58
b3700	1066.74	1111.57	1075.08
b3701	1408.06	1267.87	1253.25
b3702	1478.59	1479.09	1551.89
	169.546	142.612	154.938
b3703	4407.01	3812.56	3774.93
b3704	2757.28	2389.18	2242.2
	4235.2	3366.81	3188.11
b3705	1071.96	803.935	762.635
	669.929	586.649	592.775
b3706	1336.34	1315.55	1051.52
	143.007	156.258	144.755
b3707	163.19	168.867	142.298
	28.1793	18.9715	18.9146
b3708	62.5608	49.5098	23.7491
	22.0637	22.0457	16.6549
b3709	130.062	117.312	99.6363
	75.2619	59.0389	62.7726
b3710	224.044	225.294	189.732
b3711	143.028	96.3773	84.813
	92.1654	67.0991	71.4202
b3712	708.513	713.389	662.179
b3713	701.057	616.951	447.635
	144.26	126.011	112.49
b3714	704.815	591.365	501.844
	49.7671	39.1619	33.5743
b3715	483.053	433.608	357.62
	37.512	39.4921	49.2361
b3716	169.277	133.054	82.8131
	220.986	227.086	240.483
b3717	303.133	321.167	222.148
	81.8843	59.4917	60.5601
b3718	74.5505	86.971	60.4842
	73.6444	71.4987	53.6671
b3719	175.82	146.7	117.45
b3720	50.0891	59.3885	59.4636
	145.266	162.852	192.42
b3721	198.558	250.682	136.553
b3722	69.5208	96.3464	64.1665
	158.524	189.762	204.068
b3723	126.895	157.215	165.412
	17.0503	20.4136	19.2385
b3724	432.069	366.439	432.774
b3725	1559.79	1506.09	1570.89
	477.5	409.534	515.694
b3726	673.574	611.16	660.373
b3727	1385.31	1307.1	1284.98
	170.171	157.46	176.163
b3728	1290.18	1097.6	1209.93
	172.029	133.75	164.038
b3729	1852.54	1785.92	1888.77
	2162.07	2050.71	2035.06
b3730	2766.8	2968.52	3012.44
	495.473	431.793	431.777
b3731	2321.52	1896.03	2195.03
b3732	3476.82	2993.24	3277.35
b3733	5087.96	4724.2	5001.2
	1657.41	1503.08	1453.37
b3734	5396.44	4811.41	5098.96
b3735	8220.01	7142.87	7806.37
b3736	6656.55	5890.63	6037.14
	2830.36	2404.86	2807.17
b3737	7017.8	5737.62	6123.59
b3738	4736.34	3919.2	4175.73
b3739	3794.06	3548.22	3682.59
	170.904	145.357	167.218
b3740	415.117	287.647	287.733
	969.364	861.757	931.462
b3741	632.629	485.271	482.974
	529.673	466.52	466.734
b3742	2114.65	2074.35	1956.46
	123.498	94.8044	112.813
b3743	259.492	216.688	174.35
	324.388	279.412	268.279
b3744	611.538	510.832	474.772
	219.258	156.874	164.356
b3745	531.406	485.587	420.333
	318.704	285.267	308.249
b3746	558.21	452.963	414.645
	67.8566	57.4195	61.0328
b3747	310.813	246.557	217.838
	544.628	547.839	489.859
b3748	1346.89	1656.06	1574.09
b3749	544.972	610.832	430.735
b3750	946.163	946.688	800.571
b3751	1936.32	2369.84	2162.48
	866.88	635.179	431.595
b3752	1215.07	1333.9	1128.22
b3753	306.006	328.738	303.943
b3754	101.418	124.994	107.368
	3570.43	2857.31	2422.61
b3755	662.014	663.514	544.472
	283.164	238.52	246.597
b3756	4283.36	8406.66	8554.72
	4210.83	2772.94	3264.55
b3757	7392.24	5211.07	6156.03
	7715.86	6233.03	6281.93
b3758	5351.88	5628.67	5769.96
	5365.37	4809.46	4887.56
b3759	8219.48	8728.83	8601.22
	2602.97	2239.32	1936.18
b3760	5410.54	4198.17	4311.76
b3761	1580.21	1220.36	1210.17
	58.1514	35.5218	33.2495
b3762	161.146	136.04	141.834
b3763	631.053	576.289	548.067
	202.454	178.065	154.019
b3764	1749.81	1380.56	1614.23
	2417.03	2121.7	2234.28
b3765	295.109	271.124	254.545
	255.906	163.117	191.198
b3766	5113.98	5107.66	6305.98
	5169.28	4108.79	3991.21
b3767	3471.39	3304.03	3597.38
b3769	1744.91	1701.9	1565.94
b3770	3607.42	3667.19	3667.56
	2143.73	1621.26	1398.08
b3771	1653.9	1510.24	1492.71
b3772	1110.07	955.894	922.69
	228.148	145.509	140.013
b3773	521.974	528.313	571.687
	77.2195	91.0382	90.8106
b3774	7124.36	6650.42	7131.52
	51.2327	42.3764	48.6165
b3775	1022.71	1025.34	1081.15
	221.276	197.71	220.509
b3776	256.985	271.597	313.357
b3777	218.047	214.503	245.803
	1520.34	1156.44	1222.03
b3778	526.125	517.786	583.431
	681.547	490.117	464.761
b3779	543.356	484.198	465.201
	2185.34	1742.12	1630.22
b3780	2081.1	1805.15	1796.74
	318.054	235.514	219.052
b3781	2831.03	2638.01	3099.77
	1631.14	1314.01	1156.53
b3782	5215.69	4741.9	4706.61
	4813.94	3677.51	3857.53
b3783	2110.34	1917.39	1978.47
	751.914	611.916	612.545
b3784	803.36	633.826	493.027
b3785	891.034	703.882	696.462
b3786	1306.81	1160.43	1013.93
b3787	1126.88	1000.19	886.699
b3788	850.447	676.172	628.714
b3789	797.804	698.794	632.294
	288.002	253.941	278.31
b3790	648.507	787.15	662.721
b3791	548.496	526.212	441.34
b3792	476.85	509.343	408.546
b3793	575.35	569.418	545.89
b3794	333.675	313.617	306.879
	478.451	453.041	486.142
b3795	1264.08	1438.76	1201.95
	761.638	566.737	578.336
b3796	2060.86	1739.39	1358.12
	2741.37	2670.23	2710.93
b3797	5542.85	4825.52	4391.89
b3798	3090.05	2952.29	2741.71
	4030.9	2441.04	2021.94
b3799	425.659	210.661	285.245
	36.4807	48.1756	47.2092
b3800	41.0994	57.7007	28.913
	2612.99	2912.31	2831.73
b3801	320.325	347.167	351.894
	16.6319	19.9762	20.3557
b3802	701.04	762.871	693.952
b3803	1311.85	1343.35	1305.63
b3804	1336.03	1343.33	1334.47
b3805	1217.69	1290.69	1233.87
	114.607	80.5579	90.8629
b3806	722.777	627.85	691.295
	437.5	312.251	293.633
b3807	1202.65	1321.36	1398.42
b3808	221.406	243.416	262
	237.002	230.527	257.665
	1661.48	1410.07	1422.87
b3809	2452.75	2612.49	2730.84
b3810	1171.66	1083.61	1100.59
b3811	1426.71	1266.93	1242.3
b3812	1085.41	945.361	1006.54
	449.547	335.817	302.232
b3813	635.412	701.139	759.693
	479.435	429.068	424.655
b3814	107.325	122.057	136.285
b3815	256.057	289.382	316.345
	64.8961	74.5088	78.2304
b3816	516.128	435.116	480.104
	225.669	193.294	190.538
b3817	34.32	35.4835	38.3914
b3818	82.6725	38.9642	45.79
	49.3062	47.0722	49.236
b3819	256.757	194.915	212.905
	35.3764	52.2345	39.9268
b3820	897.047	852.601	824.518
	101.415	80.3348	70.7046
b3821	929.244	890.961	953.288
	105.449	78.5381	64.7982
b3822	675.736	705.706	702.372
	631.958	498.725	475.492
b3823	355.44	259.005	251.891
	496.469	393.723	394.041
b3824	447.345	342.871	251.07
	234.853	230.313	245.589
b3825	699.259	581.709	489.307
	1337.49	942.876	878.38
b3826	939.032	759.559	569.253
	139.958	80.5667	68.157
b3827	544.126	570.201	457.096
b3828	790.589	601.855	524.948
	5821.44	4858.31	5063.75
	128.461	132.336	126.877
b3829	5872.57	4504.13	4713.01
b3830	725.741	729.71	814.091
	1311.49	982.574	938.693
	87.9173	70.8022	83.0502
b3831	1351.65	1411.27	1126.67
	98.1054	80.7166	69.1921
b3832	516.458	608.224	451.317
	343.484	235.806	147.871
b3833	1366.24	1296.83	1208.35
b3834	1140.87	1087.33	954.178
b3835	799.397	711.705	672.026
	1048.28	1021.71	1128.37
b3836	1955.26	2089.19	1632.13
b3837	1247.75	1200.99	911.415
b3838	1764.38	1725.67	1764.6
b3839	728.372	643.167	602.551
b3840	575.488	599.124	637.646
b3841	620.601	703.875	687.584
b3842	574.333	552.559	601.37
	513.402	410.565	413.869
	297.791	215.87	243.848
b3843	1425.79	1318.31	1361.6
	3336.98	2705.35	2600.72
b3844	1479.7	1354.32	1451.99
	765.087	708.805	703.512
b3845	839.421	961.022	778.151
b3846	302.629	230.984	269.084
	152.071	94.8419	120.316
b3847	1573.1	1272.48	1413.38
b3848	934.214	871.174	884.059
	725.675	664.625	766.406
b3849	598.611	535.797	543.318
	1946.84	1498.08	1237.57
b3850	1237.68	1084.95	1076.02
	8471.07	6990.14	7098.41
b3851	4534.08	9298.21	9409.96
	2179.85	1499.9	1314.78
b3852	4833.23	4308.67	4107.73
	737.451	526.182	355.814
b3853	2958.62	3225.6	3436.11
	7273.29	6567.02	5967.14
b3854	6342.15	6628.72	6286.21
	4954.53	5053.71	5353.36
b3855	9309.83	8432.82	8397.99
	119.246	117.106	97.8043
b3856	321.335	297.683	321.284
b3857	363.444	323.4	339.36
	355.415	333.249	347.684
b3858	1745.51	1486.29	1572.2
	592.189	439.57	396.469
b3859	1240.31	1063.9	1075.6
b3860	1846.25	1426.67	1439.1
	151.03	142.31	115.578
b3861	156.131	179.076	167.8
	81.0937	74.5108	79.7184
b3862	165.421	139.887	167.048
	108.503	72.2242	69.5246
b3863	953.151	773.202	826.953
	230.669	125.707	114.657
b3864	696.625	538.071	1492.16
	115.834	116.95	100.752
b3865	1429.48	1327.52	1179.19
	207.974	157.129	159.095
b3866	1187.47	1025.54	1012.29
	671.065	444.818	453.912
b3867	741.454	575.48	533.764
	329.441	281.242	344.192
b3868	936.643	815.285	672.891
b3869	1218.33	943.861	797.28
	1643.76	1371.93	1546.52
b3870	2749.09	2245.08	2282
	1238.43	1201.56	1412.73
b3871	2077.85	1721.25	1472.33
	14.8064	21.4849	32.2767
b3872	109.403	80.2434	71.8095
b3873	85.7731	76.7121	65.0049
	10.2887	9.74949	10.5621
b3874	762.661	907.635	613.656
	45.5218	55.929	57.2395
b3875	104.252	106.973	105.366
b3876	53.5819	50.9715	43.2804
	145.276	192.431	173.253
b3877	268.976	283.878	239.663
b3878	196.582	233.16	196.232
	14.523	16.5431	17.0065
b3879	150.053	250.571	231.583
	32.8687	26.7393	32.2956
b3880	140.591	217.671	218.577
b3881	468.251	560.301	476.184
b3882	1147.28	1472.64	1264.05
	128.304	111.011	135.239
b3883	110.131	126.366	121.254
b3884	402.174	349.227	380.44
	164.59	155	150.533
b3885	1285.42	1105.53	1250.6
b3886	422.587	364.925	371.988
b3887	1631.63	1625	1646.67
b3888	741.918	741.232	697.226
	13.2486	16.9551	19.3126
b3889	102.529	116.211	123.109
	21.5334	20.4568	19.698
b3890	183.496	189.711	198.431
	190.393	180.044	160.852
b3891	613.863	566.878	650.269
b3892	942.673	954.024	958.734
b3893	419.749	369.019	414.731
b3894	375.004	308.433	352.854
	1243.43	1236.37	1216.2
b3895	763.494	704.426	773.249
	5.37007	0.163922	-2.85113
b3896	23.7425	14.0208	28.4476
	207.538	242.416	265.725
b3897	656.925	588.27	584.745
b3898	164.752	171.508	125.905
b3899	399.156	383.119	344.439
b3900	210.832	198.531	256.398
	4.98858	8.11065	4.36192
b3901	111.039	135.691	122.53
b3902	496.749	532.923	421.005
	85.567	99.3633	82.6182
b3903	630.29	613.025	440.293
b3904	306.478	291.7	161.209
	199.11	199.001	255.822
b3905	401.721	395.458	355.74
b3906	371.42	350.144	332.854
b3907	434.461	530.904	293.16
	57.4944	46.0675	41.0116
	174.207	183.234	146.92
b3908	4944.48	3948.11	3872.43
	516.744	315.993	447.295
b3909	191.55	229.382	231.247
	154.538	94.6469	123.786
b3910	435.019	405.371	359.223
	177.078	78.962	124.168
b3911	523.96	454.288	485.729
b3912	1352.03	1177.77	1091.01
	202.16	150.98	161.448
b3913	778.433	661.056	674.19
b3914	638.969	635.394	687.81
	459.321	358.743	496.982
b3915	1380.84	1414.68	1246.37
	2291.88	1741.86	1363.89
b3916	1809.8	1717.67	1860.19
	139.832	122.341	115.394
b3917	1111.91	1214.21	1304.74
	50.4749	35.0858	16.0462
b3918	501.544	507.242	474.408
	244.866	183.879	176.936
b3919	2931.1	2995.74	3274.39
	1456.83	1488.76	1001.66
b3920	585.044	559.25	599.333
	65.3351	61.3411	74.1835
b3921	598.976	598.671	590.812
	112.447	91.3952	50.6907
b3922	1024.56	899.169	892.906
b3923	1167.82	919.232	937.065
	81.8758	78.8058	74.8914
b3924	773.563	679.149	765.523
	178.884	149.651	145.626
b3925	895.262	857.414	773.236
	138.935	120.749	113.94
b3926	212.213	235.388	252.029
b3927	213.576	216.741	209.106
	123.735	81.5826	92.9742
b3928	2174.79	2284.26	2612.69
	150.06	122.069	125.883
b3929	1672.53	1669.06	1713.1
	1170.59	1115.33	1158.03
b3930	1336.68	1621.46	1594.95
	185.987	189.127	228.104
b3931	1696.79	1445.02	1614.72
b3932	2582.8	2342.32	2325.32
	760.464	590.325	408.636
b3933	1149.71	1076.76	1055.81
	609.851	506.961	516.118
b3934	737.773	618.797	635.598
	187.832	150.441	141.725
b3935	297.643	255.806	261.561
	222.182	193.138	181.322
b3936	4325.27	4033.68	4113.9
	102.2	93.5814	109.962
b3937	568.173	508.006	507.003
	632.165	410.736	367.598
b3938	2385.27	2314.91	2233.9
	94.3739	71.0158	93.0592
b3939	1604.05	1247.67	1055.62
b3940	1460.09	1394.29	1097.1
	1649.29	1559.74	1556.91
b3941	2005.84	1497.6	1456.78
	680.595	572.453	534.968
b3942	1551.5	1190.92	1139.39
	109.717	111.915	114.205
b3943	223.402	209.289	160.539
	398.562	361.068	312.795
b3944	232.229	244.234	192.185
	3.76683	0.847142	-2.61819
b3945	117.764	120.723	127.63
b3946	114.932	140.223	110.96
b3947	263.907	255.637	280.521
	183.8	217.548	249.613
b3948	87.4257	69.6395	62.4587
	48.9848	45.5219	59.1742
b3949	131.586	101.016	80.0543
b3950	102.046	121.031	81.9629
	76.3228	84.4698	68.3017
b3951	243.64	268.055	251.527
b3952	350.233	393.059	399.99
b3953	119.388	154.471	167.876
b3954	200.254	217.136	229.111
	105.359	87.4535	90.0747
	993.779	1009.38	1215.8
b3955	1531.63	1602.93	1606.83
	91.8134	64.3941	70.4677
b3956	2963.15	2952.08	3285.47
	3178.03	3557.07	3841.78
b3957	1915.68	1695.99	1956.32
	481.657	440.843	468.979
b3958	2539.07	2473.55	2818.31
b3959	3548.15	3419.55	3653.73
	1350.64	924.47	732.321
b3960	1645.7	1543.17	1523.56
	311.28	258.966	194.142
b3961	891.119	802.977	772.909
b3962	782.667	659.228	705.369
	74.1221	57.5099	52.6443
	923.429	859.403	888.959
b3963	1698.96	1401.53	1445.53
b3964	1045.86	888.621	870.657
	802.347	777.288	671.621
b3965	1058.23	982.172	994.676
	124.34	113.8	117.278
b3966	916.147	831.919	899.303
b3967	855.113	777.932	815.841
	6557.6	5875.72	5329.46
	848.432	495.05	405.852
b3969	5717.38	3991.7	4757.71
	7432.96	6137.04	5616.62
	6941.5	6339.72	7037.81
b3971	7679.31	8086.88	8186.43
	9.97195	10.5094	7.83621
b3972	1011.16	879.976	934.961
b3973	681.197	593.409	633.74
	130.965	119.619	112.419
b3974	669.969	569.048	596.686
	133.926	141.33	84.7406
b3975	209.518	198.936	191.7
	594.725	428.151	482.862
b3976	6186.21	5082.91	4946.26
b3977	4599.53	4309.33	4353.64
	7865.3	6155.1	6586.94
b3978	5435.83	3809.28	3422.74
b3979	5549.13	3995.65	3703.53
	7718.69	5932.35	6289.44
b3980	7629.87	8457.09	7143.46
	2607.83	2016.4	2001.79
b3981	3255.42	2986.05	3150.3
b3982	2345.19	2247.52	2019.7
	2340.99	1783.39	1423.35
b3983	7034.33	6304.48	6156.14
b3984	7111.69	5996.37	5638.56
