"geneId"	"name"	"translationEfficiency"
"EG11862"	"frvX"	"NA"
"EG11909"	"frwB"	"NA"
"EG11908"	"frwC"	"NA"
"EG11912"	"frwD"	"NA"
"G7246"	"fryA"	"NA"
"G7250"	"fryB"	"NA"
"G7249"	"fryC"	"NA"
"G6428"	"fsaA"	"NA"
"EG11905"	"fsaB"	"NA"
"G6256"	"fsr"	1.03
"EG10921"	"ftnA"	4.09
"G7033"	"ftnB"	0.97
"EG10339"	"ftsA"	0.38
"G7424"	"ftsB"	0.16
"EG10340"	"ftsE"	0.4
"EG11506"	"ftsH"	0.54
"EG10341"	"ftsI"	0.16
"G6464"	"ftsK"	0.46
"EG11086"	"ftsL"	0.16
"EG11529"	"ftsN"	0.5
"EG11376"	"ftsP"	0.71
"EG10342"	"ftsQ"	0.19
"EG10344"	"ftsW"	0.21
"EG10345"	"ftsX"	0.46
"EG10346"	"ftsY"	1.05
"EG10347"	"ftsZ"	1.31
"EG10348"	"fucA"	"NA"
"EG10349"	"fucI"	"NA"
"EG10350"	"fucK"	"NA"
"EG10351"	"fucO"	"NA"
"EG10352"	"fucP"	"NA"
"EG10353"	"fucR"	0.68
"EG10355"	"fucU"	1.64
"EG10356"	"fumA"	2.35
"EG10357"	"fumB"	"NA"
"EG10358"	"fumC"	2.02
"EG10359"	"fur"	1.1
"EG10360"	"fusA"	0.7
"G7832"	"fxsA"	0.82
"EG11329"	"gabD"	"NA"
"EG11330"	"gabP"	"NA"
"EG10361"	"gabT"	"NA"
"G6786"	"gadC"	"NA"
"EG11544"	"gadE"	"NA"
"EG12242"	"gadW"	0.45
"EG12243"	"gadX"	0.25
"EG10362"	"galE"	2.29
"G7093"	"galF"	0.95
"EG10363"	"galK"	0.61
"EG11698"	"galM"	1.18
"EG12148"	"galP"	1.09
"EG10364"	"galR"	0.9
"EG10365"	"galS"	"NA"
"EG10366"	"galT"	0.78
"EG11319"	"galU"	2.14
"EG10367"	"gapA"	2.78
"EG12522"	"garD"	"NA"
"EG11175"	"garK"	"NA"
"EG10016"	"garL"	"NA"
"EG12760"	"garP"	"NA"
"EG11176"	"garR"	"NA"
"EG12414"	"gatA"	0.64
"EG12415"	"gatB"	0.56
"EG12416"	"gatC"	0.8
"EG12417"	"gatD"	1.44
"EG12419"	"gatY"	1.48
"G7128"	"gatZ"	1.18
"EG10369"	"gcd"	0.92
"EG11583"	"gcl"	"NA"
"EG11171"	"gcp"	1.53
"EG11795"	"gcvA"	0.56
"EG10371"	"gcvH"	3.07
"EG11810"	"gcvP"	1.29
"EG11149"	"gcvR"	0.49
"EG11442"	"gcvT"	1.12
"EG10372"	"gdhA"	1.71
"G6508"	"gfcA"	"NA"
"G6507"	"gfcB"	"NA"
"G6506"	"gfcC"	"NA"
"G6505"	"gfcD"	"NA"
"G6504"	"gfcE"	"NA"
"EG10374"	"ggt"	"NA"
"G6539"	"ghrA"	2.03
"EG12272"	"ghrB"	2.39
"G7542"	"glcA"	"NA"
"EG20080"	"glcB"	1.69
"G7546"	"glcC"	0.55
"G7545"	"glcD"	"NA"
"G7544"	"glcE"	"NA"
"G0-8601"	"glcF"	"NA"
"G7543"	"glcG"	"NA"
"EG11904"	"gldA"	"NA"
"EG11981"	"glf"	1.28
"EG10377"	"glgA"	0.29
"EG10378"	"glgB"	0.2
"EG10379"	"glgC"	0.51
"EG10380"	"glgP"	0.38
"EG11381"	"glgS"	"NA"
"EG10381"	"glgX"	0.12
"EG12957"	"glk"	2.42
"EG11553"	"glmM"	1.61
"EG10382"	"glmS"	1.17
"EG11198"	"glmU"	0.65
"EG10383"	"glnA"	2.18
"EG10384"	"glnB"	2.12
"EG11411"	"glnD"	0.53
"EG11602"	"glnE"	0.37
"EG10385"	"glnG"	0.49
"EG10386"	"glnH"	2.22
"EG12191"	"glnK"	"NA"
"EG10387"	"glnL"	0.17
"EG10388"	"glnP"	0.69
"EG10389"	"glnQ"	1.18
"EG10390"	"glnS"	1.7
"G6891"	"gloA"	3.18
"G6099"	"gloB"	1.57
"EG10391"	"glpA"	"NA"
"EG10392"	"glpB"	"NA"
"EG10393"	"glpC"	"NA"
"EG10394"	"glpD"	1.1
"EG10395"	"glpE"	0.84
"EG10396"	"glpF"	"NA"
"EG10397"	"glpG"	0.53
"EG10398"	"glpK"	2.15
"EG10399"	"glpQ"	0.31
"EG10400"	"glpR"	0.92
"EG10401"	"glpT"	"NA"
"EG11517"	"glpX"	1.77
"G7345"	"glrK"	0.21
"EG11285"	"glrR"	0.37
"EG10402"	"gltA"	1.49
"EG10403"	"gltB"	0.87
"EG10404"	"gltD"	1.05
"EG11514"	"gltF"	2.47
"G6359"	"gltI"	1.86
"EG12661"	"gltJ"	0.44
"EG12662"	"gltK"	0.45
"EG12663"	"gltL"	1.47
"EG10405"	"gltP"	1.05
"EG10406"	"gltS"	0.7
"EG10407"	"gltX"	2.25
"G6283"	"glxK"	"NA"
"G6278"	"glxR"	"NA"
"EG10408"	"glyA"	2.78
"EG10409"	"glyQ"	1.44
"EG10410"	"glyS"	1.52
"EG11787"	"gmd"	"NA"
"EG11736"	"gmhB"	1.66
"EG10965"	"gmk"	0.89
"EG11789"	"gmm"	"NA"
"G6639"	"gmr"	0.5
"EG10411"	"gnd"	2.01
"G0-9662"	"gnsA"	3.72
"G6823"	"gnsB"	3.42
"EG12629"	"gntK"	"NA"
"EG12563"	"gntP"	"NA"
"EG12630"	"gntR"	0.78
"EG12380"	"gntT"	0.37
"EG12631"	"gntU"	0.32
"G7747"	"gntX"	0.01
"EG10412"	"gor"	1.8
"EG11871"	"gph"	0.59
"EG11699"	"gpmA"	3.76
"EG12296"	"gpmM"	2.17
"EG10413"	"gpp"	0.25
"G7558"	"gpr"	"NA"
"EG20091"	"gpsA"	0.39
"EG10414"	"gpt"	3.2
"EG10415"	"greA"	2.53
"EG11578"	"greB"	0.87
"EG10599"	"groL"	1.74
"EG10600"	"groS"	2.35
"EG10416"	"grpE"	2.62
"EG10417"	"grxA"	1.94
"EG12688"	"grxB"	2.83
"EG12294"	"grxC"	1.25
"EG12181"	"grxD"	3.88
"EG10418"	"gshA"	0.63
"EG10419"	"gshB"	1.7
"G6429"	"gsiA"	0.25
"G6430"	"gsiB"	0.62
"G6431"	"gsiC"	0.17
"G6432"	"gsiD"	"NA"
"EG11102"	"gsk"	1.62
"G7701"	"gspA"	"NA"
"EG11263"	"gspB"	"NA"
"G7702"	"gspC"	"NA"
"G7703"	"gspD"	"NA"
"G7704"	"gspE"	"NA"
"G7705"	"gspF"	"NA"
"G7706"	"gspG"	"NA"
"G7707"	"gspH"	"NA"
"G7708"	"gspI"	"NA"
"G7709"	"gspJ"	"NA"
"G7710"	"gspK"	"NA"
"G7711"	"gspL"	"NA"
"EG12173"	"gspM"	"NA"
"EG11359"	"gspO"	"NA"
"EG12882"	"gss"	1.62
"G6878"	"gst"	2.03
"G7219"	"gtrA"	0.35
"G7220"	"gtrB"	0.86
"G7221"	"gtrS"	0.54
"EG10420"	"guaA"	1.9
"EG10421"	"guaB"	2.45
"EG10422"	"guaC"	1.63
"G7502"	"guaD"	"NA"
"G7445"	"gudD"	1.49
"G7447"	"gudP"	"NA"
"G7446"	"gudX"	"NA"
"EG10972"	"gutM"	"NA"
"EG10973"	"gutQ"	1.65
"EG10423"	"gyrA"	0.97
"EG10424"	"gyrB"	1.53
"G7335"	"hcaB"	"NA"
"G7334"	"hcaC"	"NA"
"G7336"	"hcaD"	"NA"
"M009"	"hcaE"	"NA"
"M015"	"hcaF"	"NA"
"G7331"	"hcaR"	"NA"
"G7330"	"hcaT"	0.41
"G7055"	"hchA"	1.43
"G6457"	"hcp"	"NA"
"G6456"	"hcr"	"NA"
"G7313"	"hda"	0.18
"EG11398"	"hdeA"	"NA"
"EG11399"	"hdeB"	"NA"
"EG11495"	"hdeD"	"NA"
"EG11449"	"hdfR"	1.08
"EG10425"	"hdhA"	1.34
"EG10426"	"helD"	0.73
"EG10427"	"hemA"	0.32
"EG10428"	"hemB"	1.82
"EG10429"	"hemC"	0.82
"EG10430"	"hemD"	0.13
"EG11543"	"hemE"	1.36
"EG12189"	"hemF"	0.4
"EG11485"	"hemG"	1.04
"EG10431"	"hemH"	1.03
"EG10432"	"hemL"	1.71
"EG11836"	"hemN"	0.87
"EG10433"	"hemX"	0.78
"EG10434"	"hemY"	0.65
"EG10435"	"hflC"	0.83
"EG11345"	"hflD"	0.38
"EG10436"	"hflK"	0.83
"EG10437"	"hflX"	0.2
"EG10438"	"hfq"	2.03
"EG10439"	"hha"	1.69
"G0-10451"	"hicA"	"NA"
"G6749"	"hicB"	"NA"
"G7601"	"higA"	"NA"
"G7602"	"higB"	"NA"
"EG12172"	"hinT"	2.5
"EG10443"	"hipA"	0.92
"EG10442"	"hipB"	"NA"
"EG10444"	"hisA"	0.79
"EG10445"	"hisB"	1.27
"EG10446"	"hisC"	1.27
"EG10447"	"hisD"	1.16
"EG10448"	"hisF"	0.97
"EG10449"	"hisG"	2.22
"EG10450"	"hisH"	0.9
"EG10451"	"hisI"	2.01
"EG12124"	"hisJ"	2.41
"EG11269"	"hisL"	0.16
"EG10007"	"hisM"	0.35
"EG10452"	"hisP"	1.06
"EG12125"	"hisQ"	0.31
"EG10453"	"hisS"	0.94
"G7058"	"hiuH"	"NA"
"G6619"	"hlyE"	"NA"
"EG10456"	"hmp"	2.97
"EG10457"	"hns"	4.54
"EG12106"	"hofB"	"NA"
"EG11798"	"hofC"	"NA"
"G7739"	"hofM"	"NA"
"G7738"	"hofN"	"NA"
"G7737"	"hofO"	"NA"
"G7736"	"hofP"	"NA"
"EG12113"	"hofQ"	"NA"
"G0-9613"	"hokA"	"NA"
"G0-9610"	"hokB"	0.02
"G0-9563"	"hokC"	"NA"
"EG11130"	"hokD"	0.02
"G0-9582"	"hokE"	"NA"
"EG11412"	"holA"	0.13
"EG11500"	"holB"	0.27
"EG11413"	"holC"	0.11
"EG11414"	"holD"	0.16
"EG11505"	"holE"	2.35
"EG11681"	"hpf"	0.46
"EG20098"	"hpt"	1.84
"G6732"	"hrpA"	1
"EG12329"	"hrpB"	0.31
"EG12130"	"hscA"	0.63
"EG12131"	"hscB"	0.44
"G6357"	"hscC"	"NA"
"EG10458"	"hsdM"	1.7
"EG10459"	"hsdR"	0.75
"EG10460"	"hsdS"	0.94
"G6702"	"hslJ"	1.65
"G7744"	"hslO"	2.15
"G7743"	"hslR"	0.33
"EG11881"	"hslU"	1.81
"EG11676"	"hslV"	1.41
"G6500"	"hspQ"	0.3
"EG11732"	"hsrA"	0.07
"EG10461"	"htpG"	2.28
"EG10462"	"htpX"	1.2
"EG11972"	"htrE"	"NA"
"EG10466"	"hupA"	3.15
"EG10467"	"hupB"	2.45
"EG10468"	"hyaA"	"NA"
"EG10469"	"hyaB"	"NA"
"EG10470"	"hyaC"	"NA"
"EG10471"	"hyaD"	"NA"
"EG10472"	"hyaE"	"NA"
"EG10473"	"hyaF"	"NA"
"EG11799"	"hybA"	0.58
"EG11800"	"hybB"	0.24
"EG11801"	"hybC"	0.61
"EG11802"	"hybD"	0.22
"EG11803"	"hybE"	0.21
"EG11804"	"hybF"	"NA"
"EG11805"	"hybG"	"NA"
"G7554"	"hybO"	0.84
"EG10474"	"hycA"	"NA"
"EG10475"	"hycB"	"NA"
"EG10476"	"hycC"	"NA"
"EG10477"	"hycD"	"NA"
"EG10478"	"hycE"	"NA"
"EG10479"	"hycF"	"NA"
"EG10480"	"hycG"	"NA"
"EG10481"	"hycH"	"NA"
"G7414"	"hycI"	0.83
"EG11552"	"hydN"	"NA"
"EG11150"	"hyfA"	"NA"
"EG11282"	"hyfB"	"NA"
"G7300"	"hyfC"	"NA"
"G7301"	"hyfD"	"NA"
"G7302"	"hyfE"	"NA"
"G7303"	"hyfF"	"NA"
"G7304"	"hyfG"	"NA"
"G7305"	"hyfH"	"NA"
"G7306"	"hyfI"	"NA"
"G7307"	"hyfJ"	"NA"
"G7308"	"hyfR"	"NA"
"G6277"	"hyi"	"NA"
"EG10483"	"hypA"	"NA"
"EG10484"	"hypB"	"NA"
"EG10485"	"hypC"	"NA"
"EG10486"	"hypD"	0.78
"EG10487"	"hypE"	0.62
"EG11551"	"hypF"	0.66
"G7492"	"hyuA"	"NA"
"EG12407"	"iaaA"	0.27
"G7925"	"iadA"	1.77
"EG10488"	"iap"	0.59
"EG11534"	"ibpA"	1.24
"EG11535"	"ibpB"	0.57
"G0-10633"	"ibsA"	"NA"
"G0-10632"	"ibsB"	"NA"
"G0-10631"	"ibsC"	"NA"
"G0-10630"	"ibsD"	"NA"
"G0-10629"	"ibsE"	"NA"
"EG10489"	"icd"	2.56
"EG10491"	"iclR"	0.39
"G7508"	"idi"	"NA"
"G7893"	"idnD"	"NA"
"EG12152"	"idnK"	"NA"
"G7892"	"idnO"	"NA"
"G7891"	"idnR"	0.58
"EG12539"	"idnT"	"NA"
"EG10440"	"ihfA"	1.12
"EG10441"	"ihfB"	1.92
"EG10492"	"ileS"	1.4
"EG10493"	"ilvA"	0.72
"EG10494"	"ilvB"	1.62
"EG10495"	"ilvC"	2.37
"EG10496"	"ilvD"	0.97
"EG10497"	"ilvE"	2.57
"EG10499"	"ilvH"	"NA"
"EG10500"	"ilvI"	0.58
"EG11270"	"ilvL"	0.2
"EG10501"	"ilvM"	"NA"
"EG10502"	"ilvN"	1.57
"G0-10641"	"ilvX"	"NA"
"EG10503"	"ilvY"	0.29
"EG11422"	"inaA"	1.49
"EG10504"	"infA"	1.83
"EG10505"	"infB"	1.28
"EG10506"	"infC"	0.3
"G6836"	"insD"	"NA"
"G7900"	"insG"	1.02
"G7776"	"insJ"	"NA"
"G7777"	"insK"	"NA"
"G6743"	"insQ"	0.11
"EG11783"	"intA"	0.87
"EG10507"	"intD"	0.08
"EG12370"	"intE"	"NA"
"G6152"	"intF"	1.74
"G6676"	"intR"	0.05
"G7218"	"intS"	0.94
"G7272"	"intZ"	0.33
"G7923"	"iraD"	"NA"
"G6600"	"iraM"	"NA"
"EG11256"	"iraP"	"NA"
"EG12132"	"iscA"	0.62
"G7326"	"iscR"	1.34
"G7325"	"iscS"	1.66
"G7324"	"iscU"	1.81
"EG12311"	"iscX"	0.95
"EG10508"	"ispA"	0.55
"EG10017"	"ispB"	1.01
"G7423"	"ispD"	0.28
"EG11294"	"ispE"	0.14
"EG11816"	"ispF"	0.65
"EG10370"	"ispG"	0.65
"EG11081"	"ispH"	1.02
"G6092"	"ispU"	0.27
"EG11275"	"ivbL"	0.16
"G6104"	"ivy"	1.96
"EG10509"	"katE"	"NA"
"EG10511"	"katG"	1.71
"EG12768"	"kbaY"	"NA"
"G7631"	"kbaZ"	"NA"
"EG10512"	"kbl"	1.35
"EG11606"	"kch"	1
"EG12253"	"kdgK"	2.39
"G7003"	"kdgR"	1.72
"EG11869"	"kdgT"	"NA"
"EG10513"	"kdpA"	"NA"
"EG10514"	"kdpB"	"NA"
"EG10515"	"kdpC"	"NA"
"EG10516"	"kdpD"	0.41
"EG10517"	"kdpE"	0.71
"G0-10439"	"kdpF"	"NA"
"EG10518"	"kdsA"	2.19
"EG10519"	"kdsB"	1.31
"G7663"	"kdsC"	0.66
"G7662"	"kdsD"	0.56
"EG12361"	"kduD"	"NA"
"G7463"	"kduI"	"NA"
"G6255"	"kefA"	0.89
"EG20110"	"kefB"	0.19
"EG10521"	"kefC"	0.52
"EG11568"	"kefF"	"NA"
"G7717"	"kefG"	0.25
"EG10522"	"kgtP"	0.79
"EG12155"	"kilR"	"NA"
"G7928"	"kptA"	"NA"
"EG11541"	"kup"	0.61
"EG10524"	"lacA"	"NA"
"EG10525"	"lacI"	0.82
"EG10526"	"lacY"	"NA"
"EG10527"	"lacZ"	"NA"
"EG10528"	"lamB"	1.27
"G6621"	"ldcA"	1.4
"G6094"	"ldcC"	0.25
"G592"	"ldhA"	1.96
"G0-9605"	"ldrB"	"NA"
"G0-9041"	"ldrD"	0.01
"EG10529"	"lepA"	1.44
"EG10530"	"lepB"	0.38
"EG11226"	"leuA"	0.99
"EG11577"	"leuB"	1.29
"EG11576"	"leuC"	1.65
"EG11575"	"leuD"	1.78
"G6984"	"leuE"	0.83
"EG11280"	"leuL"	0.29
"EG10531"	"leuO"	"NA"
"EG10532"	"leuS"	1.69
"EG10533"	"lexA"	1.06
"EG12128"	"lgt"	0.92
"EG12387"	"lhgO"	"NA"
"EG11548"	"lhr"	0.14
"EG10534"	"ligA"	1.54
"EG11334"	"ligB"	"NA"
"EG12330"	"ligT"	0.26
"EG11306"	"lipA"	2.13
"EG11591"	"lipB"	1.03
"EG10535"	"lit"	"NA"
"EG10536"	"livF"	0.66
"EG10537"	"livG"	0.53
"EG10538"	"livH"	0.44
"EG10539"	"livJ"	2.09
"EG10540"	"livK"	1.5
"EG10541"	"livM"	0.36
"EG11963"	"lldD"	1.9
"EG11961"	"lldP"	0.31
"EG11962"	"lldR"	0.3
"EG10168"	"lnt"	0.48
"G6465"	"lolA"	1.06
"EG11293"	"lolB"	1.96
"G6573"	"lolC"	0.42
"G6574"	"lolD"	0.94
"G6575"	"lolE"	0.38
"EG10542"	"lon"	1.03
"G6106"	"lpcA"	1.63
"EG10543"	"lpd"	1.65
"EG11796"	"lplA"	1.31
"EG12455"	"lplT"	0.27
"EG10544"	"lpp"	2.27
"G7665"	"lptA"	0.84
"EG11680"	"lptB"	0.79
"G7664"	"lptC"	0.31
"EG11569"	"lptD"	0.86
"EG10855"	"lptE"	0.31
"G7888"	"lptF"	0.48
"G7889"	"lptG"	0.42
"EG10545"	"lpxA"	0.28
"EG10546"	"lpxB"	0.17
"EG10265"	"lpxC"	0.5
"EG10316"	"lpxD"	0.51
"EG12666"	"lpxH"	0.12
"EG11409"	"lpxK"	0.24
"EG10464"	"lpxL"	1.56
"EG10614"	"lpxM"	1.2
"G7241"	"lpxP"	"NA"
"G7146"	"lpxT"	1.07
"EG12123"	"lrhA"	0.88
"EG10547"	"lrp"	1.44
"EG10548"	"lspA"	0.27
"G6800"	"lsrA"	"NA"
"G6803"	"lsrB"	"NA"
"G6801"	"lsrC"	"NA"
"G6802"	"lsrD"	"NA"
"G6804"	"lsrF"	"NA"
"G6805"	"lsrG"	"NA"
"G6798"	"lsrK"	"NA"
"G6799"	"lsrR"	"NA"
"G6455"	"ltaE"	1.45
"EG12712"	"luxS"	2.52
"EG10549"	"lysA"	1.54
"EG10550"	"lysC"	0.73
"EG11337"	"lysP"	0.84
"EG10551"	"lysR"	0.57
"EG10552"	"lysS"	1.97
"EG10553"	"lysU"	1.97
"EG12284"	"lyxK"	"NA"
"G58"	"maa"	0.51
"G6461"	"macA"	1.01
"G6462"	"macB"	0.35
"EG10948"	"maeA"	1.6
"G7293"	"maeB"	1.55
"EG11288"	"mak"	1.7
"EG10554"	"malE"	2.43
"EG10555"	"malF"	0.33
"EG10556"	"malG"	"NA"
"EG10557"	"malI"	"NA"
"EG10558"	"malK"	"NA"
"EG10559"	"malM"	"NA"
"EG10560"	"malP"	1.86
"EG10561"	"malQ"	0.72
"EG11316"	"malS"	"NA"
"EG10562"	"malT"	0.36
"EG10563"	"malX"	0.72
"EG10564"	"malY"	0.73
"EG10565"	"malZ"	0.84
"EG10566"	"manA"	2.3
"EG10567"	"manX"	1.03
"EG10568"	"manY"	0.94
"EG10569"	"manZ"	0.81
"EG10570"	"map"	1.96
"EG11434"	"marA"	2.23
"EG11599"	"marB"	0.53
"EG11637"	"marC"	0.7
"EG11435"	"marR"	0.3
"EG12855"	"matP"	1.46
"EG10571"	"mazE"	1.01
"EG11249"	"mazF"	0.39
"EG10572"	"mazG"	1.07
"G6415"	"mcbA"	"NA"
"G6761"	"mcbR"	"NA"
"EG10573"	"mcrA"	"NA"
"EG10574"	"mcrB"	1.28
"EG10575"	"mcrC"	"NA"
"EG12656"	"mdaB"	2.92
"G6440"	"mdfA"	0.6
"EG10576"	"mdh"	2.07
"G6248"	"mdlA"	0.23
"EG11622"	"mdlB"	0.3
"G7113"	"mdtA"	0.73
"G7114"	"mdtB"	0.38
"G7115"	"mdtC"	0.33
"EG12136"	"mdtD"	"NA"
"EG12240"	"mdtE"	"NA"
"EG12241"	"mdtF"	"NA"
"EG11343"	"mdtG"	"NA"
"G6559"	"mdtH"	"NA"
"G6857"	"mdtI"	"NA"
"G6858"	"mdtJ"	"NA"
"EG12400"	"mdtK"	0.93
"EG11720"	"mdtL"	"NA"
"EG12576"	"mdtM"	"NA"
"EG11954"	"mdtN"	"NA"
"EG11953"	"mdtO"	"NA"
"EG11952"	"mdtP"	"NA"
"EG10577"	"melA"	"NA"
"EG10578"	"melB"	"NA"
"EG11230"	"melR"	"NA"
"EG11880"	"menA"	0.89
"EG11368"	"menB"	2.37
"EG11532"	"menC"	0.58
"EG10579"	"menD"	0.43
"EG12437"	"menE"	0.33
"EG12362"	"menF"	0.37
"EG12438"	"menH"	0.09
"EG10580"	"mepA"	0.7
"EG10581"	"metA"	1.1
"EG10582"	"metB"	0.26
"EG10583"	"metC"	1.96
"EG10584"	"metE"	2.25
"EG10585"	"metF"	1.24
"EG10586"	"metG"	2.29
"EG10587"	"metH"	1.1
"EG11737"	"metI"	0.41
"EG10588"	"metJ"	2.01
"EG10589"	"metK"	1.98
"EG10590"	"metL"	1.05
"EG11621"	"metN"	1.03
"EG11504"	"metQ"	1.93
"EG10591"	"metR"	1.3
"EG11619"	"mfd"	1.03
"EG10592"	"mglA"	0.5
"EG10593"	"mglB"	1.03
"EG10594"	"mglC"	"NA"
"G7002"	"mgrB"	0.67
"G6497"	"mgsA"	2.41
"EG12525"	"mgtA"	0.56
"G0-10689"	"mgtL"	0.61
"M010"	"mhpA"	"NA"
"M011"	"mhpB"	"NA"
"M012"	"mhpC"	"NA"
"M013"	"mhpD"	"NA"
"G6205"	"mhpE"	"NA"
"M014"	"mhpF"	"NA"
"G6201"	"mhpR"	"NA"
"G6206"	"mhpT"	"NA"
"EG10595"	"miaA"	0.08
"G6364"	"miaB"	1.74
"EG10596"	"minC"	0.43
"EG10597"	"minD"	1.6
"EG10598"	"minE"	1.04
"EG11199"	"mioC"	0.61
"G6968"	"mipA"	2.61
"G7216"	"mlaA"	1
"G7658"	"mlaB"	0.57
"G7659"	"mlaC"	1.73
"EG12799"	"mlaD"	0.91
"EG12800"	"mlaE"	0.42
"EG12801"	"mlaF"	0.61
"EG11488"	"mliC"	"NA"
"EG12008"	"mlrA"	"NA"
"G7457"	"mltA"	0.71
"G7410"	"mltB"	2.01
"G7533"	"mltC"	0.66
"EG10246"	"mltD"	0.32
"EG11373"	"mltF"	0.32
"G6136"	"mmuM"	0.87
"G6135"	"mmuP"	"NA"
"EG13235"	"mngA"	"NA"
"EG13236"	"mngB"	0.44
"EG11109"	"mngR"	1.19
"EG11344"	"mnmA"	0.92
"G7199"	"mnmC"	0.68
"EG10997"	"mnmE"	0.9
"EG10375"	"mnmG"	0.83
"G7254"	"mntH"	0.36
"G6420"	"mntR"	0.89
"EG11595"	"moaA"	0.27
"EG11596"	"moaB"	1.11
"EG11666"	"moaC"	1
"EG11597"	"moaD"	0.86
"EG11598"	"moaE"	0.79
"EG11829"	"mobA"	0.41
"EG11828"	"mobB"	0.56
"G7496"	"mocA"	"NA"
"EG12427"	"modA"	2.02
"EG10002"	"modB"	0.19
"EG10152"	"modC"	0.24
"G6395"	"modE"	1.88
"EG11677"	"modF"	0.49
"EG10153"	"moeA"	1.63
"EG10154"	"moeB"	0.46
"EG11511"	"mog"	1.58
"G6736"	"mokB"	"NA"
"EG10373"	"mokC"	"NA"
"EG10601"	"motA"	"NA"
"EG10602"	"motB"	"NA"
"G6662"	"mpaA"	0.67
"EG12440"	"mpl"	1.21
"G6665"	"mppA"	1.13
"EG10603"	"mprA"	2.66
"EG12069"	"mqo"	1.22
"G7571"	"mqsA"	0.9
"G7572"	"mqsR"	0.08
"EG10604"	"mraY"	0.42
"EG11084"	"mraZ"	0.06
"EG10748"	"mrcA"	0.68
"EG10605"	"mrcB"	0.54
"EG10606"	"mrdA"	0.27
"EG10607"	"mrdB"	0.35
"EG10608"	"mreB"	1.59
"EG10609"	"mreC"	0.25
"EG10610"	"mreD"	0.21
"EG10611"	"mrp"	1.88
"EG10612"	"mrr"	0.85
"EG10613"	"msbA"	0.54
"EG11180"	"mscL"	1.57
"G7840"	"mscM"	0.82
"EG11160"	"mscS"	1.32
"EG11433"	"msrA"	1.62
"EG12394"	"msrB"	2.33
"EG11338"	"msyB"	"NA"
"G7063"	"mtfA"	0.83
"G7668"	"mtgA"	0.12
"EG10615"	"mtlA"	0.81
"EG10616"	"mtlD"	1.01
"EG11965"	"mtlR"	0.31
"EG11090"	"mtn"	1.95
"EG10617"	"mtr"	0.43
"EG12717"	"mug"	1.28
"EG10618"	"mukB"	0.68
"EG11252"	"mukE"	0.62
"EG12165"	"mukF"	0.43
"EG11358"	"murA"	1.26
"EG11205"	"murB"	0.69
"EG10619"	"murC"	0.75
"EG10620"	"murD"	0.51
"EG10621"	"murE"	0.51
"EG10622"	"murF"	0.54
"EG10623"	"murG"	0.42
"EG11204"	"murI"	0.73
"G6561"	"murJ"	0.86
"G7264"	"murP"	0.3
"G7263"	"murQ"	1.8
"G7262"	"murR"	"NA"
"EG10624"	"mutH"	0.61
"EG11281"	"mutL"	0.17
"EG10329"	"mutM"	0.89
"EG10625"	"mutS"	1.33
"EG10626"	"mutT"	1.56
"EG10627"	"mutY"	0.6
"G7610"	"mzrA"	0.62
"G7072"	"nac"	"NA"
"EG10630"	"nadA"	1.65
"EG10631"	"nadB"	1.5
"EG11546"	"nadC"	2.05
"G6350"	"nadD"	0.55
"EG10663"	"nadE"	2.79
"EG12192"	"nadK"	0.73
"EG11335"	"nadR"	0.59
"EG10632"	"nagA"	0.64
"EG10633"	"nagB"	2.11
"EG10636"	"nagC"	0.65
"EG10634"	"nagD"	1.48
"EG10635"	"nagE"	0.93
"G6576"	"nagK"	0.25
"G6567"	"nagZ"	1.11
"EG10637"	"nanA"	2.69
"G7921"	"nanC"	"NA"
"G7677"	"nanE"	"NA"
"G7676"	"nanK"	"NA"
"G7920"	"nanM"	"NA"
"G7678"	"nanR"	0.83
"G7919"	"nanS"	"NA"
"G436"	"nanT"	"NA"
"EG12067"	"napA"	1.08
"EG12061"	"napB"	"NA"
"EG12060"	"napC"	0.33
"EG12143"	"napD"	"NA"
"EG12068"	"napF"	"NA"
"EG12064"	"napG"	"NA"
"EG12062"	"napH"	"NA"
"EG10638"	"narG"	"NA"
"EG10639"	"narH"	"NA"
"EG10640"	"narI"	"NA"
"EG10641"	"narJ"	"NA"
"EG10642"	"narK"	"NA"
"EG10643"	"narL"	2.8
"EG11527"	"narP"	1.48
"EG11460"	"narQ"	0.35
"EG12153"	"narU"	"NA"
"EG10644"	"narV"	"NA"
"EG10645"	"narW"	"NA"
"EG10646"	"narX"	0.26
"EG10647"	"narY"	"NA"
"EG10648"	"narZ"	"NA"
"EG10649"	"ndh"	2.25
"EG10650"	"ndk"	3.65
"G6383"	"nei"	0.86
"G6890"	"nemA"	1.86
"G6889"	"nemR"	"NA"
"EG11689"	"nepI"	0.8
"EG11915"	"nfi"	0.21
"EG10651"	"nfo"	2.07
"EG11740"	"nfrA"	0.43
"EG11739"	"nfrB"	0.1
"EG11261"	"nfsA"	2.4
"EG50005"	"nfsB"	3.35
"G7748"	"nfuA"	3.24
"EG10652"	"nhaA"	1.06
"EG11392"	"nhaB"	1.14
"EG11078"	"nhaR"	0.43
"G6770"	"nhoA"	"NA"
"EG12075"	"nikA"	"NA"
"EG12076"	"nikB"	"NA"
"EG12077"	"nikC"	"NA"
"EG12078"	"nikD"	"NA"
"EG12079"	"nikE"	"NA"
"EG11519"	"nikR"	2.75
"G6304"	"ninE"	"NA"
