"geneId"	"name"	"translationEfficiency"
"G7180"	"yfbN"	"NA"
"G7181"	"yfbO"	"NA"
"G7182"	"yfbP"	"NA"
"G7185"	"yfbR"	2.53
"G7186"	"yfbS"	0.2
"G7187"	"yfbT"	0.44
"G7188"	"yfbU"	2.17
"G7189"	"yfbV"	1.82
"EG11144"	"yfcA"	0.32
"G7190"	"yfcC"	"NA"
"G7191"	"yfcD"	1.88
"G7192"	"yfcE"	1
"G7193"	"yfcF"	"NA"
"G7194"	"yfcG"	"NA"
"G7196"	"yfcH"	0.22
"G7197"	"yfcI"	"NA"
"G7198"	"yfcJ"	0.71
"G7200"	"yfcL"	2.03
"G7201"	"yfcM"	0.36
"G7202"	"yfcN"	1.43
"G7203"	"yfcO"	0.32
"G7204"	"yfcP"	"NA"
"G7205"	"yfcQ"	"NA"
"G7206"	"yfcR"	"NA"
"G7207"	"yfcS"	"NA"
"G7210"	"yfcV"	"NA"
"G7214"	"yfcZ"	2.25
"G7217"	"yfdC"	"NA"
"G7234"	"yfdE"	"NA"
"G7215"	"yfdF"	"NA"
"G7223"	"yfdK"	"NA"
"G7226"	"yfdN"	"NA"
"G7228"	"yfdP"	"NA"
"G7229"	"yfdQ"	"NA"
"G7230"	"yfdR"	"NA"
"G7231"	"yfdS"	"NA"
"G7232"	"yfdT"	"NA"
"G7235"	"yfdV"	"NA"
"G7238"	"yfdX"	"NA"
"G7240"	"yfdY"	"NA"
"EG11145"	"yfeA"	0.27
"EG11431"	"yfeC"	"NA"
"EG11432"	"yfeD"	"NA"
"EG12376"	"yfeH"	0.86
"G7260"	"yfeK"	"NA"
"G7256"	"yfeN"	"NA"
"G7251"	"yfeO"	"NA"
"G7257"	"yfeR"	"NA"
"G7261"	"yfeS"	"NA"
"G7265"	"yfeW"	"NA"
"G7266"	"yfeX"	1.9
"G7267"	"yfeY"	0.44
"G7268"	"yfeZ"	0.26
"EG11147"	"yffB"	2.1
"G7273"	"yffL"	"NA"
"G7274"	"yffM"	"NA"
"G7275"	"yffN"	"NA"
"G7276"	"yffO"	"NA"
"G7277"	"yffP"	"NA"
"G7278"	"yffQ"	"NA"
"G7279"	"yffR"	0.89
"G7280"	"yffS"	2.16
"G7311"	"yfgC"	0.46
"G7312"	"yfgD"	3.52
"G7314"	"yfgF"	"NA"
"G7315"	"yfgG"	"NA"
"G7316"	"yfgH"	"NA"
"G7317"	"yfgI"	"NA"
"G7318"	"yfgJ"	1.27
"G7321"	"yfgM"	0.82
"G7310"	"yfgO"	0.54
"EG11371"	"yfhB"	0.83
"EG12139"	"yfhG"	0.41
"EG12308"	"yfhH"	0.79
"G7346"	"yfhL"	1.29
"G7323"	"yfhM"	0.37
"G7328"	"yfhR"	"NA"
"EG11152"	"yfiB"	"NA"
"EG11538"	"yfiC"	0.93
"EG11784"	"yfiD"	3.37
"EG11785"	"yfiE"	0.91
"EG11786"	"yfiF"	1.72
"EG12097"	"yfiH"	0.49
"EG12446"	"yfiL"	"NA"
"EG12857"	"yfiM"	"NA"
"EG12880"	"yfiN"	0.31
"G7349"	"yfiP"	1.39
"G7350"	"yfiQ"	0.17
"G7354"	"yfiR"	0.14
"EG12442"	"yfjD"	0.46
"G7357"	"yfjF"	1.39
"G7358"	"yfjG"	1.19
"G7359"	"yfjH"	"NA"
"G7360"	"yfjI"	"NA"
"G7361"	"yfjJ"	"NA"
"G7362"	"yfjK"	0.38
"G7363"	"yfjL"	0.22
"G7364"	"yfjM"	"NA"
"G7366"	"yfjO"	0.21
"G7367"	"yfjP"	"NA"
"G7368"	"yfjQ"	"NA"
"G7369"	"yfjR"	"NA"
"G7371"	"yfjS"	"NA"
"G7372"	"yfjT"	"NA"
"G7377"	"yfjW"	"NA"
"G7378"	"yfjX"	"NA"
"G7379"	"yfjY"	"NA"
"G7380"	"yfjZ"	"NA"
"EG12201"	"ygaC"	"NA"
"G7409"	"ygaD"	1
"G7406"	"ygaH"	0.16
"G7400"	"ygaM"	"NA"
"G7398"	"ygaP"	"NA"
"G7395"	"ygaU"	1.24
"G7397"	"ygaV"	"NA"
"G7405"	"ygaZ"	0.2
"EG11287"	"ygbA"	"NA"
"EG12707"	"ygbE"	"NA"
"G7416"	"ygbI"	0.94
"G7417"	"ygbJ"	"NA"
"G7418"	"ygbK"	"NA"
"G7419"	"ygbL"	"NA"
"G7420"	"ygbM"	"NA"
"G7421"	"ygbN"	"NA"
"G7442"	"ygcE"	"NA"
"G7443"	"ygcF"	1.68
"G7444"	"ygcG"	"NA"
"G7432"	"ygcN"	0.02
"G7433"	"ygcO"	"NA"
"G7434"	"ygcP"	"NA"
"G7435"	"ygcQ"	"NA"
"G7436"	"ygcR"	"NA"
"G7437"	"ygcS"	"NA"
"G7439"	"ygcU"	"NA"
"G7440"	"ygcW"	"NA"
"EG11155"	"ygdB"	"NA"
"EG11793"	"ygdD"	1.2
"EG12372"	"ygdG"	0.41
"EG12373"	"ygdH"	1.2
"G7453"	"ygdI"	"NA"
"G7460"	"ygdQ"	0.55
"G7461"	"ygdR"	0.96
"EG11157"	"ygeA"	1.03
"G7471"	"ygeG"	"NA"
"G7472"	"ygeH"	"NA"
"G7473"	"ygeI"	"NA"
"G7484"	"ygeR"	0.52
"G7488"	"ygeV"	"NA"
"G7489"	"ygeW"	"NA"
"G7490"	"ygeX"	"NA"
"G7491"	"ygeY"	"NA"
"EG11158"	"ygfA"	0.37
"EG11323"	"ygfB"	1.12
"G7514"	"ygfF"	"NA"
"G7518"	"ygfI"	"NA"
"G7497"	"ygfK"	"NA"
"G7499"	"ygfM"	"NA"
"G7503"	"ygfQ"	"NA"
"G7505"	"ygfS"	"NA"
"G7506"	"ygfT"	"NA"
"G7509"	"ygfX"	0.17
"G7510"	"ygfY"	1.8
"G7511"	"ygfZ"	2.2
"EG11161"	"yggC"	0.25
"EG11162"	"yggD"	0.11
"EG11244"	"yggE"	2.17
"EG11245"	"yggF"	"NA"
"EG11291"	"yggG"	2.34
"EG12122"	"yggI"	"NA"
"EG12443"	"yggL"	1.47
"EG12704"	"yggM"	"NA"
"EG12705"	"yggN"	1.17
"G7520"	"yggP"	"NA"
"G7526"	"yggR"	"NA"
"G7527"	"yggS"	1.08
"G7528"	"yggT"	0.97
"G7529"	"yggU"	0.32
"G7531"	"yggW"	0.38
"G7532"	"yggX"	2.37
"EG11292"	"yghA"	"NA"
"EG11824"	"yghB"	0.75
"G7535"	"yghD"	"NA"
"G7538"	"yghG"	0.91
"G7541"	"yghJ"	0.66
"G7549"	"yghQ"	"NA"
"G7550"	"yghR"	"NA"
"G7551"	"yghS"	"NA"
"G7552"	"yghT"	"NA"
"G7553"	"yghU"	1.77
"G7555"	"yghW"	"NA"
"EG11164"	"ygiB"	1.69
"EG11165"	"ygiC"	0.67
"EG11166"	"ygiD"	"NA"
"EG11603"	"ygiF"	1.25
"EG12363"	"ygiL"	"NA"
"EG12434"	"ygiM"	1.69
"EG12657"	"ygiN"	1.43
"G7568"	"ygiQ"	1.3
"G7570"	"ygiS"	1.27
"G7573"	"ygiV"	"NA"
"G7574"	"ygiW"	3.93
"G7577"	"ygiZ"	"NA"
"G7597"	"ygjH"	"NA"
"EG12720"	"ygjI"	"NA"
"G7598"	"ygjJ"	"NA"
"G7599"	"ygjK"	"NA"
"G7604"	"ygjP"	"NA"
"G7605"	"ygjQ"	"NA"
"G7606"	"ygjR"	1.22
"G7608"	"ygjV"	"NA"
"EG11173"	"yhaB"	"NA"
"EG11174"	"yhaC"	"NA"
"G7617"	"yhaH"	1.8
"G7618"	"yhaI"	"NA"
"G7619"	"yhaJ"	0.85
"G7620"	"yhaK"	"NA"
"G7621"	"yhaL"	"NA"
"G7622"	"yhaM"	1.74
"EG12754"	"yhaO"	0.04
"G7629"	"yhaV"	0.76
"EG11499"	"yhbE"	0.05
"EG12146"	"yhbJ"	0.84
"G7647"	"yhbO"	"NA"
"G7648"	"yhbP"	"NA"
"G7649"	"yhbQ"	"NA"
"G7650"	"yhbS"	1.07
"G7651"	"yhbT"	0.76
"G7652"	"yhbU"	"NA"
"G7653"	"yhbV"	"NA"
"G7654"	"yhbW"	2.11
"G7655"	"yhbX"	"NA"
"EG12794"	"yhbY"	2.49
"EG11515"	"yhcA"	"NA"
"G7681"	"yhcB"	1.35
"G7669"	"yhcC"	"NA"
"G7670"	"yhcD"	"NA"
"G7673"	"yhcF"	0.47
"G7674"	"yhcG"	"NA"
"G7675"	"yhcH"	"NA"
"G7680"	"yhcM"	0.86
"G7683"	"yhcN"	3.11
"G7684"	"yhcO"	"NA"
"EG11298"	"yhdE"	0.53
"EG11315"	"yhdH"	2.23
"EG11498"	"yhdJ"	"NA"
"EG11970"	"yhdN"	0.25
"G7690"	"yhdP"	0.23
"G7693"	"yhdT"	0.84
"G7694"	"yhdU"	"NA"
"G7695"	"yhdV"	"NA"
"EG12835"	"yhdX"	"NA"
"EG12836"	"yhdY"	"NA"
"EG12837"	"yhdZ"	"NA"
"G7712"	"yheL"	0.25
"G7713"	"yheM"	0.3
"G7714"	"yheN"	0.33
"G7715"	"yheO"	0.48
"EG12903"	"yheS"	0.92
"G7718"	"yheT"	0.39
"G7719"	"yheU"	0.92
"G0-10466"	"yheV"	"NA"
"EG11182"	"yhfA"	2.36
"EG12374"	"yhfG"	"NA"
"G7721"	"yhfK"	0.22
"G7722"	"yhfL"	"NA"
"G7728"	"yhfS"	"NA"
"G7729"	"yhfT"	"NA"
"G7730"	"yhfU"	"NA"
"G7732"	"yhfW"	"NA"
"G7733"	"yhfX"	"NA"
"G7734"	"yhfY"	"NA"
"G7735"	"yhfZ"	0.83
"EG11750"	"yhgA"	"NA"
"G7745"	"yhgE"	0.33
"G7746"	"yhgF"	2.01
"G7753"	"yhgN"	1.13
"EG11184"	"yhhA"	"NA"
"EG11520"	"yhhH"	"NA"
"EG11767"	"yhhJ"	0.45
"EG12211"	"yhhK"	2.08
"EG12212"	"yhhL"	1.24
"EG12213"	"yhhM"	0.62
"EG12214"	"yhhN"	0.8
"EG12217"	"yhhQ"	0.86
"EG12219"	"yhhS"	0.37
"EG12220"	"yhhT"	"NA"
"G7756"	"yhhW"	2.27
"G7757"	"yhhX"	2.34
"G7758"	"yhhY"	"NA"
"G7759"	"yhhZ"	"NA"
"EG11400"	"yhiD"	"NA"
"EG12224"	"yhiI"	0.53
"EG12225"	"yhiJ"	"NA"
"EG12228"	"yhiM"	"NA"
"EG12229"	"yhiN"	0.54
"EG12233"	"yhiQ"	0.51
"EG12234"	"yhiR"	1.34
"EG12244"	"yhjA"	"NA"
"EG12246"	"yhjB"	"NA"
"EG12247"	"yhjC"	0.27
"EG12248"	"yhjD"	1.13
"EG12249"	"yhjE"	1.16
"EG12251"	"yhjG"	"NA"
"EG12252"	"yhjH"	"NA"
"EG12254"	"yhjJ"	0.98
"EG12256"	"yhjK"	0.48
"EG12262"	"yhjR"	0.32
"EG12266"	"yhjV"	1.07
"EG12268"	"yhjX"	"NA"
"EG12269"	"yhjY"	"NA"
"EG11186"	"yiaA"	"NA"
"EG11267"	"yiaB"	"NA"
"EG12270"	"yiaC"	"NA"
"EG12271"	"yiaD"	3.83
"EG12273"	"yiaF"	1.34
"EG12624"	"yiaG"	"NA"
"EG12278"	"yiaJ"	0.79
"EG12279"	"yiaK"	"NA"
"EG12280"	"yiaL"	"NA"
"EG12281"	"yiaM"	"NA"
"EG12282"	"yiaN"	"NA"
"EG12283"	"yiaO"	"NA"
"EG12288"	"yiaT"	"NA"
"EG12289"	"yiaU"	"NA"
"EG12290"	"yiaV"	"NA"
"EG12291"	"yiaW"	"NA"
"EG12293"	"yiaY"	"NA"
"EG11187"	"yibA"	"NA"
"EG11188"	"yibB"	0.78
"EG11762"	"yibF"	1.35
"EG11763"	"yibG"	"NA"
"EG11764"	"yibH"	"NA"
"EG11765"	"yibI"	"NA"
"EG11964"	"yibL"	4.07
"EG12295"	"yibN"	1.19
"EG12298"	"yibQ"	0.5
"G0-10468"	"yibT"	1.63
"EG11192"	"yicC"	1.68
"EG11683"	"yicG"	"NA"
"EG11684"	"yicH"	0.49
"EG11685"	"yicI"	"NA"
"EG11686"	"yicJ"	"NA"
"EG11688"	"yicL"	0.8
"EG11690"	"yicN"	"NA"
"EG11691"	"yicO"	"NA"
"EG11312"	"yicR"	0.01
"G0-10469"	"yicS"	"NA"
"EG11195"	"yidA"	1.97
"EG11196"	"yidB"	1.71
"EG11197"	"yidC"	0.77
"G0-10470"	"yidD"	0.06
"EG11536"	"yidE"	0.31
"EG11694"	"yidF"	"NA"
"EG11695"	"yidG"	"NA"
"EG11696"	"yidH"	"NA"
"EG11697"	"yidI"	"NA"
"EG11705"	"yidJ"	"NA"
"EG11706"	"yidK"	"NA"
"EG11707"	"yidL"	"NA"
"EG11711"	"yidP"	"NA"
"EG11712"	"yidQ"	0.71
"EG11713"	"yidR"	1.31
"EG11719"	"yidX"	0.07
"EG11721"	"yidZ"	0.35
"EG11722"	"yieE"	0.41
"EG11723"	"yieF"	1.53
"EG11725"	"yieH"	0.71
"EG11728"	"yieK"	"NA"
"EG11729"	"yieL"	"NA"
"EG11733"	"yieP"	1.55
"EG11260"	"yifB"	"NA"
"EG11450"	"yifE"	1.46
"EG11459"	"yifK"	0.84
"G0-10471"	"yifL"	2.3
"EG11201"	"yigA"	0.32
"EG11202"	"yigB"	0.9
"EG11462"	"yigE"	"NA"
"EG11464"	"yigF"	"NA"
"EG11465"	"yigG"	"NA"
"EG11467"	"yigI"	1.77
"EG11470"	"yigL"	1.26
"EG11471"	"yigM"	0.44
"EG11474"	"yigP"	0.44
"EG11484"	"yigZ"	0.22
"EG11203"	"yihA"	1.71
"EG11830"	"yihD"	3.32
"EG11832"	"yihF"	"NA"
"EG11833"	"yihG"	0.84
"EG11835"	"yihI"	2.97
"EG11838"	"yihL"	"NA"
"EG11839"	"yihM"	"NA"
"EG11840"	"yihN"	"NA"
"EG11841"	"yihO"	"NA"
"EG11842"	"yihP"	"NA"
"EG11843"	"yihQ"	"NA"
"EG11844"	"yihR"	"NA"
"EG11845"	"yihS"	"NA"
"EG11846"	"yihT"	"NA"
"EG11847"	"yihU"	"NA"
"EG11848"	"yihV"	"NA"
"EG11849"	"yihW"	0.7
"EG11850"	"yihX"	0.61
"EG11851"	"yihY"	0.22
"EG11853"	"yiiD"	0.77
"EG11854"	"yiiE"	"NA"
"EG11855"	"yiiF"	"NA"
"EG11860"	"yiiG"	"NA"
"EG11870"	"yiiM"	1.7
"EG11874"	"yiiQ"	0.78
"EG11875"	"yiiR"	0.86
"EG11876"	"yiiS"	1.22
"EG11882"	"yiiX"	0.07
"EG11395"	"yijD"	1.2
"EG11902"	"yijE"	0.27
"EG11903"	"yijF"	"NA"
"EG11913"	"yijO"	"NA"
"EG11914"	"yijP"	1.19
"EG11206"	"yjaA"	"NA"
"EG11207"	"yjaB"	"NA"
"EG11916"	"yjaG"	1.37
"EG11917"	"yjaH"	0.04
"EG11429"	"yjaZ"	"NA"
"EG11919"	"yjbB"	0.81
"EG11922"	"yjbD"	"NA"
"EG11923"	"yjbE"	"NA"
"EG11924"	"yjbF"	"NA"
"EG11925"	"yjbG"	"NA"
"EG11926"	"yjbH"	"NA"
"EG11928"	"yjbJ"	0.32
"EG11930"	"yjbL"	"NA"
"EG11931"	"yjbM"	"NA"
"EG11935"	"yjbQ"	0.39
"EG11936"	"yjbR"	1.23
"G0-10607"	"yjbS"	"NA"
"G0-10606"	"yjbT"	"NA"
"EG11937"	"yjcB"	0.76
"EG11938"	"yjcC"	"NA"
"EG11939"	"yjcD"	1.12
"EG11940"	"yjcE"	0.7
"EG11941"	"yjcF"	"NA"
"EG11943"	"yjcH"	"NA"
"EG11951"	"yjcO"	0.73
"EG11955"	"yjcS"	"NA"
"G7823"	"yjcZ"	"NA"
"EG11210"	"yjdA"	"NA"
"EG12176"	"yjdC"	0.86
"G7825"	"yjdF"	"NA"
"G7828"	"yjdI"	"NA"
"G7829"	"yjdJ"	"NA"
"G7830"	"yjdK"	"NA"
"EG12469"	"yjdL"	"NA"
"EG10711"	"yjdM"	5.11
"EG10712"	"yjdN"	"NA"
"G0-10472"	"yjdO"	"NA"
"G0-9541"	"yjdP"	"NA"
"EG11211"	"yjeA"	1.57
"EG11757"	"yjeE"	1.16
"EG11758"	"yjeF"	0.27
"G7833"	"yjeH"	0.33
"G7834"	"yjeI"	1.73
"G7835"	"yjeJ"	"NA"
"G7836"	"yjeK"	0.94
"EG12475"	"yjeM"	0.6
"G7838"	"yjeN"	"NA"
"G7839"	"yjeO"	"NA"
"G7840"	"yjeP"	0.38
"G7843"	"yjeS"	0.33
"G7844"	"yjeT"	"NA"
"G0-10642"	"yjeV"	"NA"
"EG11812"	"yjfC"	"NA"
"EG12439"	"yjfF"	"NA"
"G7846"	"yjfI"	"NA"
"G7847"	"yjfJ"	"NA"
"G7848"	"yjfK"	"NA"
"G7849"	"yjfL"	"NA"
"G7850"	"yjfM"	"NA"
"G7851"	"yjfN"	"NA"
"G7853"	"yjfP"	"NA"
"G7861"	"yjfY"	"NA"
"G7862"	"yjfZ"	"NA"
"EG11410"	"yjgA"	1.3
"G7877"	"yjgF"	3.32
"G7879"	"yjgH"	"NA"
"G7882"	"yjgJ"	2.41
"G7884"	"yjgL"	"NA"
"G7886"	"yjgM"	2.51
"G7887"	"yjgN"	"NA"
"G7890"	"yjgR"	0.7
"G7899"	"yjgZ"	"NA"
"EG12544"	"yjhB"	"NA"
"G7901"	"yjhC"	1.53
"EG12548"	"yjhF"	"NA"
"G7910"	"yjhG"	0.43
"G7911"	"yjhH"	"NA"
"G7912"	"yjhI"	"NA"
"G7916"	"yjhP"	"NA"
"G7917"	"yjhQ"	"NA"
"G7909"	"yjhU"	0.7
"G0-10473"	"yjhX"	"NA"
"EG10021"	"yjiA"	1.04
"G7922"	"yjiC"	"NA"
"G7926"	"yjiG"	0.03
"G7927"	"yjiH"	"NA"
"G7929"	"yjiJ"	"NA"
"G7930"	"yjiK"	"NA"
"G7931"	"yjiL"	"NA"
"G7932"	"yjiM"	"NA"
"G7933"	"yjiN"	"NA"
"G7936"	"yjiR"	0.24
"G7937"	"yjiS"	"NA"
"G7941"	"yjiX"	0.51
"G7942"	"yjiY"	0.94
"EG11214"	"yjjA"	1.67
"EG11215"	"yjjB"	"NA"
"EG12115"	"yjjG"	0.7
"EG12171"	"yjjI"	"NA"
"EG12342"	"yjjJ"	0.35
"EG12343"	"yjjK"	1.98
"EG12587"	"yjjL"	"NA"
"G7944"	"yjjM"	"NA"
"G7945"	"yjjN"	"NA"
"G7946"	"yjjP"	"NA"
"G7947"	"yjjQ"	"NA"
"G7951"	"yjjU"	0.59
"G7952"	"yjjV"	0.25
"G7953"	"yjjW"	"NA"
"EG12600"	"yjjX"	1.89
"G7954"	"yjjY"	"NA"
"G0-10474"	"yjjZ"	"NA"
"EG12309"	"yjtD"	1.95
"G6128"	"ykfA"	"NA"
"G6125"	"ykfB"	"NA"
"G6124"	"ykfF"	"NA"
"G6122"	"ykfG"	"NA"
"G0-10432"	"ykfH"	"NA"
"G6120"	"ykfI"	"NA"
"G0-10583"	"ykfM"	"NA"
"G6171"	"ykgB"	"NA"
"G6174"	"ykgC"	"NA"
"G6175"	"ykgD"	"NA"
"G6176"	"ykgE"	"NA"
"G6177"	"ykgF"	"NA"
"G6178"	"ykgG"	"NA"
"G6180"	"ykgH"	"NA"
"G6173"	"ykgI"	"NA"
"G6159"	"ykgJ"	"NA"
"G6166"	"ykgL"	"NA"
"G6167"	"ykgM"	"NA"
"G0-10434"	"ykgO"	"NA"
"G0-10654"	"ykgR"	"NA"
"G6252"	"ylaB"	0.26
"G6253"	"ylaC"	1.5
"G6284"	"ylbA"	1.76
"G6289"	"ylbF"	"NA"
"G0-10435"	"ylcG"	"NA"
"G0-10584"	"ylcH"	"NA"
"G0-10585"	"ylcI"	"NA"
"G6433"	"yliE"	0.36
"G6434"	"yliF"	0.75
"G6437"	"yliI"	"NA"
"G6438"	"yliJ"	2.09
"G6492"	"ymbA"	0.92
"G6512"	"ymcE"	0.01
"G6549"	"ymdA"	"NA"
"G6550"	"ymdB"	"NA"
"G0-10443"	"ymdF"	"NA"
"G6579"	"ymfA"	"NA"
"G6582"	"ymfD"	"NA"
"G6583"	"ymfE"	"NA"
"G6587"	"ymfI"	"NA"
"G6588"	"ymfJ"	"NA"
"G6591"	"ymfL"	"NA"
"G6592"	"ymfM"	"NA"
"G6597"	"ymfQ"	"NA"
"G6594"	"ymfR"	"NA"
"G6605"	"ymgA"	"NA"
"G6607"	"ymgC"	"NA"
"G6611"	"ymgD"	2.49
"G6624"	"ymgE"	"NA"
"G0-10261"	"ymgF"	"NA"
"G6612"	"ymgG"	1.65
"G0-10589"	"ymgI"	"NA"
"G0-10590"	"ymgJ"	"NA"
"G0-10512"	"ymiA"	0.93
"G6642"	"ymjA"	"NA"
"G6666"	"ynaI"	0.71
"G6668"	"ynaJ"	1.61
"G6688"	"ynaK"	"NA"
"G6727"	"ynbA"	"NA"
"G6728"	"ynbB"	"NA"
"G6729"	"ynbC"	"NA"
"G6730"	"ynbD"	"NA"
"G6704"	"ynbE"	"NA"
"G0-10646"	"ynbG"	"NA"
"G6762"	"yncD"	1.32
"G6763"	"yncE"	2.57
"G6765"	"yncG"	"NA"
"G6766"	"yncH"	"NA"
"G6747"	"yncJ"	"NA"
"G0-8887"	"yncL"	"NA"
"G6807"	"yneE"	0.74
"G6808"	"yneF"	0.03
"G6809"	"yneG"	0.65
"G6810"	"yneH"	0.75
"G6812"	"yneJ"	0.83
"G6813"	"yneK"	"NA"
"G0-8892"	"yneM"	"NA"
"G6840"	"ynfA"	"NA"
"G6841"	"ynfB"	2.23
"G6843"	"ynfC"	0.79
"G6844"	"ynfD"	"NA"
"G6845"	"ynfE"	"NA"
"G6846"	"ynfF"	"NA"
"G6847"	"ynfG"	"NA"
"G6848"	"ynfH"	0.11
"G6851"	"ynfK"	"NA"
"G6853"	"ynfL"	"NA"
"G6854"	"ynfM"	"NA"
"G6824"	"ynfN"	"NA"
"G0-10452"	"ynfO"	"NA"
"G0-10594"	"ynhF"	2.19
"G6904"	"ynhG"	"NA"
"G6930"	"yniA"	"NA"
"G6931"	"yniB"	0.91
"G6932"	"yniC"	2.58
"G0-10453"	"yniD"	"NA"
"G6948"	"ynjA"	"NA"
"G6949"	"ynjB"	0.95
"G6950"	"ynjC"	"NA"
"G6951"	"ynjD"	"NA"
"G6952"	"ynjE"	1.94
"G6953"	"ynjF"	0.94
"G6955"	"ynjH"	"NA"
"G6956"	"ynjI"	"NA"
"G6992"	"yoaA"	0.2
"G6993"	"yoaB"	4.08
"G6994"	"yoaC"	"NA"
"G6997"	"yoaE"	0.65
"G6979"	"yoaF"	"NA"
"G6982"	"yoaG"	"NA"
"G6995"	"yoaH"	"NA"
"G6974"	"yoaI"	"NA"
"G0-10648"	"yoaJ"	1.49
"G0-10649"	"yoaK"	0.2
"G7014"	"yobA"	3.05
"G7015"	"yobB"	"NA"
"G6998"	"yobD"	0.57
"G7000"	"yobF"	0.02
"G0-10454"	"yobH"	"NA"
"G0-10644"	"yobI"	"NA"
"G7062"	"yodB"	"NA"
"G7050"	"yodC"	"NA"
"G7046"	"yodD"	"NA"
"G0-9121"	"yoeB"	0.4
"G0-10643"	"yoeI"	1.44
"EG12016"	"yohC"	"NA"
"EG12017"	"yohD"	"NA"
"EG12019"	"yohF"	"NA"
"EG12023"	"yohJ"	"NA"
"EG12024"	"yohK"	"NA"
"#N/A"	"yohN"	1.83
"G0-10459"	"yohO"	1.38
"G0-10652"	"yohP"	"NA"
"EG12070"	"yojI"	0.67
"G0-10595"	"yojO"	"NA"
"#N/A"	"ypaA"	"NA"
"G7243"	"ypdA"	0.53
"G7244"	"ypdB"	0.55
"G7245"	"ypdC"	"NA"
"G7247"	"ypdE"	"NA"
"G7248"	"ypdF"	"NA"
"G7239"	"ypdI"	"NA"
"G0-10647"	"ypdK"	0.82
"G7269"	"ypeA"	0.68
"G0-10462"	"ypeB"	0.35
"G7252"	"ypeC"	"NA"
"G7295"	"ypfG"	"NA"
"G7296"	"ypfH"	1.15
"G7298"	"ypfJ"	0.9
"G0-8888"	"ypfM"	1.74
"G0-10463"	"ypfN"	0.99
"G7337"	"yphA"	"NA"
"G7338"	"yphB"	"NA"
"G7339"	"yphC"	"NA"
"G7340"	"yphD"	"NA"
"G7341"	"yphE"	"NA"
"G7342"	"yphF"	"NA"
"G7343"	"yphG"	"NA"
"G7344"	"yphH"	"NA"
"G7382"	"ypjA"	0.1
"G7355"	"ypjD"	0.81
"G7381"	"ypjF"	"NA"
"G0-10464"	"ypjJ"	"NA"
"G7370"	"ypjK"	"NA"
"G7407"	"yqaA"	0.02
"G7408"	"yqaB"	0.57
"G7396"	"yqaE"	2.52
"G7448"	"yqcA"	1.18
"G7450"	"yqcC"	1.7
"EG13174"	"yqcE"	"NA"
"G0-10655"	"yqcG"	"NA"
"G7493"	"yqeA"	"NA"
"G7494"	"yqeB"	"NA"
"G7495"	"yqeC"	"NA"
"G7464"	"yqeF"	0.61
"G7465"	"yqeG"	1.1
"G7466"	"yqeH"	"NA"
"G7467"	"yqeI"	"NA"
"G7468"	"yqeJ"	"NA"
"G7469"	"yqeK"	"NA"
"G0-10650"	"yqeL"	"NA"
"G7512"	"yqfA"	0.16
"G7513"	"yqfB"	2.17
"G0-10656"	"yqfG"	"NA"
"G7534"	"yqgA"	"NA"
"G7521"	"yqgB"	0.46
"G7522"	"yqgC"	"NA"
"G7524"	"yqgE"	1.31
"G7525"	"yqgF"	0.63
"G7559"	"yqhA"	1.11
"G7563"	"yqhC"	1.35
"G7564"	"yqhD"	2.4
"G7566"	"yqhG"	"NA"
"G7567"	"yqhH"	"NA"
"G7578"	"yqiA"	0.23
"G7580"	"yqiB"	0.23
"G7582"	"yqiC"	4.52
"G7586"	"yqiH"	"NA"
"G7587"	"yqiI"	"NA"
"G7588"	"yqiJ"	"NA"
"G7589"	"yqiK"	"NA"
"G7609"	"yqjA"	0.59
"G7611"	"yqjC"	2.13
"G7612"	"yqjD"	3.12
"G7613"	"yqjE"	0.24
"G7615"	"yqjF"	"NA"
"G7616"	"yqjG"	"NA"
"G7593"	"yqjH"	2.83
"G7594"	"yqjI"	2.61
"G7614"	"yqjK"	0.14
"G7637"	"yraH"	"NA"
"G7638"	"yraI"	"NA"
"G7639"	"yraJ"	"NA"
"G7640"	"yraK"	"NA"
"G7642"	"yraM"	0.64
"G7643"	"yraN"	0.05
"G7644"	"yraP"	1.28
"G7645"	"yraQ"	1.32
"G7646"	"yraR"	"NA"
"G7657"	"yrbA"	2.02
"EG12802"	"yrbG"	0.11
"G7667"	"yrbL"	0.61
"G0-10651"	"yrbN"	0.15
"G7696"	"yrdA"	1.76
"G7697"	"yrdB"	0.64
"G7699"	"yrdD"	0.22
"G7741"	"yrfF"	0.46
"G7742"	"yrfG"	0.59
"G7763"	"yrhB"	"NA"
"G0-10603"	"yrhD"	"NA"
"EG12277"	"ysaA"	"NA"
"G0-10467"	"ysaB"	"NA"
"G7804"	"ysgA"	"NA"
"G0-10657"	"yshB"	1.75
"G0-10608"	"ytcA"	"NA"
"G7864"	"ytfB"	0.66
"G7866"	"ytfE"	"NA"
"G7867"	"ytfF"	0.26
"G7869"	"ytfH"	"NA"
"G7870"	"ytfI"	"NA"
"G7871"	"ytfJ"	1.72
"G7872"	"ytfK"	0.76
"G7873"	"ytfL"	0.88
"G7874"	"ytfM"	0.45
"G7875"	"ytfN"	0.24
"G7876"	"ytfP"	0.76
"EG12517"	"ytfQ"	"NA"
"EG12518"	"ytfR"	"NA"
"EG12520"	"ytfT"	"NA"
"G0-10616"	"ythA"	"NA"
"G0-10475"	"ytjA"	"NA"
