Frame ID	Name	Left	Right	Direction	Genes	Promoter	Terminators
TU0-6646	deoBD	4617590	4619682	+	"[""EG10222"", ""EG10220""]"	PM00507	"[""TERM88""]"
TU0-6647	dnaQ	235934	236800	+	"[""EG10243""]"	PM00330	"[""TERM_WC-498""]"
TU0-6648	dnaQ	236017	236800	+	"[""EG10243""]"	PM00331	"[""TERM_WC-496""]"
TU0-6649	glnHPQ	844962	847421	-	"[""EG10389"", ""EG10388"", ""EG10386""]"	PM00352	"[""TERM_WC-799""]"
TU0-6650	hisBHAFI	2091384	2095251	+	"[""EG10451"", ""EG10448"", ""EG10444"", ""EG10450"", ""EG10445""]"	PM00398	"[""TERM_WC-919""]"
TU0-6651	ilvA	3953258	3955146	+	"[""EG10493""]"	PM00477	"[""ILVA-RHO-TERMINATOR"", ""TERM165""]"
TU0-6652	nagD	698795	699575	-	"[""EG10634""]"	PM00345	"[""TERM_WC-1425""]"
TU0-6653	pheLA	2735601	2736962	+	"[""EG10707"", ""EG11271""]"	PM00419	"[""AROF-TYRA-TERMINATOR""]"
TU0-6654	pnp	3307021	3309348	-	"[""EG10743""]"	PM00438	"[""TERM86""]"
TU0-6657	rplT	1797387	1797787	-	"[""EG10881""]"	PM00375	"[""RPLT-T2""]"
TU0-6660	rpsO-pnp	3307021	3309808	-	"[""EG10743"", ""EG10914""]"	PM00439	"[""TERM86""]"
TU0-6661	ruvAB	1942243	1944040	-	"[""RUVB"", ""RUVA""]"	PM00385	"[""TERM0923"", ""TERM0921""]"
TU0-6683	ptrA	2954016	2957033	-	"[""EG10786""]"	PM00428	"[""TERM_WC-1717""]"
TU0-6685	rnhA	235533	236041	-	"[""EG10860""]"	PM00332	"[""TERM_WC-1893""]"
TU0-6686	uvrYC	1990896	1993430	-	"[""EG11063"", ""EG11140""]"	PM00389	"[""TERM_WC-2316""]"
TU0-6687	valS	4478955	4481942	-	"[""EG11067""]"	PM00505	"[""VALS""]"
TU0-6702	sdhDAB	754627	757673	+	"[""EG10932"", ""EG10931"", ""EG10934""]"	PM00350	"[""TERM01023""]"
TU0-6821	cstA	629096	631314	+	"[""EG10167""]"	PM0-7161	"[""TERM0-1110""]"
TU0-6822	cstA	629087	631314	+	"[""EG10167""]"	PM0-7162	"[""TERM0-1110""]"
TU0-6823	cstA	629078	631314	+	"[""EG10167""]"	PM0-7163	"[""TERM0-1110""]"
TU0-6843	nanCM	4535680	4537951	-	"[""G7920"", ""G7921""]"	PM0-7183	"[""TERM_WC-1428""]"
TU0-6861	ilvIH	85453	87850	+	"[""EG10499"", ""EG10500""]"	PM00322	"[""TERM_WC-1001""]"
TU0-6881	ilvIH	85420	87850	+	"[""EG10499"", ""EG10500""]"	PM00321	"[""TERM_WC-1002""]"
TU0-6882	ilvIH	85540	87850	+	"[""EG10499"", ""EG10500""]"	PM00323	"[""TERM_WC-1000""]"
TU0-6884	carB	30775	34040	+	"[""EG10135""]"	PM00319	"[""TERM_WC-259""]"
TU0-6885	yhfG-fic-pabA	3488286	3489669	-	"[""EG10682"", ""EG10307"", ""EG12374""]"	PM00447	"[""TERM_WC-3426""]"
TU0-6886	argE	4151717	4153101	-	"[""EG11286""]"	PM00492	"[""TERM_WC-130""]"
TU0-6921	talA-tktB	2576610	2579663	+	"[""EG12100"", ""EG11797""]"	PM0-7261	"[""TERM_WC-2140""]"
TU0-6941	rhoL-rho	3964185	3965701	+	"[""EG12428"", ""EG10845""]"	PM00481	"[""TERM_WC-1839""]"
TU0-6942	lepAB	2702355	2705218	-	"[""EG10529"", ""EG10530""]"	PM00416	"[""TERM_WC-1130""]"
TU0-6981	cspI	1636477	1636836	-	"[""G6825""]"	PM0-7321	"[""TERM_WC-368""]"
TU0-6982	cspB	1639361	1639739	-	"[""EG12203""]"	PM0-7322	"[""TERM_WC-351""]"
TU0-6983	cspG	1050528	1050898	+	"[""G6511""]"	PM0-7323	"[""TERM_WC-359""]"
TU0-7	tsr	4589435	4591337	+	"[""EG11034""]"	PM0-8	"[""TERM_WC-2250""]"
TU0-7001	gcd	138801	141279	-	"[""EG10369""]"	PM0-2223	"[""TERM0703""]"
TU0-7002	rpoBC	4179086	4187636	+	"[""EG10895"", ""EG10894""]"	PM00498	"[""TERM82""]"
TU0-7021	hcp-hcr	910403	913068	-	"[""G6456"", ""G6457""]"	PM0-7361	"[""TERM_WC-886""]"
TU0-7042	srlR	2826882	2827844	+	"[""EG10974""]"	PM00640	"[""TERM_WC-2102""]"
TU0-7043	uvrD	3995994	3998170	+	"[""EG11064""]"	PM00482	"[""TERM_WC-2315""]"
TU0-7044	uvrB	812375	814772	+	"[""EG11062""]"	PM00351	"[""TERM_WC-2310""]"
TU0-7061	yzfA	4445997	4446317	-	"[""EG11213""]"	PM00502	"[""TERM_WC-4053""]"
TU0-7081	galP	3086277	3087702	+	"[""EG12148""]"	PM0-7421	"[""TERM_WC-746""]"
TU0-7141	bdm-sra	1553848	1554364	-	"[""EG11508"", ""G6776""]"	PM0-7481	"[""TERM_WC-207""]"
TU0-7161	rfaQGPSBIJYZ-waaU	3796260	3806261	-	"[""EG11423"", ""EG11426"", ""EG11425"", ""EG11353"", ""EG11352"", ""EG11351"", ""EG11350"", ""EG11340"", ""EG11339"", ""EG11341""]"	PM0-7502	"[""TERM_WC-1821""]"
TU0-7162	rfaQGPSBIJYZ-waaU	3796260	3806203	-	"[""EG11423"", ""EG11426"", ""EG11425"", ""EG11353"", ""EG11352"", ""EG11351"", ""EG11350"", ""EG11340"", ""EG11339"", ""EG11341""]"	PM0-7504	"[""TERM_WC-1822""]"
TU0-7163	waaA	3806539	3807842	+	"[""EG10520""]"	PM0-7506	"[""TERM_WC-2328""]"
TU0-7164	waaA	3806279	3807842	+	"[""EG10520""]"	PM0-7507	"[""TERM_WC-2327""]"
TU0-7181	istR-2	3851141	3851280	-	"[""G0-10201""]"	PM0-7521	"[""TERM0-1100""]"
TU0-7182	istR-1	3851141	3851215	-	"[""G0-10202""]"	PM0-7522	"[""TERM0-1100""]"
TU0-7201	hcaR	2666026	2666986	-	"[""G7331""]"	PM0-7541	"[""TERM_WC-879""]"
TU0-7202	hcaEFCBD	2667004	2671273	+	"[""G7336"", ""G7335"", ""G7334"", ""M015"", ""M009""]"	PM0-7542	"[""TERM_WC-878""]"
TU0-7221	prpR	346079	347695	-	"[""G6195""]"	PM0-7561	"[""TERM_WC-1699""]"
TU0-7262	moaBCDE	817200	818972	+	"[""EG11598"", ""EG11597"", ""EG11666"", ""EG11596""]"	PM0-7602	"[""TERM_WC-1338""]"
TU0-7281	yrdD-rimN-aroE-yrdB	3427786	3429984	-	"[""G7697"", ""EG10077"", ""G7698"", ""G7699""]"	PM_WC-662	"[""TERM_WC-4022""]"
TU0-7282	smf	3430456	3431708	-	"[""EG11604""]"	PM0-9369	"[""TERM_WC-2075""]"
TU0-7301	kdgK	3677442	3678373	+	"[""EG12253""]"	PM_WC-144	"[""TERM_WC-1098""]"
TU0-7321	mntH	2509488	2510757	-	"[""G7254""]"	PM0-7661	"[""TERM_WC-1330""]"
TU0-7341	rpiA	3056666	3057375	-	"[""EG11443""]"	PM0-7681	"[""TERM0661""]"
TU0-7342	tktB	2577330	2579663	+	"[""EG12100""]"	PM0-7682	"[""TERM_WC-2186""]"
TU0-7361	ves	1822384	1823008	-	"[""G6938""]"	PM0-7701	"[""TERM_WC-2326""]"
TU0-7401	agp	1064782	1066080	+	"[""EG10033""]"	PM0-7741	"[""TERM0702""]"
TU0-7421	glk	2506446	2507483	-	"[""EG12957""]"	PM0-7761	"[""TERM0741""]"
TU0-7441	galU	1290628	1291590	+	"[""EG11319""]"	PM0-7781	"[""TERM_WC-749""]"
TU0-7461	amyA	2004139	2005698	+	"[""EG11387""]"	PM0-7803	"[""TERM0761""]"
TU0-7501	bglX	2217682	2220142	-	"[""EG12013""]"	PM0-7861	"[""TERM0782""]"
TU0-7521	sthA	4157411	4158825	-	"[""EG11428""]"	PM0-7881	"[""TERM_WC-2120""]"
TU0-7541	evgAS	2481653	2485991	+	"[""EG11610"", ""EG11609""]"	PM0-7921	"[""TERM_WC-595""]"
TU0-7561	evgAS	2481663	2485991	+	"[""EG11610"", ""EG11609""]"	PM0-7941	"[""TERM_WC-596""]"
TU0-7581	polB	63427	65803	-	"[""EG10747""]"	PM0-7961	"[""TERM_WC-1642""]"
TU0-7582	ftsK	932441	936438	+	"[""G6464""]"	PM0-7962	"[""TERM_WC-713""]"
TU0-7601	allA	531614	532159	+	"[""G6275""]"	PM0-7981	"[""TERM_WC-77""]"
TU0-7602	allS	530517	531524	-	"[""G6274""]"	PM0-7982	"[""TERM_WC-81""]"
TU0-7603	gcl-hyi-glxR-ybbVW-allB-ybbY-glxK	533131	542259	+	"[""G6283"", ""G6282"", ""G6281"", ""G6280"", ""G6278"", ""G6277"", ""EG11583""]"	PM0-7983	"[""TERM_WC-762""]"
TU0-7622	allDC-ylbA	542483	545635	-	"[""G6284"", ""G6285"", ""G6286""]"	PM0-8002	"[""TERM_WC-78""]"
TU0-7662	yhhY	3579134	3579651	+	"[""G7758""]"	PM0-8042	"[""TERM_WC-3459""]"
TU0-7681	nohA-ydfN-tfaQ	1632332	1634627	-	"[""G6820"", ""G6821"", ""EG11634""]"	PM0-8061	"[""TERM_WC-1472""]"
TU0-7701	fhuF	4602896	4603717	-	"[""G7949""]"	PM0-8081	"[""TERM_WC-638""]"
TU0-7722	otsBA	1978120	1980466	-	"[""EG11752"", ""EG11751""]"	PM0-8102	"[""TERM0-1145""]"
TU0-7741	ydeP	1582229	1584688	-	"[""G6791""]"	PM0-9849	"[""TERM_WC-2861""]"
TU0-7743	ydeO	1580948	1581711	-	"[""G6789""]"	PM0-9843	"[""TERM_WC-2860""]"
TU0-7744	yegRZ	2165624	2166373	-	"[""G7120"", ""G7122""]"	PM0-10331	"[""TERM_WC-3043""]"
TU0-7745	frc	2490024	2491461	-	"[""G7237""]"	PM0-9855	"[""TERM_WC-684""]"
TU0-7746	yfdX	2491787	2492455	-	"[""G7238""]"	PM0-9856	"[""TERM_WC-3151""]"
TU0-7781	yrbL	3346443	3347108	+	"[""G7667""]"	PM0-8161	"[""TERM_WC-4017""]"
TU0-7783	borD	577821	578144	-	"[""G6312""]"	PM0-8163	"[""TERM_WC-230""]"
TU0-7784	rstAB	1680162	1682209	+	"[""EG11233"", ""G6864""]"	PM0-8164	"[""TERM_WC-1970""]"
TU0-7802	slyB	1717801	1718369	+	"[""G6881""]"	PM0-8182	"[""TERM_WC-2070""]"
TU0-7803	slyB	1717772	1718369	+	"[""G6881""]"	PM0-8183	"[""TERM_WC-2069""]"
TU0-7804	rob	4632462	4633376	-	"[""EG11366""]"	PM0-8184	"[""TERM_WC-1900""]"
TU0-7805	nagA	700824	702398	-	"[""EG10632""]"	PM0-8185	"[""TERM_WC-1421""]"
TU0-7806	hemL	173600	174921	-	"[""EG10432""]"	PM0-8186	"[""TERM_WC-902""]"
TU0-7821	pagP	655749	656342	+	"[""EG12180""]"	PM0-8201	"[""TERM_WC-1540""]"
TU0-7822	ybjG	882013	882731	-	"[""G6439""]"	PM0-8202	"[""TERM_WC-2644""]"
TU0-7823	ompT	583901	584888	-	"[""EG10673""]"	PM0-8203	"[""TERM_WC-1513""]"
TU0-7842	rpsT	20771	21210	-	"[""EG10919""]"	PM0-8222	"[""TERM-RPST""]"
TU0-7844	rpsT	20771	21120	-	"[""EG10919""]"	PM0-8224	"[""TERM-RPST""]"
TU0-7861	lsrACDBFG-tam	1599484	1606130	+	"[""G6806"", ""G6805"", ""G6804"", ""G6803"", ""G6802"", ""G6801"", ""G6800""]"	PM0-8241	"[""TERM_WC-1185""]"
TU0-7881	mdtABCD-baeSR	2152003	2163024	+	"[""EG11618"", ""EG11617"", ""EG12136"", ""G7115"", ""G7114"", ""G7113""]"	PM0-8261	"[""TERM_WC-1242""]"
TU0-7901	mglAC	2234763	2237413	-	"[""EG10594"", ""EG10592""]"	PM0-8281	"[""TERM_WC-1283""]"
TU0-7962	dhaR	1250226	1252210	+	"[""G6628""]"	PM0-8342	"[""TERM_WC-462""]"
TU0-7981	dhaKLM	1246917	1250167	-	"[""EG12399"", ""G6626"", ""G6627""]"	PM0-8361	"[""TERM_WC-460""]"
TU0-8001	glnQ	844962	845854	-	"[""EG10389""]"	PM0-8381	"[""TERM_WC-802""]"
TU0-8021	acrD	2585497	2588732	+	"[""EG10014""]"	PM0-8401	"[""TERM_WC-32""]"
TU0-8044	gatR_2	2169417	2169757	-	"[""EG12162""]"	PM0-8424	"[""TERM_WC-759""]"
TU0-8061	tpiA	4108761	4109547	-	"[""EG11015""]"	PM0-8441	"[""TERM_WC-2213""]"
TU0-8081	pgk-fbaA	3068185	3070879	-	"[""EG10282"", ""EG10703""]"	PM0-8461	"[""TERM_WC-1592""]"
TU0-8082	epd-pgk-fbaA	3068185	3071845	-	"[""EG10282"", ""EG10703"", ""EG10368""]"	PM00591	"[""TERM_WC-579""]"
TU0-8083	pgk	3069453	3070879	-	"[""EG10703""]"	PM0-8461	"[""TERM0902""]"
TU0-8084	aspS	1946686	1948641	-	"[""EG10097""]"	PM0-8464	"[""TERM0924""]"
TU0-8101	pgl	797762	798806	+	"[""G6397""]"	PM0-44616	"[""TERM_WC-1594""]"
TU0-8121	talB	8191	9226	+	"[""EG11556""]"	PM0-9956	"[""TERM0941""]"
TU0-8143	talA-tktB	2576592	2579663	+	"[""EG12100"", ""EG11797""]"	PM0-8523	"[""TERM_WC-2139""]"
TU0-8145	yiaG	3717454	3717793	+	"[""EG12624""]"	PM0-8525	"[""TERM_WC-3501""]"
TU0-8146	ytfK	4437534	4437818	+	"[""G7872""]"	PM0-8526	"[""TERM_WC-4046""]"
TU0-8147	ansP	1522503	1524035	-	"[""G6764""]"	PM0-8527	"[""TERM_WC-107""]"
TU0-8148	ansP	1522503	1524044	-	"[""G6764""]"	PM0-8528	"[""TERM_WC-108""]"
TU0-8149	pheP	601152	602632	+	"[""EG10708""]"	PM0-8529	"[""TERM0961""]"
TU0-8150	msyB	1113028	1113436	-	"[""EG11338""]"	PM0-8530	"[""TERM_WC-1387""]"
TU0-8161	artJ	898871	899849	-	"[""EG11628""]"	PM0-8542	"[""TERM0982""]"
TU0-8181	pfkB	1804347	1805325	+	"[""EG10700""]"	PM0-8561	"[""TERM_WC-1584""]"
TU0-8182	gloA	1725825	1726270	+	"[""G6891""]"	PM0-8562	"[""TERM_WC-804""]"
TU0-8201	ybjP	903173	903746	-	"[""G6450""]"	PM0-8581	"[""TERM_WC-2655""]"
TU0-8202	yggE	3065360	3066148	-	"[""EG11244""]"	PM0-8582	"[""TERM_WC-3295""]"
TU0-8203	yggE	3065360	3066207	-	"[""EG11244""]"	PM0-8583	"[""TERM_WC-3294""]"
TU0-8221	metE	4010907	4013339	+	"[""EG10584""]"	PM0-8601	"[""TERM_WC-1267""]"
TU0-8223	metR	4009884	4010878	-	"[""EG10591""]"	PM0-8603	"[""TERM_WC-1278""]"
TU0-8224	metR	4009884	4010860	-	"[""EG10591""]"	PM0-8604	"[""TERM_WC-1277""]"
TU0-8241	yebC-ruvC	1944839	1946209	-	"[""EG10925"", ""EG11137""]"	PM0-8621	"[""TERM01001""]"
TU0-8242	ruvC	1944839	1945463	-	"[""EG10925""]"	PM0-8622	"[""TERM01001""]"
TU0-8243	nudB-yebC-ruvC	1944839	1946698	-	"[""EG10925"", ""EG11137"", ""EG11138""]"	PM0-8623	"[""TERM01001""]"
TU0-8244	yebB	1944168	1944879	+	"[""EG11136""]"	PM0-8624	"[""TERM_WC-2965""]"
TU0-8245	yebB	1944134	1944879	+	"[""EG11136""]"	PM0-8625	"[""TERM_WC-2966""]"
TU0-8261	ydjM	1808194	1808827	+	"[""G6933""]"	PM0-8641	"[""TERM_WC-2930""]"
TU0-8262	insK	3719088	3720074	+	"[""G7777""]"	PM0-8642	"[""TERM_WC-1051""]"
TU0-8263	dinQ	3645675	3646005	-	"[""G0-9981""]"	PM0-8643	"[""TERM0-1176""]"
TU0-8264	symE	4577520	4577940	-	"[""G7940""]"	PM0-9611	"[""TERM_WC-2133""]"
TU0-8265	ybfE	710826	711162	-	"[""EG11775""]"	PM0-10247	"[""TERM_WC-2579""]"
TU0-8266	hokE	606954	607213	+	"[""G0-9582""]"	PM0-10246	"[""TERM_WC-932""]"
TU0-8267	cho	1821516	1822428	+	"[""G6937""]"	PM0-10248	"[""TERM_WC-290""]"
TU0-8281	rimJ	1124745	1125371	+	"[""EG10851""]"	PM0-8661	"[""TERM_WC-1859""]"
TU0-8301	ackA-pta	2411492	2414915	+	"[""EG20173"", ""EG10027""]"	PM_WC-4	"[""TERM_WC-18""]"
TU0-8302	pta	2412769	2414915	+	"[""EG20173""]"	PM_WC-223	"[""TERM_WC-1715""]"
TU0-8321	dut-slmA	3811875	3813115	+	"[""EG11191"", ""EG10251""]"	PM0-8701	"[""TERM_WC-521""]"
TU0-8323	lolB-ispE-prs	1260118	1262779	-	"[""EG10774"", ""EG11294"", ""EG11293""]"	PM0-8703	"[""TERM4""]"
TU0-8324	narK	1277044	1278573	+	"[""EG10642""]"	PM0-8704	"[""TERM_WC-1436""]"
TU0-8325	acrR	484923	485634	+	"[""EG12116""]"	PM0-8705	"[""TERM_WC-33""]"
TU0-8326	yoeA	2066659	2067053	+	"[""G7075""]"	PM_WC-632	"[""TERM_WC-3903""]"
TU0-8327	yqjH	3213747	3214560	-	"[""G7593""]"	PM0-36183	"[""TERM_WC-3992""]"
TU0-8328	yegS	2166582	2167637	+	"[""G7123""]"	PM0-45221	"[""TERM_WC-3047""]"
TU0-8329	gatR_1	2167715	2168163	-	"[""G8207""]"	PM_WC-92	"[""TERM_WC-758""]"
TU0-8330	zinT	2039370	2040051	+	"[""G7061""]"	PM0-8710	"[""TERM_WC-4058""]"
TU0-8331	ydhB	1736888	1737833	-	"[""EG12140""]"	PM0-45023	"[""TERM_WC-2885""]"
TU0-8332	ydhP	1734143	1735314	-	"[""G6893""]"	PM_WC-409	"[""TERM_WC-2895""]"
TU0-8334	ybiS	854045	855009	-	"[""G6422""]"	PM0-8714	"[""TERM_WC-2631""]"
TU0-8335	mltF	2693789	2695381	+	"[""EG11373""]"	PM0-8715	"[""TERM_WC-1318""]"
TU0-8336	fbp	4452632	4453632	-	"[""EG10283""]"	PM_WC-79	"[""TERM_WC-614""]"
TU0-8337	barA	2913079	2915837	+	"[""EG11367""]"	PM_WC-19	"[""TERM_WC-193""]"
TU0-8338	ygcG	2903688	2904607	+	"[""G7444""]"	PM0-45474	"[""TERM_WC-3253""]"
TU0-8339	ygcF	2902767	2903628	-	"[""G7443""]"	PM0-45473	"[""TERM_WC-3251""]"
TU0-8340	fliE	2010722	2011117	-	"[""EG11346""]"	PM0-8720	"[""TERM_WC-664""]"
TU0-8341	rtcR	3556290	3557890	+	"[""EG12356""]"	PM0-8721	"[""TERM_WC-1978""]"
TU0-8343	scpA-argK-scpBC	3058872	3064304	+	"[""G7517"", ""G7516"", ""EG11445"", ""EG11444""]"	PM_WC-258	"[""TERM_WC-2010""]"
TU0-8344	hypABCDE-fhlA	2848649	2854440	+	"[""EG10301"", ""EG10487"", ""EG10486"", ""EG10485"", ""EG10484"", ""EG10483""]"	PM00210	"[""TERM_WC-967""]"
TU0-8345	hypBCDE-fhlA	2848861	2854440	+	"[""EG10301"", ""EG10487"", ""EG10486"", ""EG10485"", ""EG10484""]"	PM00574	"[""TERM_WC-968""]"
TU0-8346	frlABCDR	3497792	3502807	+	"[""G7727"", ""G7726"", ""G7724"", ""G7723"", ""EG12908""]"	PM0-45742	"[""TERM_WC-689""]"
TU0-8347	dcuSR	4347336	4349708	-	"[""G7826"", ""G7827""]"	PM0-8728	"[""TERM_WC-439""]"
TU0-8349	macB	919317	921518	+	"[""G6462""]"	PM0-8730	"[""TERM_WC-1204""]"
TU0-8350	macB	919560	921518	+	"[""G6462""]"	PM0-8731	"[""TERM_WC-1203""]"
TU0-8351	bssS	1119922	1120281	-	"[""G6557""]"	PM0-8732	"[""TERM_WC-236""]"
TU0-8352	bssS	1119922	1120255	-	"[""G6557""]"	PM0-8733	"[""TERM_WC-235""]"
TU0-8353	ldhA	1439876	1440939	-	"[""G592""]"	PM0-8734	"[""TERM_WC-1126""]"
TU0-8354	bcsBZ	3687176	3690696	-	"[""EG12258"", ""EG12259""]"	PM0-8735	"[""TERM_WC-201""]"
TU0-8355	mutM	3808364	3809300	-	"[""EG10329""]"	PM0-8736	"[""TERM_WC-1406""]"
TU0-8356	ybbN	516647	517714	-	"[""G6268""]"	PM0-8737	"[""TERM_WC-2515""]"
TU0-8357	ybbN	516647	517792	-	"[""G6268""]"	PM0-8738	"[""TERM_WC-2514""]"
TU0-8359	gapC_1C_2	1487735	1488737	-	"[""EG12103"", ""G8205""]"	PM_WC-91	"[""TERM_WC-756""]"
TU0-8360	treF	3667574	3669266	+	"[""EG12245""]"	PM0-46122	"[""TERM_WC-2222""]"
TU0-8361	pcnB-folK	157251	159151	-	"[""EG11374"", ""EG10690""]"	PM0-8743	"[""TERM_WC-1561""]"
TU0-8362	pcnB-folK	157251	159195	-	"[""EG11374"", ""EG10690""]"	PM0-8744	"[""TERM_WC-1560""]"
TU0-8364	rssB	1289443	1290480	+	"[""EG12121""]"	PM0-8746	"[""TERM_WC-1969""]"
TU0-8365	bcsABZC	3683721	3693259	-	"[""EG12257"", ""EG12258"", ""EG12259"", ""EG12260""]"	PM_WC-22	"[""TERM_WC-200""]"
TU0-8366	bcsQ	3693254	3693984	-	"[""EG12261""]"	PM_WC-23	"[""TERM_WC-204""]"
TU0-8367	rssAB	1288329	1290480	+	"[""EG12121"", ""EG12120""]"	PM0-8749	"[""TERM_WC-1968""]"
TU0-8368	cobUST	2061410	2063996	-	"[""EG12151"", ""EG12150"", ""EG13238""]"	PM0-8751	"[""TERM_WC-321""]"
TU0-8373	bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE	197026	208610	+	"[""EG10238"", ""EG10861"", ""EG10546"", ""EG10545"", ""EG11284"", ""EG10316"", ""EG10455"", ""G6093""]"	PM0-8756	"[""TERM_WC-189""]"
TU0-8375	ybfHG	715168	715864	-	"[""EG11778"", ""EG11777""]"	PM0-8758	"[""TERM_WC-2581""]"
TU0-8380	lpp	1755320	1755683	+	"[""EG10544""]"	PM0-8763	"[""TERM_WC-1172""]"
TU0-8454	ybgIJKL-nei	741842	745951	+	"[""G6383"", ""G6382"", ""G6381"", ""G6380"", ""G6379""]"	PM0-8841	"[""TERM_WC-2594""]"
TU0-8455	ybgIJKL-nei	742021	745951	+	"[""G6382"", ""G6383"", ""G6381"", ""G6380"", ""G6379""]"	PM0-8842	"[""TERM_WC-2593""]"
TU0-8456	ydgK-rsxABCDGE-nth	1703231	1710184	+	"[""EG10662"", ""G6876"", ""G6875"", ""G6874"", ""G6873"", ""G6872"", ""G6871"", ""G6870""]"	PM0-8843	"[""TERM_WC-2884""]"
TU0-8458	rsxABCDGE-nth	1703779	1710184	+	"[""EG10662"", ""G6876"", ""G6875"", ""G6874"", ""G6873"", ""G6872"", ""G6871""]"	PM0-8845	"[""TERM_WC-1973""]"
TU0-8464	rplL	4178583	4178950	+	"[""EG10873""]"	PM0-8900	"[""TERM_WC-1903""]"
TU0-8469	fbaB	2175532	2176689	-	"[""G7129""]"	PM0-8905	"[""TERM_WC-613""]"
TU0-8471	pgaABCD	1085327	1091746	-	"[""G6528"", ""G6529"", ""G6530"", ""G6531""]"	PM0-8907	"[""TERM_WC-1589""]"
TU0-8472	argA	2947178	2948597	+	"[""EG10063""]"	PM0-8908	"[""TERM_WC-127""]"
TU0-8473	tppB	1710695	1712297	+	"[""G6877""]"	PM0-8909	"[""TERM_WC-2216""]"
TU0-8474	rpsO	3309394	3309808	-	"[""EG10914""]"	PM00439	"[""RPSOT1""]"
TU0-8475	yciZT	1341619	1342662	-	"[""G0-10591"", ""G6638""]"	PM0-8911	"[""TERM_WC-2778""]"
TU0-8476	metY	3316053	3316397	-	"[""EG30061""]"	PM00672	"[""METYT2"", ""METYT1""]"
TU0-8477	cysS	553800	555221	+	"[""EG10196""]"	PM0-8913	"[""TERM_WC-408""]"
TU0-8478	dosCP	1561300	1565164	-	"[""G6783"", ""G6784""]"	PM_WC-60	"[""TERM0-1161""]"
TU0-8479	appY	582790	583655	+	"[""EG10050""]"	PM0-8915	"[""TERM_WC-116""]"
TU0-8480	erpA	176561	176956	+	"[""EG12332""]"	PM0-8916	"[""TERM_WC-586""]"
TU0-8481	nfuA	3543618	3544223	+	"[""G7748""]"	PM0-8917	"[""TERM_WC-1455""]"
TU0-8482	ydiU	1787830	1789278	-	"[""G6924""]"	PM0-8918	"[""TERM_WC-2919""]"
TU0-8484	napFDAGHBC	2295677	2301717	-	"[""EG12060"", ""EG12061"", ""EG12062"", ""EG12064"", ""EG12067"", ""EG12143"", ""EG12068""]"	PM0-8920	"[""TERM_WC-1432""]"
TU0-8485	oxyS	4156306	4156417	-	"[""EG31116""]"	PM0-10525	"[""TERM_WC-1529""]"
TU0-8486	panD	146312	146745	-	"[""EG11747""]"	PM0-36223	"[""TERM_WC-1544""]"
TU0-8487	pdxK	2534406	2535341	-	"[""G7259""]"	PM0-10092	"[""TERM_WC-1567""]"
TU0-8488	pepE	4227474	4228165	-	"[""EG11920""]"	PM_WC-207	"[""TERM_WC-1576""]"
TU0-8489	pepN	989814	992459	+	"[""EG10696""]"	PM0-10010	"[""TERM_WC-1577""]"
TU0-8490	pepT	1185046	1186295	+	"[""EG11549""]"	PM0-8926	"[""TERM_WC-1579""]"
TU0-8491	pitA	3635635	3637166	+	"[""EG12230""]"	PM0-8927	"[""TERM_WC-1623""]"
TU0-8492	ppA	4447143	4447709	-	"[""EG10755""]"	PM0-10191	"[""TERM_WC-1651""]"
TU0-8493	proC	404057	404910	-	"[""EG10769""]"	PM0-9975	"[""TERM_WC-1689""]"
TU0-8494	purT	1928879	1930085	+	"[""EG11809""]"	PM0-45126	"[""TERM_WC-1731""]"
TU0-8495	rdgC	408330	409243	-	"[""EG12158""]"	PM_WC-231	"[""TERM_WC-1792""]"
TU0-8496	rdlA	1268546	1268614	+	"[""G0-9603""]"	PM0-44816	"[""TERM_WC-1793""]"
TU0-8497	rdlB	1269079	1269148	+	"[""G0-9606""]"	PM0-44818	"[""TERM_WC-1794""]"
TU0-8498	rdlC	1269614	1269685	+	"[""G0-9608""]"	PM0-44820	"[""TERM_WC-1795""]"
TU0-8499	rfaH	4022354	4022896	-	"[""EG10839""]"	PM0-45927	"[""TERM_WC-1819""]"
TU0-8500	rhlE	830006	831461	+	"[""EG11235""]"	PM0-44625	"[""TERM_WC-1838""]"
TU0-8501	rhtB	4006460	4007082	-	"[""EG11469""]"	PM_WC-241	"[""TERM_WC-1851""]"
TU0-8502	nsrR-rnr-rlmB-yjfI	4404067	4408559	+	"[""G7846"", ""G7845"", ""EG11259"", ""EG11212""]"	PM0-8938	"[""TERM_WC-1483""]"
TU0-8503	ybiT	855170	856780	+	"[""G6423""]"	PM0-36231	"[""TERM_WC-2632""]"
TU0-8504	ribC	1740623	1741482	-	"[""EG11406""]"	PM0-45027	"[""TERM_WC-1853""]"
TU0-8505	rluF	4228332	4229251	+	"[""EG11921""]"	PM0-45984	"[""TERM_WC-1881""]"
TU0-8506	rpmE	4124931	4125250	+	"[""EG10889""]"	PM0-9844	"[""TERM_WC-1912""]"
TU0-8508	ryeA	1921090	1921340	+	"[""G0-8865""]"	PM0-9597	"[""TERM_WC-1990""]"
TU0-8509	sieB	1416695	1417185	+	"[""EG12154""]"	PM_WC-265	"[""TERM_WC-2062""]"
TU0-8510	tusA	3606772	3607043	-	"[""EG12216""]"	PM0-45790	"[""TERM_WC-2257""]"
