Frame ID	Name	pH 7.2 formula	pH 7.2 charge	pH 7.2 Weight	Feist formula	Media Concentration (mM)	Biomass information	Maximum exchange rate (mmol/gDSW/hr)	Fake metabolite	Equivalent enzyme frameId	Comments
fad	Flavin adenine dinucleotide oxidized	C27H31N9O15P2	-2	783.5379000000	C27H31N9O15P2		"{""core"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.000223, ""location"": ""c""}]}"			[]	
fadh2	Flavin adenine dinucleotide reduced	C27H33N9O15P2	-2	785.5537000000	C27H33N9O15P2		"{""core"": [], ""wildtype"": []}"			[]	
fald	Formaldehyde	CH2O	0	30.0258000000	CH2O		"{""core"": [], ""wildtype"": []}"			[]	
fc1p	L-Fuculose 1-phosphate	C6H12O8P	-1	243.1268000000	C6H11O8P		"{""core"": [], ""wildtype"": []}"			[]	
fcl-L	L-fuculose	C6H12O5	0	164.1558000000	C6H12O5		"{""core"": [], ""wildtype"": []}"			[]	
fdp	D-Fructose 1,6-bisphosphate	C6H12O12P2	-2	338.0968000000	C6H10O12P2		"{""core"": [], ""wildtype"": []}"			[]	
fe2	Fe2+	Fe	2	55.8470000000	Fe		"{""core"": [{""mmol/gDCW"": 0.007106, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.007106, ""location"": ""c""}]}"			[]	
fe3	Fe3+	Fe	3	55.8470000000	Fe		"{""core"": [{""mmol/gDCW"": 0.007106, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.007106, ""location"": ""c""}]}"			[]	
fe3dcit	Fe(III)dicitrate	C12H10FeO14	-3	434.0440000000	C12H10FeO14		"{""core"": [], ""wildtype"": []}"			[]	
fe3dhbzs	ferric 2,3-dihydroxybenzoylserine	C10H10NO6Fe	2	296.0370000000	C10H10NO6Fe		"{""core"": [], ""wildtype"": []}"			[]	
fe3hox	Fe(III)hydroxamate	C9H18O6N3Fe	0	320.1032000000	C9H18O6N3Fe		"{""core"": [], ""wildtype"": []}"			[]	
fe3hox-un	Fe(III)hydoxamate, unloaded	C9H23N3O6	0	269.2957000000	C9H18O6N3		"{""core"": [], ""wildtype"": []}"			[]	
fecrm	Ferrichrome	C27H42FeN9O12	0	740.5268000000	C27H42FeN9O12		"{""core"": [], ""wildtype"": []}"			[]	
fecrm-un	Ferrichrome minus Fe(III)	C27H47N9O12	0	689.7193000000	C27H42N9O12		"{""core"": [], ""wildtype"": []}"			[]	
feenter	Fe-enterobactin	C30H27FeN3O15	3	725.3963000000	C30H27FeN3O15		"{""core"": [], ""wildtype"": []}"			[]	
feoxam	ferroxamine	C25H46FeN6O8	1	614.5194000000	C25H46FeN6O8		"{""core"": [], ""wildtype"": []}"			[]	
feoxam-un	ferroxamine minus Fe(3)	C25H49N6O8	1	561.6961000000	C25H46N6O8		"{""core"": [], ""wildtype"": []}"			[]	
fgam	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	C8H14N2O9P	-1	313.1776000000	C8H13N2O9P		"{""core"": [], ""wildtype"": []}"			[]	
fldox	flavodoxin (oxidized)	X	0	0.0000000000	X		"{""core"": [], ""wildtype"": []}"		True	"[""OX-FLAVODOXIN1[c]"", ""OX-FLAVODOXIN2[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
fldrd	flavodoxin (reduced)	XH2	0	2.0158000000	XH2		"{""core"": [], ""wildtype"": []}"		True	"[""FLAVODOXIN1-MONOMER[c]"", ""FLAVODOXIN2-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
flvubrdox		X	0	0.0000000000	X		"{""core"": [], ""wildtype"": []}"		True	"[""CPLX0-2[c]"", ""CPLX0-1[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
flvubrdrd		XH2	0	2.0158000000	XH2		"{""core"": [], ""wildtype"": []}"		True	"[""CPLX0-2[c]"", ""CPLX0-1[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
fmn	FMN	C17H20N4O9P	-1	455.3380000000	C17H19N4O9P		"{""core"": [], ""wildtype"": []}"			[]	
fmnh2	Reduced FMN	C17H22N4O9P	-1	457.3538000000	C17H21N4O9P		"{""core"": [], ""wildtype"": []}"			[]	
for	Formate	CHO2	-1	45.0169000000	CH1O2		"{""core"": [], ""wildtype"": []}"			[]	
fpram	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	C8H15N3O8P	-1	312.1935000000	C8H15N3O8P		"{""core"": [], ""wildtype"": []}"			[]	
fprica	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	C10H14N4O9P	-1	365.2136000000	C10H13N4O9P		"{""core"": [], ""wildtype"": []}"			[]	
frdp	Farnesyl diphosphate	C15H26O7P2	-2	380.3114000000	C15H25O7P2		"{""core"": [], ""wildtype"": []}"			[]	
fru	D-Fructose	C6H12O6	0	180.1548000000	C6H12O6		"{""core"": [], ""wildtype"": []}"			[]	
frulys	fructoselysine	C12H25N2O7	1	309.3365000000	C12H25N2O7		"{""core"": [], ""wildtype"": []}"			[]	
frulysp	fructoselysine Phosphate	C12H25N2O10P	0	388.3075000000	C12H24N2O10P		"{""core"": [], ""wildtype"": []}"			[]	
fruur	D-Fructuronate	C6H9O7	-1	193.1301000000	C6H9O7		"{""core"": [], ""wildtype"": []}"			[]	
fuc-L	L-Fucose	C6H12O5	0	164.1558000000	C6H12O5		"{""core"": [], ""wildtype"": []}"			[]	
fum	Fumarate	C4H2O4	-2	114.0558000000	C4H2O4		"{""core"": [], ""wildtype"": []}"			[]	
g1p	D-Glucose 1-phosphate	C6H12O9P	-1	259.1258000000	C6H11O9P		"{""core"": [], ""wildtype"": []}"			[]	
g3p	Glyceraldehyde 3-phosphate	C3H6O6P	-1	169.0484000000	C3H5O6P		"{""core"": [], ""wildtype"": []}"			[]	
g3pc	sn-Glycero-3-phosphocholine	C8H20NO6P	0	257.2210000000	C8H20NO6P		"{""core"": [], ""wildtype"": []}"			[]	
g3pe	sn-Glycero-3-phosphoethanolamine	C5H14NO6P	0	215.1406000000	C5H14NO6P		"{""core"": [], ""wildtype"": []}"			[]	
g3pg	Glycerophosphoglycerol	C6H14O8P	-1	245.1426000000	C6H14O8P		"{""core"": [], ""wildtype"": []}"			[]	
g3pi	sn-Glycero-3-phospho-1-inositol	C9H18O11P	-1	333.2042000000	C9H18O11P		"{""core"": [], ""wildtype"": []}"			[]	
g3ps	Glycerophosphoserine	C6H13NO8P	-1	258.1417000000	C6H13NO8P		"{""core"": [], ""wildtype"": []}"			[]	
g6p	D-Glucose 6-phosphate	C6H12O9P	-1	259.1258000000	C6H11O9P		"{""core"": [], ""wildtype"": []}"			[]	
gagicolipa	galactosyl-glucosyl-inner core oligosaccharide lipid A	C157H275N2O84P4	-7	3658.7255000000	C157H271N2O84P4		"{""core"": [], ""wildtype"": []}"			[]	
gal	D-Galactose	C6H12O6	0	180.1548000000	C6H12O6		"{""core"": [], ""wildtype"": []}"			[]	
gal-bD	beta D-Galactose	C6H12O6	0	180.1548000000	C6H12O6		"{""core"": [], ""wildtype"": []}"			[]	
gal1p	alpha-D-Galactose 1-phosphate	C6H12O9P	-1	259.1258000000	C6H11O9P		"{""core"": [], ""wildtype"": []}"			[]	
galct-D	D-Galactarate	C6H8O8	-2	208.1212000000	C6H8O8		"{""core"": [], ""wildtype"": []}"			[]	
galctn-D	D-Galactonate	C6H11O7	-1	195.1459000000	C6H11O7		"{""core"": [], ""wildtype"": []}"			[]	
galctn-L	L-Galactonate	C6H11O7	-1	195.1459000000	C6H11O7		"{""core"": [], ""wildtype"": []}"			[]	
galt	Galactitol	C6H14O6	0	182.1706000000	C6H14O6		"{""core"": [], ""wildtype"": []}"			[]	
galt1p	Galactitol 1-phosphate	C6H14O9P	-1	261.1416000000	C6H13O9P		"{""core"": [], ""wildtype"": []}"			[]	
galur	D-Galacturonate	C6H9O7	-1	193.1301000000	C6H9O7		"{""core"": [], ""wildtype"": []}"			[]	
gam	D-Glucosamine	C6H14NO5	1	180.1786000000	C6H14NO5		"{""core"": [], ""wildtype"": []}"			[]	
gam1p	D-Glucosamine 1-phosphate	C6H14NO8P	0	259.1496000000	C6H13NO8P		"{""core"": [], ""wildtype"": []}"			[]	
gam6p	D-Glucosamine 6-phosphate	C6H14NO8P	0	259.1496000000	C6H13NO8P		"{""core"": [], ""wildtype"": []}"			[]	
gar	N1-(5-Phospho-D-ribosyl)glycinamide	C7H15N2O8P	0	286.1755000000	C7H14N2O8P		"{""core"": [], ""wildtype"": []}"			[]	
garagund	glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C77H125NO22P2	-2	1478.7675000000	C77H125N1O22P2		"{""core"": [], ""wildtype"": []}"			[]	
gbbtn	gamma-butyrobetaine	C7H15NO2	0	145.2005000000	C7H15NO2		"{""core"": [], ""wildtype"": []}"			[]	
gcald	Glycolaldehyde	C2H4O2	0	60.0516000000	C2H4O2		"{""core"": [], ""wildtype"": []}"			[]	
gdp	GDP	C10H13N5O11P2	-2	441.1847000000	C10H12N5O11P2		"{""core"": [], ""wildtype"": []}"			[]	
gdpddman	GDP-4-dehydro-6-deoxy-D-mannose	C16H21N5O15P2	-2	585.3099000000	C16H21N5O15P2		"{""core"": [], ""wildtype"": []}"			[]	
gdpfuc	GDP-L-fucose	C16H23N5O15P2	-2	587.3257000000	C16H23N5O15P2		"{""core"": [], ""wildtype"": []}"			[]	
gdpmann	GDP-D-mannose	C16H23N5O16P2	-2	603.3247000000	C16H23N5O16P2		"{""core"": [], ""wildtype"": []}"			[]	
gdpofuc	GDP-4-oxo-L-fucose	C16H21N5O15P2	-2	585.3099000000	C16H21N5O15P2		"{""core"": [], ""wildtype"": []}"			[]	
gdptp	Guanosine 3'-diphosphate 5'-triphosphate	C10H13N5O20P5	-5	678.0977000000	C10H11N5O20P5		"{""core"": [], ""wildtype"": []}"			[]	
gfgaragund	galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C83H135NO27P2	-2	1640.9075000000	C83H135N1O27P2		"{""core"": [], ""wildtype"": []}"			[]	
gg4abut	gamma-glutamyl-gamma aminobutyric acid	C9H15N2O5	-1	231.2265000000	C9H15O5N2		"{""core"": [], ""wildtype"": []}"			[]	
ggagicolipa	glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A	C163H285N2O89P4	-7	3820.8655000000	C163H281N2O89P4		"{""core"": [], ""wildtype"": []}"			[]	
ggbutal	gamma-glutamyl-gamma-butyraldehyde	C9H16N2O4	0	216.2354000000	C9H16O4N2		"{""core"": [], ""wildtype"": []}"			[]	
gggagicolipa	glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A	C169H295N2O94P4	-7	3983.0055000000	C169H291N2O94P4		"{""core"": [], ""wildtype"": []}"			[]	
ggptrc	gamma-glutamyl-putrescine	C9H20N3O3	1	218.2750000000	C9H20O3N3		"{""core"": [], ""wildtype"": []}"			[]	
gicolipa	glucosyl-inner core oligosaccharide lipid A	C151H265N2O79P4	-7	3496.5855000000	C151H261N2O79P4		"{""core"": [], ""wildtype"": []}"			[]	
glc-D	D-Glucose	C6H12O6	0	180.1548000000	C6H12O6		"{""core"": [], ""wildtype"": []}"			[]	
glcn	D-Gluconate	C6H11O7	-1	195.1459000000	C6H11O7		"{""core"": [], ""wildtype"": []}"			[]	
glcr	D-Glucarate	C6H8O8	-2	208.1212000000	C6H8O8		"{""core"": [], ""wildtype"": []}"			[]	
glcur	D-Glucuronate	C6H9O7	-1	193.1301000000	C6H9O7		"{""core"": [], ""wildtype"": []}"			[]	
glcur1p	D-Glucuronate 1-phosphate	C6H9O10P	-2	272.1011000000	C6H8O10P		"{""core"": [], ""wildtype"": []}"			[]	
gln-L	L-Glutamine	C5H10N2O3	0	146.1450000000	C5H10N2O3		"{""core"": [{""mmol/gDCW"": 0.2632, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.2632, ""location"": ""c""}]}"			[]	
glu-D	D-Glutamate	C5H8NO4	-1	146.1212000000	C5H8NO4		"{""core"": [], ""wildtype"": []}"			[]	
glu-L	L-Glutamate	C5H8NO4	-1	146.1212000000	C5H8NO4		"{""core"": [{""mmol/gDCW"": 0.2632, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.2632, ""location"": ""c""}]}"			[]	
glu1sa	L-Glutamate 1-semialdehyde	C5H9NO3	0	131.1301000000	C5H9NO3		"{""core"": [], ""wildtype"": []}"			[]	
glu5p	L-Glutamate 5-phosphate	C5H8NO7P	-2	225.0922000000	C5H8NO7P		"{""core"": [], ""wildtype"": []}"			[]	
glu5sa	L-Glutamate 5-semialdehyde	C5H9NO3	0	131.1301000000	C5H9NO3		"{""core"": [], ""wildtype"": []}"			[]	
glucys	gamma-L-Glutamyl-L-cysteine	C8H13N2O5S	-1	249.2597000000	C8H13N2O5S		"{""core"": [], ""wildtype"": []}"			[]	
glutrna	L-Glutamyl-tRNA(Glu)	C15H19N6O6R	0	379.3511000000	C5H7NO3R		"{""core"": [], ""wildtype"": []}"		True	"[""charged-gltT-tRNA[c]"", ""charged-gltU-tRNA[c]"", ""charged-gltV-tRNA[c]"", ""charged-gltW-tRNA[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
glx	Glyoxylate	C2HO3	-1	73.0269000000	C2H1O3		"{""core"": [], ""wildtype"": []}"			[]	
gly	Glycine	C2H5NO2	0	75.0665000000	C2H5NO2		"{""core"": [{""mmol/gDCW"": 0.6126, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.6126, ""location"": ""c""}]}"			[]	
glyald	D-Glyceraldehyde	C3H6O3	0	90.0774000000	C3H6O3		"{""core"": [], ""wildtype"": []}"			[]	
glyb	Glycine betaine	C5H11NO2	0	117.1469000000	C5H11NO2		"{""core"": [], ""wildtype"": []}"			[]	
glyc	Glycerol	C3H8O3	0	92.0932000000	C3H8O3		"{""core"": [], ""wildtype"": []}"			[]	
glyc-R	(R)-Glycerate	C3H5O4	-1	105.0685000000	C3H5O4		"{""core"": [], ""wildtype"": []}"			[]	
glyc2p	Glycerol 2-phosphate	C3H8O6P	-1	171.0642000000	C3H7O6P		"{""core"": [], ""wildtype"": []}"			[]	
glyc3p	Glycerol 3-phosphate	C3H8O6P	-1	171.0642000000	C3H7O6P		"{""core"": [], ""wildtype"": []}"			[]	
glyclt	Glycolate	C2H3O3	-1	75.0427000000	C2H3O3		"{""core"": [], ""wildtype"": []}"			[]	
glycogen	glycogen	C6H10O5	0	162.1400000000	C6H10O5		"{""core"": [], ""wildtype"": []}"			[]	
gmhep17bp	D-Glycero-D-manno-heptose 1,7-bisphosphate	C7H14O13P2	-2	368.1226000000	C7H12O13P2		"{""core"": [], ""wildtype"": []}"			[]	
gmhep1p	D-Glycero-D-manno-heptose 1-phosphate	C7H14O10P	-1	289.1516000000	C7H13O10P		"{""core"": [], ""wildtype"": []}"			[]	
gmhep7p	D-Glycero-D-manno-heptose 7-phosphate	C7H14O10P	-1	289.1516000000	C7H13O10P		"{""core"": [], ""wildtype"": []}"			[]	
gmp	GMP	C10H13N5O8P	-1	362.2137000000	C10H12N5O8P		"{""core"": [], ""wildtype"": []}"			[]	
gp4g	P1,P4-Bis(5'-guanosyl) tetraphosphate	C20H24N10O21P4	-4	864.3546000000	C20H24N10O21P4		"{""core"": [], ""wildtype"": []}"			[]	
grdp	Geranyl diphosphate	C10H18O7P2	-2	312.1932000000	C10H17O7P2		"{""core"": [], ""wildtype"": []}"			[]	
grxox	glutaredoxin (oxidized)	C6H7NO2R2S2	0	189.2463000000	X		"{""core"": [], ""wildtype"": []}"		True	"[""GLUTAREDOXIN-MONOMER[c]"", ""OX-GLUTAREDOXIN-B[c]"", ""OX-GLUTAREDOXIN-C[c]"", ""EG12181-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
grxrd	glutaredoxin (reduced)	C6H9NO2R2S2	0	191.2621000000	XH2		"{""core"": [], ""wildtype"": []}"		True	"[""RED-GLUTAREDOXIN[c]"", ""GRXB-MONOMER[c]"", ""GRXC-MONOMER[c]"", ""EG12181-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
gsn	Guanosine	C10H13N5O5	0	283.2427000000	C10H13N5O5		"{""core"": [], ""wildtype"": []}"			[]	
gthox	Oxidized glutathione	C20H30N6O12S2	-2	610.6070000000	C20H30N6O12S2		"{""core"": [], ""wildtype"": []}"			[]	
gthrd	Reduced glutathione	C10H16N3O6S	-1	306.3114000000	C10H16N3O6S		"{""core"": [], ""wildtype"": []}"			[]	
gtp	GTP	C10H12N5O14P3	-4	519.1478000000	C10H12N5O14P3		"{""core"": [{""mmol/gDCW"": 0.2151, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.2151, ""location"": ""c""}]}"			[]	
gtspmd	Glutathionylspermidine	C17H36N6O5S	2	436.5684000000	C17H36N6O5S		"{""core"": [], ""wildtype"": []}"			[]	
gua	Guanine	C5H4N5O	-1	150.1206000000	C5H5N5O		"{""core"": [], ""wildtype"": []}"			[]	
h	H+	H	1	1.0079000000	H		"{""core"": [{""mmol/gDCW"": -59.81, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": -59.81, ""location"": ""c""}]}"			[]	
h2	H2	H2	0	2.0158000000	H2		"{""core"": [], ""wildtype"": []}"			[]	
h2mb4p	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	C5H10O8P2	-2	260.0740000000	C5H9O8P2		"{""core"": [], ""wildtype"": []}"			[]	
h2o	H2O	H2O	0	18.0148000000	H2O		"{""core"": [{""mmol/gDCW"": 54.462, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 54.462, ""location"": ""c""}]}"			[]	
h2o2	Hydrogen peroxide	H2O2	0	34.0138000000	H2O2		"{""core"": [], ""wildtype"": []}"			[]	
h2s	Hydrogen sulfide	HS	-1	33.0679000000	H2S		"{""core"": [], ""wildtype"": []}"			[]	
hacolipa	hepta-acylated core oligosaccharide lipid A (E. coli)	C192H337N2O101P4	-7	4413.5833000000	C192H333N2O101P4		"{""core"": [], ""wildtype"": []}"			[]	
halipa	hepta-acylated KDO(2)-lipid (A)	C126H228N2O40P2	-4	2473.1092000000	C126H226N2O40P2		"{""core"": [], ""wildtype"": []}"			[]	
hco3	Bicarbonate	CHO3	-1	61.0159000000	CHO3		"{""core"": [], ""wildtype"": []}"			[]	
hcys-L	L-Homocysteine	C4H9NO2S	0	135.1801000000	C4H9NO2S		"{""core"": [], ""wildtype"": []}"			[]	
hdca	Hexadecanoate (n-C16:0)	C16H31O2	-1	255.4189000000	C16H31O2		"{""core"": [], ""wildtype"": []}"			[]	
hdcea	Hexadecenoate (n-C16:1)	C16H29O2	-1	253.4031000000	C16H29O2		"{""core"": [], ""wildtype"": []}"			[]	
hdcoa	Hexadecenoyl-CoA (n-C16:1CoA)	C37H61N7O17P3S	-3	1000.9029000000	C37H60N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
hdd2coa	trans-Hexadec-2-enoyl-CoA	C37H61N7O17P3S	-3	1000.9029000000	C37H60N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
hdeACP	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	C27H49N2O8PRS	-1	592.7241000000	C27H49N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
hemeO	Heme O	C49H56FeN4O5	-2	836.8514000000	C49H56FeN4O5		"{""core"": [], ""wildtype"": []}"			[]	
hexACP	Hexanoyl-ACP (n-C6:0ACP)	C17H31N2O8PRS	-1	454.4719000000	C17H31N2O8PRS		"{""core"": [], ""wildtype"": []}"		True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
hg2	Hg2+	Hg	2	200.5900000000	Hg		"{""core"": [], ""wildtype"": []}"			[]	
hhlipa	heptosyl-heptosyl-kdo2-lipidA	C124H222N2O51P2	-4	2619.0288000000	C124H220N2O51P2		"{""core"": [], ""wildtype"": []}"			[]	
his-L	L-Histidine	C6H9N3O2	0	155.1561000000	C6H9N3O2		"{""core"": [{""mmol/gDCW"": 0.09474, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.09474, ""location"": ""c""}]}"			[]	
hisp	L-Histidinol phosphate	C6H12N3O4P	0	221.1518000000	C6H11N3O4P		"{""core"": [], ""wildtype"": []}"			[]	
histd	L-Histidinol	C6H12N3O	1	142.1808000000	C6H12N3O		"{""core"": [], ""wildtype"": []}"			[]	
hkndd	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	C9H8O6	-2	212.1562000000	C9H8O6		"{""core"": [], ""wildtype"": []}"			[]	
hkntd	2-hydroxy-6-ketononatrienedioate	C9H6O6	-2	210.1404000000	C9H6O6		"{""core"": [], ""wildtype"": []}"			[]	
hlipa	heptosyl-kdo2-lipidA	C117H210N2O45P2	-4	2426.8630000000	C117H208N2O45P2		"{""core"": [], ""wildtype"": []}"			[]	
hmbil	Hydroxymethylbilane	C40H38N4O17	-8	846.7512000000	C40H38N4O17		"{""core"": [], ""wildtype"": []}"			[]	
hmfurn	4-hydroxy-5-methyl-3(2H)-furanone	C5H5O3	-1	113.0915000000	C5H6O3		"{""core"": [], ""wildtype"": []}"			[]	
hmgth	hydroxymethylglutathione	C11H18N3O7S	-1	336.3372000000	C11H18N3O7S		"{""core"": [], ""wildtype"": []}"			[]	
hom-L	L-Homoserine	C4H9NO3	0	119.1191000000	C4H9NO3		"{""core"": [], ""wildtype"": []}"			[]	
hphhlipa	heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	C131H234N2O60P3	-5	2890.1656000000	C131H231N2O60P3		"{""core"": [], ""wildtype"": []}"			[]	
hpyr	Hydroxypyruvate	C3H3O4	-1	103.0527000000	C3H3O4		"{""core"": [], ""wildtype"": []}"			[]	
hqn	Hydroquinone	C6H6O2	0	110.1114000000	C6H6O2		"{""core"": [], ""wildtype"": []}"			[]	
hx2coa	trans-Hex-2-enoyl-CoA	C27H41N7O17P3S	-3	860.6349000000	C27H40N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
hxa	Hexanoate (n-C6:0)	C6H11O2	-1	115.1509000000	C6H11O2		"{""core"": [], ""wildtype"": []}"			[]	
hxan	Hypoxanthine	C5H3N4O	-1	135.1057000000	C5H4N4O		"{""core"": [], ""wildtype"": []}"			[]	
hxcoa	Hexanoyl-CoA (n-C6:0CoA)	C27H43N7O17P3S	-3	862.6507000000	C27H42N7O17P3S		"{""core"": [], ""wildtype"": []}"			[]	
iasp	Iminoaspartate	C4H3NO4	-2	129.0707000000	C4H3NO4		"{""core"": [], ""wildtype"": []}"			[]	
ichor	Isochorismate	C10H8O6	-2	224.1672000000	C10H8O6		"{""core"": [], ""wildtype"": []}"			[]	
icit	Isocitrate	C6H5O7	-3	189.0985000000	C6H5O7		"{""core"": [], ""wildtype"": []}"			[]	
icolipa	inner core oligosaccharide lipid A (E coli)	C145H255N2O74P4	-7	3334.4455000000	C145H251N2O74P4		"{""core"": [], ""wildtype"": []}"			[]	
idon-L	L-Idonate	C6H11O7	-1	195.1459000000	C6H11O7		"{""core"": [], ""wildtype"": []}"			[]	
idp	IDP	C10H12N4O11P2	-2	426.1698000000	C10H11N4O11P2		"{""core"": [], ""wildtype"": []}"			[]	
ile-L	L-Isoleucine	C6H13NO2	0	131.1737000000	C6H13NO2		"{""core"": [{""mmol/gDCW"": 0.2905, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.2905, ""location"": ""c""}]}"			[]	
imacp	3-(Imidazol-4-yl)-2-oxopropyl phosphate	C6H8N2O5P	-1	219.1122000000	C6H7N2O5P		"{""core"": [], ""wildtype"": []}"			[]	
imp	IMP	C10H12N4O8P	-1	347.1988000000	C10H11N4O8P		"{""core"": [], ""wildtype"": []}"			[]	
indole	Indole	C8H7N	0	117.1503000000	C8H7N		"{""core"": [], ""wildtype"": []}"			[]	
inost	myo-Inositol	C6H12O6	0	180.1548000000	C6H12O6		"{""core"": [], ""wildtype"": []}"			[]	
ins	Inosine	C10H12N4O5	0	268.2278000000	C10H12N4O5		"{""core"": [], ""wildtype"": []}"			[]	
ipdp	Isopentenyl diphosphate	C5H10O7P2	-2	244.0750000000	C5H9O7P2		"{""core"": [], ""wildtype"": []}"			[]	
isetac	Isethionic acid	C2H5O4S	-1	125.1175000000	C2H5O4S		"{""core"": [], ""wildtype"": []}"			[]	
itp	ITP	C10H12N4O14P3	-3	505.1408000000	C10H11N4O14P3		"{""core"": [], ""wildtype"": []}"			[]	
k	potassium	K	1	39.0960000000	K		"{""core"": [{""mmol/gDCW"": 0.1776, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.1776, ""location"": ""c""}]}"			[]	
kdo	3-Deoxy-D-manno-2-octulosonate	C8H13O8	-1	237.1827000000	C8H13O8		"{""core"": [], ""wildtype"": []}"			[]	
kdo2lipid4	KDO(2)-lipid IV(A)	C84H150N2O37P2	-4	1842.0340000000	C84H148N2O37P2		"{""core"": [{""mmol/gDCW"": 0.01945, ""location"": ""o""}], ""wildtype"": [{""mmol/gDCW"": 0.01945, ""location"": ""o""}]}"			[]	
kdo2lipid4L	KDO(2)-lipid IV(A) with laurate	C96H172N2O38P2	-4	2024.3388000000	C96H170N2O38P2		"{""core"": [], ""wildtype"": []}"			[]	
kdo2lipid4p	KDO(2)-lipid IV(A) with palmitoleoyl	C100H178N2O38P2	-4	2078.4302000000	C100H176N2O38P2		"{""core"": [], ""wildtype"": []}"			[]	
kdo8p	3-Deoxy-D-manno-octulosonate 8-phosphate	C8H13O11P	-2	316.1537000000	C8H12O11P		"{""core"": [], ""wildtype"": []}"			[]	
kdolipid4	KDO-lipid IV(A)	C76H139N2O30P2	-3	1622.8661000000	C76H137N2O30P2		"{""core"": [], ""wildtype"": []}"			[]	
kphphhlipa	kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	C139H245N2O70P4	-7	3188.3045000000	C139H241N2O70P4		"{""core"": [], ""wildtype"": []}"			[]	
lac-D	D-Lactate	C3H5O3	-1	89.0695000000	C3H5O3		"{""core"": [], ""wildtype"": []}"			[]	
lac-L	L-Lactate	C3H5O3	-1	89.0695000000	C3H5O3		"{""core"": [], ""wildtype"": []}"			[]	
lald-D	D-Lactaldehyde	C3H6O2	0	74.0784000000	C3H6O2		"{""core"": [], ""wildtype"": []}"			[]	
lald-L	L-Lactaldehyde	C3H6O2	0	74.0784000000	C3H6O2		"{""core"": [], ""wildtype"": []}"			[]	
lcts	Lactose	C12H22O11	0	342.2948000000	C12H22O11		"{""core"": [], ""wildtype"": []}"			[]	
leu-L	L-Leucine	C6H13NO2	0	131.1737000000	C6H13NO2		"{""core"": [{""mmol/gDCW"": 0.4505, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.4505, ""location"": ""c""}]}"			[]	
lgt-S	(R)-S-Lactoylglutathione	C13H20N3O8S	-1	378.3740000000	C13H20N3O8S		"{""core"": [], ""wildtype"": []}"			[]	
lipa	KDO(2)-lipid (A)	C110H198N2O39P2	-4	2234.6972000000	C110H196N2O39P2		"{""core"": [], ""wildtype"": []}"			[]	
lipa_cold	cold adapted KDO(2)-lipid (A)	C114H204N2O39P2	-4	2288.7886000000	C114H202N2O39P2		"{""core"": [], ""wildtype"": []}"			[]	
lipidA	2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate	C68H128N2O23P2	-2	1403.6982000000	C68H126N2O23P2		"{""core"": [], ""wildtype"": []}"			[]	
