Frame ID	Name	pH 7.2 formula	pH 7.2 charge	pH 7.2 Weight	Feist formula	Media Concentration (mM)	Biomass information	Maximum exchange rate (mmol/gDSW/hr)	Fake metabolite	Equivalent enzyme frameId	Comments
utp	UTP	C9H12N2O15P3	-3	481.1148000000	C9H11N2O15P3		"{""core"": [{""mmol/gDCW"": 0.1441, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.1441, ""location"": ""c""}]}"			[]	
val-L	L-Valine	C5H11NO2	0	117.1469000000	C5H11NO2		"{""core"": [{""mmol/gDCW"": 0.4232, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.4232, ""location"": ""c""}]}"			[]	
xan	Xanthine	C5H4N4O2	0	152.1126000000	C5H4N4O2		"{""core"": [], ""wildtype"": []}"			[]	
xdp	XDP	C10H12N4O12P2	-2	442.1688000000	C10H11N4O12P2		"{""core"": [], ""wildtype"": []}"			[]	
xmp	Xanthosine 5'-phosphate	C10H12N4O9P	-1	363.1978000000	C10H11N4O9P		"{""core"": [], ""wildtype"": []}"			[]	
xtp	XTP	C10H12N4O15P3	-3	521.1398000000	C10H11N4O15P3		"{""core"": [], ""wildtype"": []}"			[]	
xtsn	Xanthosine	C10H12N4O6	0	284.2268000000	C10H12N4O6		"{""core"": [], ""wildtype"": []}"			[]	
xu5p-D	D-Xylulose 5-phosphate	C5H10O8P	-1	229.1000000000	C5H9O8P		"{""core"": [], ""wildtype"": []}"			[]	
xu5p-L	L-Xylulose 5-phosphate	C5H10O8P	-1	229.1000000000	C5H9O8P		"{""core"": [], ""wildtype"": []}"			[]	
xyl-D	D-Xylose	C5H10O5	0	150.1290000000	C5H10O5		"{""core"": [], ""wildtype"": []}"			[]	
xylu-D	D-Xylulose	C5H10O5	0	150.1290000000	C5H10O5		"{""core"": [], ""wildtype"": []}"			[]	
xylu-L	L-Xylulose	C5H10O5	0	150.1290000000	C5H10O5		"{""core"": [], ""wildtype"": []}"			[]	
zn2	Zinc	Zn	2	65.3800000000	Zn		"{""core"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}], ""wildtype"": [{""mmol/gDCW"": 0.003158, ""location"": ""c""}]}"			[]	
