"Gene"	"M9 Glucose minus AAs"	"N limited Glucose minus AAs"	"M9 Glucose plus AAs"	"M9 Glycerol plus AAs"	"P limited Glucose plus AAs"
"EG12794"	675.363333333	697.786666667	531.443333333	502.863333333	452.603333333
"EG12799"	105.713333333	103.38	97.6266666667	108.966666667	76.97
"EG12800"	86.64	81.8	73.16	89.99	60.34
"EG12801"	117.943333333	112.43	115.173333333	126.726666667	74.6833333333
"EG12802"	39.53	41.0733333333	45.0166666667	30.6366666667	39.3766666667
"EG12830"	76.2133333333	104.163333333	74.5333333333	84.1133333333	51.2266666667
"EG12834"	9.89666666667	55.02	6.46333333333	7.49	18.29
"EG12835"	5.35333333333	8.11666666667	5.6	4.68	7.09666666667
"EG12836"	2.23666666667	2.84333333333	1.66333333333	2.85333333333	3.51666666667
"EG12837"	10.8833333333	14.9233333333	9.27333333333	11.0733333333	16.7466666667
"EG12842"	71.8866666667	73.1333333333	94.11	56.4	44.92
"EG12843"	88.8133333333	91.3666666667	74.7266666667	80.1266666667	144.666666667
"EG12844"	213.84	236.55	244.776666667	188.046666667	295.186666667
"EG12845"	19.0766666667	23.7733333333	14.29	19.52	25.8466666667
"EG12850"	8.94	10.02	8.26333333333	8.06	17.1933333333
"EG12851"	104.586666667	95.07	52.7166666667	158.176666667	330.783333333
"EG12853"	4.07	3.54666666667	2.42	3.63	3.96
"EG12854"	607.573333333	664.793333333	534.003333333	429.666666667	462.5
"EG12855"	50.3066666667	45.29	63.0333333333	64.6033333333	70.85
"EG12857"	286.923333333	344.633333333	143.706666667	210.653333333	346.916666667
"EG12859"	85.72	85.3633333333	40.6166666667	119.12	49.0
"EG12860"	47.6566666667	53.4	70.77	77.5633333333	46.54
"EG12861"	69.52	62.0533333333	53.12	54.54	31.66
"EG12865"	38.3233333333	48.1633333333	24.7633333333	145.73	59.3666666667
"EG12866"	859.576666667	900.706666667	712.213333333	617.176666667	534.353333333
"EG12867"	51.0633333333	49.1633333333	41.6766666667	64.6433333333	50.8366666667
"EG12868"	180.046666667	175.083333333	456.44	322.943333333	531.376666667
"EG12870"	20.5166666667	19.3333333333	18.1566666667	27.93	47.35
"EG12874"	12.12	11.47	11.8766666667	12.8033333333	22.1766666667
"EG12875"	149.053333333	131.06	97.5333333333	164.69	68.6
"EG12876"	70.76	75.5433333333	60.0033333333	78.3566666667	68.6866666667
"EG12877"	1.64666666667	1.40333333333	0.666666666667	1.24	1.83
"EG12878"	331.793333333	306.606666667	483.826666667	367.036666667	797.266666667
"EG12879"	95.5866666667	95.8633333333	82.57	62.8433333333	88.15
"EG12880"	20.0766666667	22.3166666667	27.7466666667	14.14	15.4166666667
"EG12881"	7.74666666667	12.2166666667	10.02	56.3166666667	4.49
"EG12882"	99.0233333333	95.65	128.76	68.41	319.64
"EG12883"	1.64666666667	1.62	1.58333333333	1.53333333333	2.11666666667
"EG12903"	86.89	83.2233333333	74.4866666667	66.1133333333	52.5166666667
"EG12908"	1.07666666667	0.94	1.09333333333	2.79666666667	2.13
"EG12933"	46.93	37.9933333333	182.0	66.7566666667	54.51
"EG12957"	55.2966666667	58.99	73.9333333333	107.53	74.7533333333
"EG13139"	4.23333333333	3.95666666667	2.77333333333	4.68333333333	5.35
"EG13159"	5.24666666667	4.35	6.28333333333	6.56333333333	8.59333333333
"EG13161"	12.9666666667	11.4766666667	7.91	14.7633333333	12.6866666667
"EG13174"	3.92333333333	3.39	2.70333333333	5.35333333333	3.43
"EG13217"	9.02333333333	7.9	14.26	16.8366666667	9.4
"EG13235"	0.336666666667	0.706666666667	0.91	0.693333333333	0.963333333333
"EG13236"	7.10333333333	6.76666666667	7.90666666667	7.91	10.6433333333
"EG13238"	31.5933333333	34.7766666667	33.2233333333	38.91	43.2566666667
"EG13270"	10.2133333333	9.58	6.3	9.73333333333	31.6533333333
"EG13283"	1.01333333333	1.09666666667	0.933333333333	1.14	1.03333333333
"EG20044"	36.6666666667	55.3733333333	22.59	62.2266666667	14.8233333333
"EG20049"	4.2	3.62333333333	4.40333333333	4.72333333333	3.78333333333
"EG20051"	9.82333333333	8.67333333333	10.0666666667	12.61	7.77
"EG20053"	2.62666666667	2.73333333333	2.35333333333	2.95333333333	2.67333333333
"EG20080"	42.15	38.81	26.06	73.7833333333	47.7466666667
"EG20091"	262.75	264.413333333	269.253333333	234.336666667	211.573333333
"EG20098"	216.186666667	241.943333333	259.723333333	155.963333333	173.07
"EG20110"	19.7066666667	19.6666666667	17.1733333333	18.6833333333	31.4466666667
"EG20173"	198.106666667	169.063333333	574.946666667	168.413333333	213.013333333
"EG20248"	15.1233333333	13.19	9.09333333333	35.7033333333	15.82
"EG20249"	42.4066666667	39.2433333333	44.5133333333	55.86	74.55
"EG20252"	1.93	1.45	1.29666666667	14.7133333333	1.56333333333
"EG20253"	24.4233333333	21.3933333333	28.5633333333	33.12	24.3466666667
"EG20257"	454.643333333	357.396666667	205.816666667	705.043333333	809.836666667
"EG30008"	0.0	0.0	0.0	0.0	0.0
"EG30009"	0.0	0.0	0.0	0.0	0.0
"EG30010"	0.0	0.0	0.0	0.0	0.0
"EG30011"	0.0	0.0	0.0	0.0	0.0
"EG30012"	0.0	0.0	0.0	0.0	0.0
"EG30013"	0.0	0.0	0.0	0.0	0.0
"EG30014"	0.0	0.0	0.0	0.0	0.0
"EG30015"	0.0	0.0	0.0	0.0	0.0
"EG30016"	0.0	0.0	0.0	0.0	0.0
"EG30017"	0.0	0.0	0.0	0.0	0.0
"EG30018"	0.0	0.0	0.0	0.0	0.0
"EG30019"	0.0	0.0	0.0	0.0	0.0
"EG30020"	0.0	0.0	0.0	0.0	0.0
"EG30021"	0.0	0.0	0.0	0.0	0.0
"EG30022"	0.0	0.0	0.0	0.0	0.0
"EG30023"	0.0	0.0	0.0	0.0	0.0
"EG30024"	0.0	0.0	0.0	0.0	0.0
"EG30025"	0.0	0.0	0.0	0.0	0.0
"EG30027"	0.0	0.0	0.0	0.0	0.0
"EG30028"	0.0	0.0	0.0	0.0	0.0
"EG30029"	0.0	0.0	0.0	0.0	0.0
"EG30030"	0.0	0.0	0.0	0.0	0.0
"EG30031"	0.0	0.0	0.0	0.0	0.0
"EG30032"	0.0	0.0	0.0	0.0	0.0
"EG30033"	0.0	0.0	0.0	0.0	0.0
"EG30034"	0.0	0.0	0.0	0.0	0.0
"EG30035"	0.0	0.0	0.0	0.0	0.0
"EG30036"	0.0	0.0	0.0	0.0	0.0
"EG30037"	0.0	0.0	0.0	0.0	0.0
"EG30038"	0.0	0.0	0.0	0.0	0.0
"EG30039"	0.0	0.0	0.0	0.0	0.0
"EG30040"	0.0	0.0	0.0	0.0	0.0
"EG30041"	0.0	0.0	0.0	0.0	0.0
"EG30042"	0.0	0.0	0.0	0.0	0.0
"EG30043"	0.0	0.0	0.0	0.0	0.0
"EG30044"	0.0	0.0	0.0	0.0	0.0
"EG30045"	0.0	0.0	0.0	0.0	0.0
"EG30046"	0.0	0.0	0.0	0.0	0.0
"EG30047"	0.0	0.0	0.0	0.0	0.0
"EG30048"	0.0	0.0	0.0	0.0	0.0
"EG30049"	0.0	0.0	0.0	0.0	0.0
"EG30050"	0.0	0.0	0.0	0.0	0.0
"EG30051"	0.0	0.0	0.0	0.0	0.0
"EG30052"	0.0	0.0	0.0	0.0	0.0
"EG30053"	0.0	0.0	0.0	0.0	0.0
"EG30054"	0.0	0.0	0.0	0.0	0.0
"EG30055"	0.0	0.0	0.0	0.0	0.0
"EG30056"	0.0	0.0	0.0	0.0	0.0
"EG30057"	0.0	0.0	0.0	0.0	0.0
"EG30058"	0.0	0.0	0.0	0.0	0.0
"EG30059"	0.0	0.0	0.0	0.0	0.0
"EG30060"	0.0	0.0	0.0	0.0	0.0
"EG30061"	0.0	0.0	0.0	0.0	0.0
"EG30062"	0.0	0.0	0.0	0.0	0.0
"EG30063"	0.0	0.0	0.0	0.0	0.0
"EG30064"	0.0	0.0	0.0	0.0	0.0
"EG30065"	0.0	0.0	0.0	0.0	0.0
"EG30066"	0.0	0.0	0.0	0.0	0.0
"EG30067"	0.0	0.0	0.0	0.0	0.0
"EG30068"	0.0	0.0	0.0	0.0	0.0
"EG30069"	0.0	0.0	0.0	0.0	0.0
"EG30070"	0.0	0.0	0.0	0.0	0.0
"EG30071"	0.0	0.0	0.0	0.0	0.0
"EG30072"	0.0	0.0	0.0	0.0	0.0
"EG30073"	0.0	0.0	0.0	0.0	0.0
"EG30074"	0.0	0.0	0.0	0.0	0.0
"EG30075"	0.0	0.0	0.0	0.0	0.0
"EG30076"	0.0	0.0	0.0	0.0	0.0
"EG30077"	0.0	0.0	0.0	0.0	0.0
"EG30078"	0.0	0.0	0.0	0.0	0.0
"EG30079"	0.0	0.0	0.0	0.0	0.0
"EG30080"	0.0	0.0	0.0	0.0	0.0
"EG30081"	0.0	0.0	0.0	0.0	0.0
"EG30082"	0.0	0.0	0.0	0.0	0.0
"EG30083"	0.0	0.0	0.0	0.0	0.0
"EG30084"	0.0	0.0	0.0	0.0	0.0
"EG30085"	0.0	0.0	0.0	0.0	0.0
"EG30086"	0.0	0.0	0.0	0.0	0.0
"EG30087"	0.0	0.0	0.0	0.0	0.0
"EG30088"	0.0	0.0	0.0	0.0	0.0
"EG30089"	0.0	0.0	0.0	0.0	0.0
"EG30090"	0.0	0.0	0.0	0.0	0.0
"EG30091"	0.0	0.0	0.0	0.0	0.0
"EG30092"	0.0	0.0	0.0	0.0	0.0
"EG30093"	0.0	0.0	0.0	0.0	0.0
"EG30094"	0.0	0.0	0.0	0.0	0.0
"EG30095"	0.0	0.0	0.0	0.0	0.0
"EG30096"	0.0	0.0	0.0	0.0	0.0
"EG30097"	0.0	0.0	0.0	0.0	0.0
"EG30098"	0.0	0.0	0.0	0.0	0.0
"EG30099"	0.0	0.0	0.0	0.0	0.0
"EG30100"	0.0	0.0	0.0	0.0	0.0
"EG30101"	0.0	0.0	0.0	0.0	0.0
"EG30102"	0.0	0.0	0.0	0.0	0.0
"EG30103"	0.0	0.0	0.0	0.0	0.0
"EG30104"	0.0	0.0	0.0	0.0	0.0
"EG30105"	0.0	0.0	0.0	0.0	0.0
"EG30106"	0.0	0.0	0.0	0.0	0.0
"EG30107"	0.0	0.0	0.0	0.0	0.0
"EG30108"	0.0	0.0	0.0	0.0	0.0
"EG30109"	0.0	0.0	0.0	0.0	0.0
"EG30110"	0.0	0.0	0.0	0.0	0.0
"EG30111"	0.0	0.0	0.0	0.0	0.0
"EG30112"	0.0	0.0	0.0	0.0	0.0
"EG30113"	0.0	0.0	0.0	0.0	0.0
"EG30114"	0.0	0.0	0.0	0.0	0.0
"EG31115"	0.0	0.0	0.0	0.0	0.0
"EG31116"	0.0	0.0	0.0	0.0	0.0
"EG31117"	0.0	0.0	0.0	0.0	0.0
"EG50001"	2788.62333333	2867.51	2307.56	1707.10333333	877.346666667
"EG50002"	8665.02	10108.82	8579.14666667	5957.80333333	2151.97333333
"EG50003"	12800.7633333	12741.2366667	12167.3966667	11779.08	12254.3133333
"EG50004"	4922.39333333	3327.80666667	654.963333333	15684.82	53745.2666667
"EG50005"	237.906666667	221.53	216.756666667	211.913333333	127.933333333
"EG50006"	123.096666667	119.833333333	123.24	131.436666667	186.523333333
"EG50007"	23.7833333333	21.24	20.8833333333	36.21	33.7866666667
"EG50008"	94.4333333333	119.203333333	138.883333333	86.81	112.64
"EG50009"	13.4566666667	13.7933333333	10.4633333333	9.28666666667	195.473333333
"EG50010"	60.1533333333	48.2966666667	54.2866666667	61.6166666667	74.7333333333
"EG50011"	67.7733333333	75.9266666667	74.47	50.2166666667	47.53
"G0-10201"	0.0	0.0	0.0	0.0	0.0
"G0-10202"	0.0	0.0	0.0	0.0	0.0
"G0-10241"	3.58	3.80666666667	4.64333333333	6.25333333333	8.40666666667
"G0-10261"	1.09666666667	2.75666666667	6.4	5.02666666667	22.27
"G0-10430"	30.88	33.3466666667	28.9666666667	16.19	4.51333333333
"G0-10431"	8.20666666667	3.31666666667	7.33333333333	9.61666666667	14.5033333333
"G0-10432"	8.88	5.58333333333	9.72666666667	4.84	3.38
"G0-10433"	69.43	68.6733333333	69.45	64.7633333333	71.0033333333
"G0-10434"	3.37	0.0	0.673333333333	1.52333333333	1.22
"G0-10435"	1.66333333333	0.0	0.0	0.643333333333	3.82
"G0-10436"	57.66	19.5733333333	10.1033333333	22.4933333333	0.0
"G0-10437"	802.013333333	573.023333333	714.506666667	610.743333333	762.21
"G0-10438"	25.3766666667	18.54	9.88333333333	78.0466666667	28.9933333333
"G0-10439"	0.0	0.0	0.0	0.0	0.0
"G0-10440"	3.57666666667	5.31333333333	1.20666666667	0.56	1.47
"G0-10441"	87.49	112.806666667	357.346666667	317.37	300.893333333
"G0-10443"	66.9933333333	47.0466666667	52.4733333333	74.1233333333	4799.48666667
"G0-10444"	1.1	0.786666666667	4.06666666667	2.10333333333	4.23666666667
"G0-10445"	0.0	0.0	0.0	0.0	0.0
"G0-10446"	19.41	17.9233333333	34.7333333333	32.2666666667	31.71
"G0-10448"	2.98333333333	3.29666666667	0.6	0.95	2.32333333333
"G0-10449"	0.913333333333	6.46333333333	12.47	4.06666666667	6.89333333333
"G0-10450"	53.4166666667	53.1433333333	62.49	57.5766666667	150.43
"G0-10451"	7.42666666667	2.23	3.95333333333	8.27	13.0233333333
"G0-10452"	0.593333333333	0.846666666667	2.24333333333	1.58333333333	0.666666666667
"G0-10453"	9.75	41.75	7.29	26.3933333333	23.3966666667
"G0-10454"	69.46	81.7133333333	60.8833333333	58.33	49.36
"G0-10455"	0.0	0.0	0.0	0.0	3.82333333333
"G0-10456"	8.93666666667	10.81	10.2333333333	7.6	11.53
"G0-10458"	1.49333333333	1.07666666667	0.646666666667	1.38	0.76
"G0-10459"	40.49	78.41	14.9133333333	59.5966666667	79.36
"G0-10460"	8.66333333333	10.0433333333	8.93666666667	10.3533333333	27.2233333333
"G0-10461"	1.68333333333	2.36666666667	2.05666666667	2.57666666667	2.93666666667
"G0-10462"	56.9433333333	65.4633333333	46.5166666667	36.6433333333	100.526666667
"G0-10463"	135.47	128.156666667	120.683333333	141.16	228.933333333
"G0-10464"	1.88	0.52	1.30333333333	1.57	2.19666666667
"G0-10465"	78.39	123.236666667	55.78	47.49	96.2366666667
"G0-10466"	88.44	116.913333333	66.1966666667	80.9066666667	152.31
"G0-10467"	10.71	10.32	11.22	10.81	21.5533333333
"G0-10468"	273.93	299.913333333	444.653333333	384.863333333	817.96
"G0-10469"	8.55666666667	9.60666666667	4.7	10.7533333333	25.8166666667
"G0-10470"	709.906666667	1022.24666667	432.676666667	302.676666667	72.3266666667
"G0-10471"	357.513333333	386.913333333	642.363333333	392.916666667	379.256666667
"G0-10472"	3.69333333333	0.413333333333	21.8666666667	4.54333333333	5.06
"G0-10473"	55.3433333333	55.39	65.9733333333	46.8033333333	60.3233333333
"G0-10474"	1606.72333333	1698.06666667	1610.35666667	1369.42	1955.14
"G0-10475"	272.62	279.263333333	46.4566666667	263.573333333	3425.66666667
"G0-10495"	141.253333333	128.13	33.9733333333	67.18	138.33
"G0-10511"	39.2466666667	46.3233333333	28.6466666667	38.4333333333	30.66
"G0-10512"	13.3	54.45	5.61333333333	15.11	32.7866666667
"G0-10513"	204.323333333	229.75	120.743333333	134.29	138.48
"G0-10515"	6.32333333333	8.25333333333	10.8533333333	8.12	7.97666666667
"G0-10525"	8.57333333333	7.51333333333	9.43	8.75666666667	16.1333333333
"G0-10528"	8.57333333333	7.51333333333	9.43	8.75666666667	16.1333333333
"G0-10529"	8.57333333333	7.51333333333	9.43	8.75666666667	16.1333333333
"G0-10530"	8.57333333333	7.51333333333	9.43	8.75666666667	16.1333333333
"G0-10531"	8.57333333333	7.51333333333	9.43	8.75666666667	16.1333333333
"G0-10535"	27.9633333333	28.3966666667	33.3366666667	21.63	38.51
"G0-10536"	24.5933333333	38.3233333333	32.59	24.3733333333	29.47
"G0-10537"	11.8466666667	14.2833333333	17.7833333333	12.1266666667	13.23
"G0-10538"	11.8466666667	14.2833333333	17.7833333333	12.1266666667	13.23
"G0-10539"	27.9633333333	28.3966666667	33.3366666667	21.63	38.51
"G0-10540"	27.9633333333	28.3966666667	33.3366666667	21.63	38.51
"G0-10541"	22.8933333333	21.8866666667	24.72	24.4566666667	38.9933333333
"G0-10542"	22.8933333333	21.8866666667	24.72	24.4566666667	38.9933333333
"G0-10543"	22.8933333333	21.8866666667	24.72	24.4566666667	38.9933333333
"G0-10544"	22.8933333333	21.8866666667	24.72	24.4566666667	38.9933333333
"G0-10545"	22.8933333333	21.8866666667	24.72	24.4566666667	38.9933333333
"G0-10546"	22.8933333333	21.8866666667	24.72	24.4566666667	38.9933333333
"G0-10550"	0.136666666667	0.0966666666667	0.0	0.0	0.116666666667
"G0-10554"	2.38	3.66	1.70333333333	3.92	1.76
"G0-10555"	1.59	1.96	0.4	1.62666666667	0.776666666667
"G0-10556"	18.4466666667	20.6333333333	6.92333333333	15.28	21.0033333333
"G0-10557"	9.44666666667	12.0033333333	9.22333333333	8.22	24.6133333333
"G0-10558"	31.0633333333	22.2166666667	7.44	32.6366666667	99.3033333333
"G0-10559"	0.0	0.0	0.0	0.0	0.0
"G0-10560"	63.29	69.3833333333	85.9633333333	62.1966666667	52.8033333333
"G0-10561"	77.2266666667	77.6433333333	32.43	66.9733333333	103.86
"G0-10562"	65.2533333333	64.2166666667	76.48	71.6433333333	85.67
"G0-10563"	1.98666666667	4.62666666667	5.32666666667	0.24	2.35
"G0-10564"	10.9266666667	8.7	9.25666666667	12.77	6.79333333333
"G0-10565"	0.113333333333	0.0	0.0	0.0	0.0
"G0-10567"	5.72	6.49	4.95666666667	5.81	6.9
"G0-10569"	5.35333333333	7.39333333333	11.3933333333	9.28	15.93
"G0-10570"	23.66	23.2966666667	25.7566666667	17.12	30.2433333333
"G0-10574"	0.0	0.0	0.0	0.0	0.0
"G0-10580"	0.0	0.0	0.0	0.0	0.0
"G0-10583"	0.423333333333	0.743333333333	0.263333333333	0.46	0.1
"G0-10584"	0.0	0.0	0.0	0.0	0.0
"G0-10585"	1.40666666667	1.86	12.21	2.58	1.71
"G0-10586"	0.77	0.133333333333	0.243333333333	1.39333333333	0.773333333333
"G0-10587"	16.19	9.46	13.05	16.37	25.6766666667
"G0-10588"	0.0	0.0	0.0	0.0	0.0
"G0-10589"	1.83666666667	7.68	14.8466666667	3.36666666667	0.703333333333
"G0-10590"	12.02	8.25333333333	3.15666666667	8.35333333333	11.71
"G0-10591"	190.58	215.546666667	163.796666667	319.336666667	251.17
"G0-10592"	0.0	0.0	0.0	0.0	0.0
"G0-10593"	0.0	0.0	0.0	0.0	0.0
"G0-10594"	0.0	0.0	0.0	0.0	0.0
"G0-10595"	5.30666666667	0.513333333333	0.323333333333	1.63333333333	5.36
"G0-10596"	0.0	0.98	1.87333333333	0.0	2.35
"G0-10597"	124.77	122.17	82.4633333333	80.42	79.9966666667
"G0-10598"	0.0	0.0	0.0	0.0	0.0
"G0-10600"	0.0	0.0	0.0	0.0	0.0
"G0-10601"	2.67333333333	11.37	17.55	2.78333333333	1.32
"G0-10602"	0.0	0.0	0.0	0.0	0.0
"G0-10603"	0.0	0.0	0.43	0.0	0.0
"G0-10604"	0.0	0.0	0.0	0.0	0.0
"G0-10605"	0.643333333333	0.753333333333	0.483333333333	0.646666666667	1.0
"G0-10606"	8.77	9.7	7.70666666667	6.32666666667	28.5
"G0-10607"	0.0	0.0	0.16	0.2	0.0
"G0-10608"	0.16	0.32	0.143333333333	0.84	1.35
"G0-10609"	0.0	0.0	0.0	0.0	0.0
"G0-10610"	0.0	0.0	0.0	0.0	0.0
"G0-10614"	5.9	5.60333333333	7.20333333333	4.44	4.58333333333
"G0-10615"	1.71666666667	1.53333333333	3.0	5.25333333333	2.79333333333
"G0-10616"	0.0	7.20333333333	0.0	0.0	0.0
"G0-10617"	0.0	0.0	0.0	0.0	0.0
"G0-10624"	4.52333333333	4.99333333333	7.55666666667	5.18	3.47666666667
"G0-10629"	0.0	0.0	0.0	0.0	0.0
"G0-10630"	0.0	0.0	0.0	0.0	0.0
"G0-10631"	0.0	0.0	0.0	0.0	0.0
"G0-10632"	0.0	0.0	0.0	0.0	0.0
"G0-10633"	0.0	0.0	0.0	0.0	0.0
"G0-10634"	0.0	0.0	0.0	0.0	0.0
"G0-10641"	0.0	0.0	0.0	0.0	0.0
"G0-10642"	0.0	0.0	0.0	0.0	0.0
"G0-10643"	0.0	0.0	0.0	0.0	0.0
"G0-10644"	0.0	0.0	0.0	0.0	0.0
"G0-10645"	0.0	0.0	0.0	0.0	0.0
"G0-10646"	0.0	0.0	0.0	0.0	0.0
"G0-10647"	0.0	0.0	0.0	0.0	0.0
"G0-10648"	0.0	0.0	0.0	0.0	0.0
"G0-10649"	194.266666667	165.64	272.846666667	329.25	20.8333333333
"G0-10650"	0.0	0.0	0.0	0.0	0.0
"G0-10651"	0.0	0.0	0.0	0.0	0.0
"G0-10652"	0.0	0.0	0.0	0.0	0.0
"G0-10653"	0.0	0.0	0.0	0.0	0.0
"G0-10654"	0.0	0.0	0.0	13.08	0.0
"G0-10655"	0.0	0.0	0.0	7.26	0.0
"G0-10656"	0.0	2.15333333333	0.0	1.66333333333	4.78666666667
"G0-10657"	130.213333333	108.18	53.86	148.34	102.93
"G0-10671"	0.0	0.0	0.0	0.0	0.0
"G0-10677"	0.0	0.0	0.0	0.0	0.0
"G0-10682"	0.0	2.16666666667	1.17666666667	5.04	1.48666666667
"G0-10689"	0.0	0.0	0.0	0.0	0.0
"G0-10694"	0.0	0.0	0.0	0.0	0.0
"G0-10695"	0.0	0.0	0.0	0.0	0.0
"G0-10696"	0.0	0.0	0.0	0.0	0.0
"G0-10697"	0.0	0.0	0.0	0.0	0.0
"G0-10698"	0.0	0.0	0.0	0.0	0.0
"G0-10699"	0.0	0.0	0.0	0.0	0.0
"G0-10700"	0.0	0.0	0.0	0.0	0.0
"G0-10701"	0.0	0.0	0.0	0.0	0.0
"G0-10702"	0.0	0.0	0.0	0.0	0.0
"G0-10703"	0.0	0.0	0.0	0.0	0.0
"G0-10704"	0.0	0.0	0.0	0.0	0.0
"G0-10705"	0.0	0.0	0.0	0.0	0.0
"G0-10706"	0.0	0.0	0.0	0.0	0.0
"G0-10707"	0.0	0.0	0.0	0.0	0.0
"G0-10715"	0.0	0.0	0.0	0.0	0.0
"G0-10716"	0.0	0.0	0.0	0.0	0.0
"G0-10737"	0.0	0.0	0.0	0.0	0.0
"G0-10738"	0.0	0.0	0.0	0.0	0.0
"G0-10751"	0.0	0.0	0.0	0.0	0.0
"G0-10752"	0.0	0.0	0.0	0.0	0.0
"G0-16600"	0.0	0.0	0.0	0.0	0.0
"G0-16601"	0.0	0.0	0.0	0.0	0.0
"G0-41"	257.276666667	216.903333333	212.876666667	107.08	107.983333333
"G0-8601"	12.5233333333	11.66	7.43333333333	14.9966666667	18.7433333333
"G0-8785"	0.0	0.0	0.0	0.0	0.0
"G0-8861"	0.0	0.0	0.0	0.0	0.0
"G0-8862"	0.0	0.0	0.0	0.0	0.0
"G0-8863"	0.0	0.0	0.0	0.0	0.0
"G0-8865"	0.0	0.0	0.0	0.0	0.0
"G0-8866"	0.0	0.0	0.0	0.0	0.0
"G0-8867"	0.0	0.0	0.0	0.0	0.0
"G0-8868"	0.0	0.0	0.0	0.0	0.0
"G0-8869"	134.0	121.556666667	55.6933333333	73.71	29.0833333333
"G0-8870"	0.0	0.0	0.0	0.0	0.0
"G0-8871"	0.0	0.0	0.0	0.0	0.0
"G0-8872"	0.0	0.0	0.0	0.0	0.0
"G0-8873"	0.0	0.0	0.0	0.0	0.0
"G0-8874"	0.0	0.0	0.0	0.0	0.0
"G0-8875"	0.0	0.0	0.0	0.0	0.0
"G0-8876"	0.0	0.0	0.0	0.0	0.0
"G0-8878"	0.0	0.0	0.0	0.0	0.0
"G0-8879"	0.0	0.0	0.0	0.0	0.0
"G0-8880"	0.0	0.0	0.0	0.0	0.0
"G0-8881"	0.0	0.0	0.0	0.0	0.0
"G0-8882"	0.0	0.0	0.0	0.0	0.0
"G0-8883"	0.0	0.0	0.0	0.0	0.0
"G0-8884"	0.0	0.0	0.0	0.0	0.0
"G0-8885"	0.0	0.0	0.0	0.0	0.0
"G0-8886"	0.0	0.0	0.0	0.0	0.0
"G0-8887"	0.0	0.0	0.0	0.0	0.0
"G0-8888"	0.0	0.0	0.0	0.0	0.0
"G0-8891"	220.74	197.666666667	195.683333333	244.593333333	402.476666667
"G0-8892"	0.0	0.0	0.0	0.0	0.0
"G0-8893"	0.0	0.0	0.0	0.0	0.0
"G0-8894"	0.0	0.0	0.0	0.0	0.0
"G0-8895"	0.0	0.0	0.0	0.0	0.0
"G0-8896"	0.0	0.0	0.0	0.0	0.0
"G0-8897"	0.0	0.0	0.0	0.0	0.0
"G0-8898"	0.0	0.0	0.0	0.0	0.0
"G0-8899"	0.0	0.0	0.0	0.0	0.0
"G0-8900"	0.0	0.0	0.0	0.0	0.0
"G0-8901"	0.0	0.0	0.0	0.0	0.0
"G0-8902"	0.0	0.0	0.0	0.0	0.0
"G0-8903"	0.0	0.0	0.0	0.0	0.0
"G0-8904"	0.0	0.0	0.0	0.0	0.0
"G0-8905"	0.0	0.0	0.0	0.0	0.0
"G0-8906"	0.0	0.0	0.0	0.0	0.0
"G0-8907"	0.0	0.0	0.0	0.0	0.0
"G0-8908"	0.0	0.0	0.0	0.0	0.0
"G0-8910"	0.0	0.0	0.0	0.0	0.0
"G0-8911"	0.0	0.0	0.0	0.0	0.0
"G0-8912"	0.0	0.0	0.0	0.0	0.0
"G0-8913"	0.0	0.0	0.0	0.0	0.0
"G0-8914"	0.0	0.0	0.0	0.0	0.0
"G0-9041"	10.4933333333	139.79	23.2066666667	29.06	43.81
"G0-9042"	0.0	0.0	0.0	0.0	0.0
"G0-9081"	0.0	0.443333333333	0.293333333333	0.996666666667	2.44333333333
"G0-9121"	90.0166666667	100.596666667	94.2	108.62	142.47
"G0-9381"	0.0	0.0	0.0	0.0	0.0
"G0-9382"	0.0	0.0	0.0	0.0	0.0
"G0-9383"	0.0	0.0	0.0	0.0	0.0
"G0-9384"	0.0	0.0	0.0	0.0	0.0
"G0-9385"	0.0	0.0	0.0	0.0	0.0
"G0-9387"	0.0	0.0	0.0	0.0	0.0
"G0-9388"	0.0	0.0	0.0	0.0	0.0
"G0-9461"	158.24	153.773333333	121.92	135.48	206.0
"G0-9541"	19.0966666667	18.0666666667	18.2766666667	14.2166666667	29.7533333333
"G0-9561"	89.6733333333	81.5766666667	195.78	76.3766666667	64.6433333333
"G0-9562"	521.946666667	375.39	135.62	432.573333333	2804.43333333
"G0-9563"	11.6233333333	2.60333333333	18.2666666667	7.89	13.6566666667
"G0-9581"	0.0	0.0	0.0	0.0	0.0
"G0-9582"	4.09333333333	0.0	1.8	11.2366666667	2.3
"G0-9602"	65.3233333333	33.08	17.57	29.5833333333	38.9066666667
"G0-9603"	0.0	0.0	0.0	0.0	0.0
"G0-9605"	0.0	7.74333333333	3.64333333333	4.74666666667	2.16666666667
"G0-9606"	0.0	0.0	0.0	0.0	0.0
"G0-9607"	65.3233333333	33.08	17.57	29.5833333333	38.9066666667
"G0-9608"	0.0	0.0	0.0	0.0	0.0
"G0-9609"	0.0	0.0	0.0	0.0	0.0
"G0-9610"	46.59	39.79	13.4833333333	180.67	35.0166666667
"G0-9611"	0.0	0.0	0.0	0.0	0.0
"G0-9613"	1.09333333333	8.97	2.83	0.0	1.98666666667
"G0-9621"	26.5366666667	20.64	22.85	30.4	29.1166666667
"G0-9662"	403.766666667	434.256666667	797.776666667	433.433333333	284.756666667
"G0-9941"	0.0	0.0	0.0	0.0	0.0
"G0-9961"	66.84	72.15	33.94	94.3966666667	73.77
