"Object ID"	"Primary Name"	"Synonyms"
"EG11251"	"ychA"	"[ychA, sirB1, b1214, ECK1202]"
"G7904"	"insN-2"	"[insN-2, yi91, yi91b, b4283, ECK0257]"
"EG12136"	"mdtD"	"[mdtD, yegB, iceT, b2077, ECK2073]"
"EG11208"	"arpA"	"[arpA, arp, yjaC, b4017, ECK4009]"
"G7054"	"yedS_3"	"[yedS_3, yedS, b1966, ECK1962]"
"EG30069"	"rnpB"	"[rnpB, b3123, ECK3111]"
"G0-10634"	"shoB"	"[shoB, yphI, ryfB, b4681, b4687, ECK4502]"
"EG11134"	"ydjA"	"[ydjA, b1765, ECK1763]"
"G6823"	"gnsB"	"[gnsB, ydfY, b1550, ECK1544]"
"G6404"	"ybhM"	"[ybhM, b0787, ECK0776]"
"EG11921"	"rluF"	"[rluF, yjbC, b4022, ECK4014]"
"G7557"	"yghX_2"	"[yghX_2, yghY, b4658, b3000, ECK2994]"
"G7848"	"yjfK"	"[yjfK, b4183, ECK4179]"
"G7150"	"insH-8"	"[insH-8, trs5-8, yi52_8, b2192, ECK0261]"
"EG11883"	"tehA"	"[tehA, b1429, ECK1422]"
"EG12221"	"acpT"	"[acpT, yhhU, b3475, ECK3459]"
"G0-16683"	"crl_2"	"[crl_2, ECK0241]"
"EG11177"	"truB"	"[truB, yhbA, b3166, ECK3155]"
"G0-10631"	"ibsC"	"[ibsC, b4665, ECK4480]"
"G7696"	"yrdA"	"[yrdA, b3279, ECK3266]"
"EG10276"	"accC"	"[accC, fabG, b3256, ECK3243]"
"EG10397"	"glpG"	"[glpG, b3424, ECK3410]"
"EG10454"	"truA"	"[truA, asuC, hisT, leuK, b2318, ECK2312]"
"EG12103"	"gapC_2"	"[gapC_2, gapC, b1416, ECK1409]"
"G7589"	"yqiK"	"[yqiK, b3051, ECK3040]"
"G6533"	"insF-4"	"[insF-4, tra5-3, b1026, ECK0299]"
"EG11689"	"nepI"	"[nepI, yicM, b3662, ECK3653]"
"EG11531"	"cfa"	"[cfa, cdfA, b1661, ECK1657]"
"G7389"	"ygaQ"	"[ygaQ, ygaQ_4, G7393, yqaD, ygaQ_3, G7392, ygaQ_2, G7391, ygaR, b2656 (obsolete), b2655 (obsolete), yqaC, ygaQ_1, b2654 (obsolete), b2657 (obsolete), b2658 (obsolete), b4462, ECK2649]"
"G7641"	"rsmI"	"[rsmI, yraL, b3146, ECK3134]"
"G0-10629"	"ibsE"	"[ibsE, b4666, ECK4481]"
"G7435"	"ygcQ"	"[ygcQ, b2769, ECK2764]"
"EG10247"	"acpS"	"[acpS, dpj, b2563, ECK2561]"
"EG11613"	"eptA"	"[eptA, yjdB, b4114, ECK4107]"
"G6732"	"hrpA"	"[hrpA, b1413, ECK1406]"
"G6927"	"arpB_2"	"[arpB_2, arpB, b1721, ECK1718]"
"G7214"	"yfcZ"	"[yfcZ, b2343, ECK2337]"
"G6146"	"insA-3"	"[insA-3, b0275, ECK0023]"
"EG11459"	"yifK"	"[yifK, b3795, ECK3788]"
"EG11284"	"fabZ"	"[fabZ, sfhC21, sabA1, sefA, yaeA, b0180, ECK0179]"
"G0-10570"	"insB-7_2"	"[insB-7_2, b4564, ECK0022]"
"EG10961"	"speC"	"[speC, b2965, ECK2960]"
"EG11817"	"umpG"	"[umpG, ygbC, surE, b2744, ECK2739]"
"G7027"	"flhE"	"[flhE, b1878, ECK1879]"
"EG12606"	"fabF"	"[fabF, vtr, cvc, fabJ, vtrB, b1095, ECK1081]"
"G7320"	"bamB"	"[bamB, yfgL, b2512, ECK2508]"
"EG12882"	"gss"	"[gss, gsp, b2988, ECK2982]"
"G0-10562"	"yhcE_2"	"[yhcE_2, ychE_2, b4549, ECK3207]"
"G6903"	"fumD"	"[fumD, ydhZ, b1675, ECK1671]"
"G0-10544"	"insCD-4"	"[insCD-4]"
"EG11104"	"entS"	"[entS, ybdA, b0591, ECK0584]"
"EG10277"	"fabH"	"[fabH, b1091, ECK1077]"
"EG10498"	"ilvG_2"	"[ilvG_2, ilvG, b3768, ECK3760]"
"EG10962"	"speD"	"[speD, b0120, ECK0119]"
"G6798"	"lsrK"	"[lsrK, ydeV, b1511, ECK1504]"
"G6635"	"yciO"	"[yciO, b1267, ECK1261]"
"EG11647"	"accA"	"[accA, b0185, ECK0184]"
"G6975"	"yeaL"	"[yeaL, b1789, ECK1787]"
"EG10959"	"speA"	"[speA, b2938, ECK2933]"
"G6460"	"ybjX"	"[ybjX, b0877, ECK0868]"
"EG11750"	"rpnA"	"[rpnA, yhgA, b3411, ECK3398]"
"EG10014"	"acrD"	"[acrD, yffA, b2470, ECK2465]"
"EG10273"	"fabA"	"[fabA, b0954, ECK0945]"
"G6842"	"speG"	"[speG, b1584, ECK1579]"
"G6271"	"ylbH"	"[ylbH, b0499, ECK0493]"
"EG10217"	"accD"	"[accD, dedB, usg, b2316, ECK2310]"
"G7832"	"fxsA"	"[fxsA, yjeG, b4140, ECK4134]"
"EG10963"	"speE"	"[speE, b0121, ECK0120]"
"G0-10652"	"yohP"	"[yohP, b4679, ECK4494]"
"G7894"	"insC-6"	"[insC-6, yi21-6, b4272, ECK0357]"
"G7198"	"yfcJ"	"[yfcJ, b2322, ECK2316]"
"EG11317"	"fabD"	"[fabD, tfpA, b1092, ECK1078]"
"EG10960"	"speB"	"[speB, b2937, ECK2932]"
"EG12851"	"ybeL"	"[ybeL, b0643, ECK0636]"
"G36"	"fadH"	"[fadH, ygjL, b3081, ECK3071]"
"EG10952"	"bamE"	"[bamE, smpA, smqA, b2617, ECK2613]"
"EG10753"	"potE"	"[potE, b0692, ECK0680]"
"EG12280"	"yiaL"	"[yiaL, b3576, ECK3565]"
"G7092"	"insH-7"	"[insH-7, yi52_7, trs5-7, b2030, ECK0261]"
"G6861"	"ydgI"	"[ydgI, arcD, b1605, ECK1600]"
"G369"	"flgM"	"[flgM, b1071, ECK1056]"
"EG11964"	"yibL"	"[yibL, b3602, ECK3592]"
"EG11637"	"marC"	"[marC, ydeC, ydeB, b1529, ECK1522]"
"EG12308"	"yfhH"	"[yfhH, b2561, ECK2559]"
"EG11839"	"yihM"	"[yihM, b3873, ECK3866]"
"G6377"	"ybfL"	"[ybfL, b0705, ECK0694]"
"G6378"	"dtpD"	"[dtpD, ybgH, b0709, ECK0698]"
"EG12116"	"acrR"	"[acrR, ybaH, b0464, ECK0458]"
"EG11603"	"ygiF"	"[ygiF, b3054, ECK3044]"
"G7753"	"yhgN"	"[yhgN, b3434, ECK3420]"
"EG11838"	"yihL"	"[yihL, b3872, ECK3865]"
"EG11201"	"yigA"	"[yigA, b3810, ECK3805]"
"G6138"	"insB-2"	"[insB-2, b0264, ECK0022]"
"EG13174"	"yqcE"	"[yqcE, yqcF, b2775, ECK2769]"
"EG11734"	"phoH"	"[phoH, psiH, b1020, ECK1010]"
"EG11527"	"narP"	"[narP, b2193, ECK2185]"
"EG11122"	"yciB"	"[yciB, b1254, ECK1248]"
"EG11530"	"fadD"	"[fadD, oldD, b1805, ECK1803]"
"EG11623"	"sdaB"	"[sdaB, b2797, ECK2792]"
"EG11146"	"xapR"	"[xapR, pRndR, pndR, yfeB, b2405, ECK2399]"
"G7839"	"yjeO"	"[yjeO, b4158, ECK4154]"
"G0-10541"	"insCD-1"	"[insCD-1]"
"EG12563"	"gntP"	"[gntP, yjiB, b4321, ECK4312]"
"EG11371"	"pgpC"	"[pgpC, yfhB, b2560, ECK2558]"
"EG10977"	"sspA"	"[sspA, ssp, pog, b3229, ECK3218]"
"G7684"	"yhcO"	"[yhcO, b3239, ECK3228]"
"EG10740"	"plsB"	"[plsB, b4041, ECK4033]"
"EG11407"	"dadA"	"[dadA, dadR, b1189, ECK1177]"
"EG10839"	"rfaH"	"[rfaH, hlyT, sfrB, b3842, ECK3834]"
"G7551"	"yghS"	"[yghS, b2985, ECK2979]"
"G7769"	"insH-11"	"[insH-11, yi52_11, trs5-11, b3505, ECK0261]"
"EG12268"	"yhjX"	"[yhjX, b3547, ECK3534]"
"G6551"	"clsC"	"[clsC, ymdC, b1046, ECK1032]"
"EG10656"	"sfsB"	"[sfsB, nlp, sfs7, b3188, ECK3177]"
"G7418"	"ygbK"	"[ygbK, b2737, ECK2732]"
"EG10704"	"pgpA"	"[pgpA, yajN, b0418, ECK0412]"
"EG11005"	"tnaA"	"[tnaA, ind, tnaR, b3708, ECK3701]"
"EG10359"	"fur"	"[fur, b0683, ECK0671]"
"G7202"	"smrB"	"[smrB, yfcN, b2331, ECK2325]"
"G7074"	"insH-6"	"[insH-6, yi52_6, trs5-6, b1994, ECK0261]"
"EG12034"	"setB"	"[setB, yeiO, b2170, ECK2163]"
"EG11608"	"clsA"	"[clsA, yciJ, nov, cls, b1249, ECK1243]"
"G7727"	"frlR"	"[frlR, yhfR, b3375, ECK3362]"
"G6998"	"yobD"	"[yobD, b1820, ECK1818]"
"EG11377"	"plsC"	"[plsC, parF, b3018, ECK3009]"
"EG12407"	"iaaA"	"[iaaA, spt, ybiK, b0828, ECK0818]"
"G7347"	"rseC"	"[rseC, b2570, ECK2568]"
"G6894"	"ydhQ"	"[ydhQ, b1664, ECK1660]"
"G0-10538"	"insAB-3"	"[insAB-3]"
"EG11842"	"yihP"	"[yihP, b3877, ECK3870]"
"EG10775"	"psd"	"[psd, b4160, ECK4156]"
"G6976"	"nimR"	"[nimR, yeaM, b1790, ECK1788]"
"G6608"	"pdeG"	"[pdeG, ycgG, b1168, ECK1155]"
"G0-9662"	"gnsA"	"[gnsA, yccL, sfa, b4517, ECK0982]"
"G6942"	"astD"	"[astD, ydjU, b1746, ECK1744]"
"G6673"	"dgcM"	"[dgcM, ydaM, b1341, ECK1338]"
"G6434"	"dgcI"	"[dgcI, yliF, b0834, ECK0824]"
"G7672"	"insH-10"	"[insH-10, trs5-10, yi52_10, b3218, ECK0261]"
"EG11658"	"uidB"	"[uidB, gusB, uidP, b1616, ECK1611]"
"EG10139"	"cdsA"	"[cdsA, cds, b0175, ECK0174]"
"G6319"	"cusR"	"[cusR, ylcA, b0571, ECK0563]"
"G7729"	"yhfT"	"[yhfT, b3377, ECK3364]"
"G6252"	"pdeB"	"[pdeB, ylaB, b0457, ECK0451]"
"EG11674"	"plsY"	"[plsY, ygiH, b3059, ECK3049]"
"EG10930"	"sdaA"	"[sdaA, b1814, ECK1812]"
"EG13161"	"dsdC"	"[dsdC, b2364, ECK2360]"
"G0-10648"	"yoaJ"	"[yoaJ, b4675, ECK4490]"
"G6725"	"insI-2"	"[insI-2, tra8-2, b1404, ECK0258]"
"EG11392"	"nhaB"	"[nhaB, b1186, ECK1174]"
"EG11437"	"plsX"	"[plsX, b1090, ECK1076]"
"EG12278"	"yiaJ"	"[yiaJ, b3574, ECK3563]"
"G7282"	"eutH"	"[eutH, yffU, b2452, ECK2447]"
"EG12708"	"ybcI"	"[ybcI, b0527, ECK0520]"
"EG10781"	"pssA"	"[pssA, pss, b2585, ECK2583]"
"EG10045"	"ansA"	"[ansA, b1767, ECK1765]"
"EG12105"	"yeiE"	"[yeiE, b2157, ECK2150]"
"EG12263"	"bcsE"	"[bcsE, yhjS, b3536, ECK3521]"
"G6296"	"insE-3"	"[insE-3, b0540, ECK0298]"
"EG11041"	"tyrP"	"[tyrP, b1907, ECK1906]"
"EG10706"	"pgsA"	"[pgsA, b1912, ECK1911]"
"EG11741"	"envR"	"[envR, acrS, yhdK, b3264, ECK3251]"
"G6465"	"lolA"	"[lolA, yzzV, lplA, b0891, ECK0882]"
"EG11941"	"yjcF"	"[yjcF, b4066, ECK4059]"
"G6406"	"clsB"	"[clsB, ybhO, b0789, ECK0778]"
"G6943"	"astA"	"[astA, ydjV, b1747, ECK1745]"
"EG11449"	"hdfR"	"[hdfR, b3762 (obsolete), yifA, yifD, b3763 (obsolete), b4480, ECK3756]"
"EG11806"	"yebE"	"[yebE, b1846, ECK1847]"
"G6085"	"insB-1"	"[insB-1, b0021, ECK0022]"
"EG10578"	"melB"	"[melB, mel-4, b4120, ECK4113]"
"EG10224"	"dgkA"	"[dgkA, b4042, ECK4034]"
"EG11103"	"fimZ"	"[fimZ, ybcA, b0535, ECK0528]"
"EG11977"	"fliR"	"[fliR, flaP, b1950, ECK1948]"
"EG11526"	"ydcC"	"[ydcC, b1460, ECK1454]"
"EG10964"	"speF"	"[speF, b0693, ECK0681]"
"EG10958"	"soxS"	"[soxS, b4062, ECK4054]"
"EG11187"	"yibA"	"[yibA, b3594, ECK3583]"
"G0-10535"	"insAB-1"	"[insAB-1]"
"G7542"	"glcA"	"[glcA, yghK, b2975, ECK2969]"
"EG10820"	"rcsA"	"[rcsA, cpsR, b1951, ECK1949]"
"G7709"	"gspJ"	"[gspJ, yheI, b3331, ECK3318]"
"EG11097"	"yajD"	"[yajD, b0410, ECK0404]"
"G6940"	"astE"	"[astE, ydjS, b1744, ECK1742]"
"EG10603"	"mprA"	"[mprA, emrR, b2684, ECK2678]"
"G7951"	"yjjU"	"[yjjU, b4377, ECK4369]"
"G7548"	"insH-9"	"[insH-9, trs5-9, yi52_9, b2982, ECK0261]"
"G7115"	"mdtC"	"[mdtC, yegO, b2076, ECK2072]"
"EG10466"	"hupA"	"[hupA, b4000, ECK3992]"
"G7190"	"yfcC"	"[yfcC, b2298, ECK2292]"
"G7828"	"yjdI"	"[yjdI, b4126, ECK4119]"
"EG10168"	"lnt"	"[lnt, cutE, b0657, ECK0649]"
"EG10046"	"ansB"	"[ansB, b2957, ECK2952]"
"EG10325"	"fnr"	"[fnr, nirA, nirR, ossA, oxrA, b1334, ECK1330]"
"G7674"	"yhcG"	"[yhcG, b3220, ECK3209]"
"G6213"	"insD-1"	"[insD-1, yi22-1, b0361, ECK0358]"
"G6854"	"ynfM"	"[ynfM, yzyC, b1596, ECK1591]"
"G6250"	"ybaY"	"[ybaY, b0453, ECK0447]"
"EG10164"	"crp"	"[crp, cap, csm, gurB, b3357, ECK3345]"
"G6443"	"ybjJ"	"[ybjJ, b0845, ECK0835]"
"G7529"	"yggU"	"[yggU, b2953, ECK2948]"
"G7137"	"rcnR"	"[rcnR, yohL, b2105, ECK2098]"
"EG11276"	"tnaC"	"[tnaC, tnaL, b3707, ECK3700]"
"G7948"	"bglJ"	"[bglJ, yjjR, b4366, ECK4356]"
"G7396"	"yqaE"	"[yqaE, b2666, ECK2660]"
"G0-16638"	"insA9"	"[insA9, b4709, ECK4566]"
"G6280"	"ybbW"	"[ybbW, allP, glxB2, b0511, ECK0504]"
"EG11811"	"aidB"	"[aidB, b4187, ECK4183]"
"G7630"	"agaR"	"[agaR, yhaW, b3131, ECK3119]"
"EG11895"	"yeeE"	"[yeeE, b2013, ECK2007]"
"G7173"	"elaB"	"[elaB, yfbD, b2266, ECK2260]"
"EG11320"	"nrdR"	"[nrdR, ybaD, b0413, ECK0407]"
"EG10249"	"dsdA"	"[dsdA, b2366, ECK2362]"
"G7308"	"hyfR"	"[hyfR, b2491, ECK2487]"
"G6983"	"yeaR"	"[yeaR, b1797, ECK1795]"
"G0-10529"	"insEF-2"	"[insEF-2]"
"EG12539"	"idnT"	"[idnT, gntW, yjgT, b4265, ECK4258]"
"EG10315"	"fimH"	"[fimH, pilE, b4320, ECK4311]"
"G6882"	"slyA"	"[slyA, b1642, ECK1638]"
"G7706"	"gspG"	"[gspG, hofG, hopG, b3328, ECK3315]"
"G6870"	"ydgK"	"[ydgK, rsxP, b1626, ECK1622]"
"G6547"	"csgB"	"[csgB, b1041, ECK1027]"
"G7624"	"tdcG"	"[tdcG, b3111 (obsolete), yhaQ, b3112 (obsolete), tdcGa, yhaP, sdhY, b4471, ECK3101]"
"G6658"	"ycjW"	"[ycjW, b1320, ECK1316]"
"G6560"	"yceM"	"[yceM, mviM, b1068, ECK1053]"
"G7905"	"insI-3"	"[insI-3, tra8-3, b4284, ECK0258]"
"EG12241"	"mdtF"	"[mdtF, yhiV, b3514, ECK3498]"
"EG12094"	"sgrR"	"[sgrR, yabN, b0069, ECK0070]"
"G6263"	"cueR"	"[cueR, copR, ybbI, b0487, ECK0481]"
"G7108"	"yegH"	"[yegH, b2063, ECK2057]"
"G6413"	"ybiX"	"[ybiX, b0804, ECK0793]"
"G6494"	"sxy"	"[sxy, yccR, b0959, ECK0950]"
"G6941"	"astB"	"[astB, ydjT, b1745, ECK1743]"
"EG12694"	"ttdR"	"[ttdR, dan, ygiP, b3060, ECK3050]"
"G6186"	"yahG"	"[yahG, b0321, ECK0319]"
"G7255"	"insL-3"	"[insL-3, yi81-3, b2394, ECK0016]"
"EG11821"	"amtB"	"[amtB, ybaG, b0451, ECK0445]"
"G361"	"flgE"	"[flgE, flaK, b1076, ECK1061]"
"EG12243"	"gadX"	"[gadX, yhiX, b3516, ECK3501]"
"G6282"	"ybbY"	"[ybbY, glxB4, b0513, ECK0506]"
"G0-10643"	"yoeI"	"[yoeI, b4678, ECK4493]"
"EG10841"	"fliD"	"[fliD, flbC, rfs, b1924, ECK1923]"
"G7287"	"eutM"	"[eutM, yffZ, cchA, b2457, ECK2452]"
"EG11969"	"zntR"	"[zntR, yhdM, b3292, ECK3279]"
"EG12379"	"yecE"	"[yecE, b1868, ECK1869]"
"G6534"	"insE-4"	"[insE-4, b1027, ECK0298]"
"EG11616"	"sugE"	"[sugE, b4148, ECK4144]"
"G358"	"flgB"	"[flgB, flbA, b1073, ECK1058]"
"EG11711"	"yidP"	"[yidP, b3684, ECK3676]"
"EG11671"	"atoE"	"[atoE, b2223, ECK2216]"
"EG12251"	"yhjG"	"[yhjG, yhjF, b3524, ECK3509]"
"EG10322"	"fliL"	"[fliL, flaQI, flaAI, cheC1, b1944, ECK1942]"
"EG12257"	"bcsC"	"[bcsC, yhjL, b3530, ECK3515]"
"EG11421"	"cynR"	"[cynR, b0338, ECK0335]"
"EG11936"	"yjbR"	"[yjbR, b4057, ECK4049]"
"G6168"	"insE-1"	"[insE-1, b0298, ECK0298]"
"EG11019"	"trkA"	"[trkA, b3290, ECK3276]"
"EG11975"	"fliP"	"[fliP, flaR, b1948, ECK1946]"
"EG11083"	"rapA"	"[rapA, yabA, hepA, b0059, ECK0060]"
"G7703"	"gspD"	"[gspD, yheF, b3325, ECK3312]"
"EG11743"	"yddB"	"[yddB, b1495, ECK1489]"
"G378"	"fliJ"	"[fliJ, flaO, b1942, ECK1940]"
"G7292"	"eutS"	"[eutS, ypfE, b2462, ECK2457]"
"EG10899"	"rpoZ"	"[rpoZ, spoS, b3649, ECK3639]"
"EG11516"	"ycgB"	"[ycgB, b1188, ECK1176]"
"G0-10545"	"insCD-5"	"[insCD-5]"
"EG10521"	"kefC"	"[kefC, trkC, b0047, ECK0048]"
"EG11654"	"fliG"	"[fliG, flaAII.2, flaBII, b1939, ECK1937]"
"EG10562"	"malT"	"[malT, malA, b3418, ECK3405]"
"G6984"	"leuE"	"[leuE, yeaS, b1798, ECK1796]"
"EG11174"	"yhaC"	"[yhaC, b3121, ECK3110]"
"G365"	"flgI"	"[flgI, flaM, b1080, ECK1065]"
"G6415"	"mcbA"	"[mcbA, ybiM, b0806, ECK0795]"
"EG10125"	"bolA"	"[bolA, b0435, ECK0429]"
"EG10083"	"aroM"	"[aroM, b0390, ECK0385]"
"G0-10430"	"insA-4"	"[insA-4, b4516, ECK0023]"
"G7501"	"xanQ"	"[xanQ, ygfO, b2882, ECK2878]"
"EG11388"	"fliS"	"[fliS, b1925, ECK1924]"
"G7913"	"sgcR"	"[sgcR, yjhJ, b4300, ECK4289]"
"EG13217"	"ybaE"	"[ybaE, b0445, ECK0439]"
"G7930"	"yjiK"	"[yjiK, b4333, ECK4324]"
"G362"	"flgF"	"[flgF, flaX, b1077, ECK1062]"
"G7146"	"lpxT"	"[lpxT, yeiU, b2174, ECK2168]"
"G7575"	"qseB"	"[qseB, ygiX, b3025, ECK3016]"
"G7797"	"yifO"	"[yifO, b3776, ECK3768]"
"G7895"	"insD-6"	"[insD-6, yi22-6, b4273, ECK0358]"
"G7067"	"shiA"	"[shiA, yeeM, b1981, ECK1976]"
"EG11224"	"fliO"	"[fliO, flbD, b1947, ECK1945]"
"G7245"	"ypdC"	"[ypdC, b2382, ECK2378]"
"EG11536"	"yidE"	"[yidE, yibE, b3685, ECK3677]"
"G7620"	"yhaK"	"[yhaK, b3106, ECK3097]"
"G359"	"flgC"	"[flgC, flaW, b1074, ECK1059]"
"G6852"	"mlc"	"[mlc, dgsA, b1594, ECK1589]"
"G7515"	"yqfE"	"[yqfE, b2915, ECK2911]"
"G7125"	"insE-5"	"[insE-5, b2088, ECK0298]"
"G6764"	"ansP"	"[ansP, yncF, b1453, ECK1447]"
"EG10323"	"fliM"	"[fliM, flaQ, fla, flaQII, flaAII, flaA, cheC2, b1945, ECK1943]"
"G6628"	"dhaR"	"[dhaR, ycgU, b1201, ECK1189]"
"G7946"	"yjjP"	"[yjjP, b4364, ECK4354]"
"G7338"	"yphB"	"[yphB, b2544, ECK2541]"
"EG11976"	"fliQ"	"[fliQ, flaQ, b1949, ECK1947]"
"G6227"	"yaiW"	"[yaiW, b0378, ECK0373]"
"G7148"	"pdeN"	"[pdeN, rtn, b2176, ECK2170]"
"G6139"	"insA-2"	"[insA-2, b0265, ECK0023]"
"G6241"	"yajR"	"[yajR, b0427, ECK0421]"
"G379"	"fliK"	"[fliK, flaE, b1943, ECK1941]"
"G6195"	"prpR"	"[prpR, yahP, b0330, ECK0328]"
"G6859"	"tqsA"	"[tqsA, ydgG, b1601, ECK1596]"
"G6966"	"yeaD"	"[yeaD, yzzQ, b1780, ECK1778]"
"EG11656"	"fliH"	"[fliH, flaAII.3, flaBIII, b1940, ECK1938]"
"EG12428"	"rhoL"	"[rhoL, b3782, ECK3774]"
"G6808"	"dgcF"	"[dgcF, yneF, b1522, ECK1515]"
"G0-10542"	"insCD-2"	"[insCD-2]"
"EG12760"	"garP"	"[garP, yhaU, b3127, ECK3115]"
"G366"	"flgJ"	"[flgJ, flaZ, b1081, ECK1066]"
"EG12204"	"cspC"	"[cspC, msmB, b1823, ECK1821]"
"EG12376"	"yfeH"	"[yfeH, b2410, ECK2404]"
"G6506"	"gfcC"	"[gfcC, ymcB, b0985, ECK0976]"
"G363"	"flgG"	"[flgG, flaL, b1078, ECK1063]"
"EG11962"	"lldR"	"[lldR, lct, lctR, b3604, ECK3594]"
"G6098"	"yaeQ"	"[yaeQ, b0190, ECK0190]"
"G7776"	"insJ"	"[insJ, yi5A, b3557, ECK3545]"
"EG12469"	"dtpC"	"[dtpC, yjdL, b4130, ECK4124]"
"EG11346"	"fliE"	"[fliE, fla, flaAI, flaN, b1937, ECK1935]"
"EG11649"	"yafC"	"[yafC, b0208, ECK0208]"
"EG11141"	"yedA"	"[yedA, b1959, ECK1957]"
"G0-10456"	"yoeF"	"[yoeF, b4538, ECK2000]"
"G360"	"flgD"	"[flgD, flaV, b1075, ECK1060]"
"EG11355"	"fliA"	"[fliA, rpoF, flaD, b1922, ECK1921]"
"EG12365"	"prkB"	"[prkB, yhfF, b3355, ECK3343]"
"G7076"	"insD-3"	"[insD-3, yi22-3, b1996, ECK0358]"
"EG12219"	"yhhS"	"[yhhS, b3473, ECK3457]"
"EG10324"	"fliN"	"[fliN, motD, b1946, ECK1944]"
"EG11051"	"uhpA"	"[uhpA, b3669, ECK3660]"
"G7745"	"yhgE"	"[yhgE, b3402, ECK3389]"
"EG12139"	"qseG"	"[qseG, yfhG, b2555, ECK2552]"
"G357"	"flgA"	"[flgA, flaU, b1072, ECK1057]"
"EG10896"	"rpoD"	"[rpoD, alt, b3067, ECK3057]"
"EG11922"	"yjbD"	"[yjbD, b4023, ECK4015]"
"G6327"	"insL-2"	"[insL-2, yi81-2, b0582, ECK0016]"
"EG11953"	"mdtO"	"[mdtO, yjcQ, sdsQ, b4081, ECK4074]"
"EG10321"	"fliC"	"[fliC, H, flaF, hag, b1923, ECK1922]"
"EG10547"	"lrp"	"[lrp, rblA, oppI, mbf, lstR, alsB, ihb, livR, lrs, lss, b0889, ECK0880]"
"G7526"	"yggR"	"[yggR, b2950, ECK2945]"
"EG11713"	"yidR"	"[yidR, b3689, ECK3681]"
"G370"	"flhA"	"[flhA, flaH, b1879, ECK1880]"
"EG10291"	"fecI"	"[fecI, b4293, ECK4283]"
"EG11410"	"yjgA"	"[yjgA, b4234, ECK4229]"
"G0-10539"	"insAB-5"	"[insAB-5]"
"EG11724"	"adeP"	"[adeP, yieG, purP, b3714, ECK3707]"
"G364"	"flgH"	"[flgH, flaY, b1079, ECK1064]"
"EG10111"	"betI"	"[betI, b0313, ECK0311]"
"G6544"	"csgF"	"[csgF, b1038, ECK1024]"
"EG11157"	"ygeA"	"[ygeA, b2840, ECK2838]"
"EG11347"	"fliF"	"[fliF, flaAII.1, flaBI, b1938, ECK1936]"
"G6645"	"puuD"	"[puuD, ycjL, b1298, ECK1293]"
"G7882"	"bdcR"	"[bdcR, yjgJ, b4251, ECK4244]"
"G7872"	"ytfK"	"[ytfK, b4217, ECK4213]"
"G7761"	"insA-6"	"[insA-6, b3444, ECK0023]"
"EG11561"	"caiT"	"[caiT, yaaP, b0040, ECK0041]"
"EG10510"	"rpoS"	"[rpoS, sigS, otsX, abrD, appR, csi2, dpeB, katF, nur, b2741, ECK2736]"
"G7547"	"yghO"	"[yghO, b2981, ECK2976]"
"EG12024"	"yohK"	"[yohK, b2142, ECK2135]"
"G7733"	"yhfX"	"[yhfX, b3381, ECK3368]"
"EG11489"	"csgA"	"[csgA, b1042, ECK1028]"
"G7289"	"eutT"	"[eutT, ypfB, b2459, ECK2454]"
"G7133"	"yegW"	"[yegW, b2101, ECK2094]"
"G7612"	"yqjD"	"[yqjD, b3098, ECK3089]"
"G7029"	"insB-5"	"[insB-5, b1893, ECK0022]"
"EG11313"	"rhaT"	"[rhaT, b3907, ECK3900]"
"G6548"	"csgC"	"[csgC, ycdE, b1043, ECK1029]"
"G6799"	"lsrR"	"[lsrR, ydeW, b1512, ECK1505]"
"G7710"	"gspK"	"[gspK, yheJ, b3332, ECK3319]"
"G7484"	"ygeR"	"[ygeR, b2865, ECK2861]"
"G7601"	"higA"	"[higA, ygjM, b3082, ECK3072]"
"EG50007"	"eutC"	"[eutC, b2440, ECK2435]"
"G6467"	"ycaN"	"[ycaN, b0900, ECK0891]"
"G7298"	"ypfJ"	"[ypfJ, b2475, ECK2471]"
"G6297"	"insF-3"	"[insF-3, tra5-2, b0541, ECK0299]"
"EG10802"	"putP"	"[putP, putC, b1015, ECK1006]"
"G6774"	"yddM"	"[yddM, b1477, ECK1471]"
"G6170"	"ykgA"	"[ykgA, b0300, ECK0300]"
"G7233"	"emrK"	"[emrK, b2368, ECK2364]"
"G7087"	"yeeX"	"[yeeX, b2007, ECK2001]"
"EG12179"	"cspE"	"[cspE, gicA, msmC, b0623, ECK0616]"
"G7283"	"eutG"	"[eutG, yffV, b2453, ECK2448]"
"EG12356"	"rtcR"	"[rtcR, yhgB, b3422, ECK3408]"
"G6948"	"ynjA"	"[ynjA, b1753, ECK1751]"
"G6086"	"insA-1"	"[insA-1, b0022, ECK0023]"
"EG10250"	"dsdX"	"[dsdX, yfdD, yfdA, dsdC, b2365, ECK2361]"
"G6745"	"sutR"	"[sutR, ydcN, b1434, ECK1428]"
"EG12176"	"yjdC"	"[yjdC, cutA3, b4135, ECK4129]"
"G6445"	"ybjL"	"[ybjL, b0847, ECK0838]"
"G6769"	"yddH"	"[yddH, b1462, ECK1456]"
"G7397"	"ygaV"	"[ygaV, b2667, ECK2661]"
"G7271"	"eutL"	"[eutL, yffJ, b2439, ECK2434]"
"EG11897"	"rpoE"	"[rpoE, sigE, b2573, ECK2571]"
"G6496"	"yccF"	"[yccF, b0961, ECK0952]"
"G0-10536"	"insAB-4"	"[insAB-4]"
